プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,宿屋の女主人レジーナ,狩人,ようこそ、ここは沈黙の村だよ。『沈黙の』なんて名前がついちゃいるけど村人が一言も喋らないなんて事はないから安心していきなよ。
プロローグ,宿屋の女主人レジーナ,狩人,ではなぜここが沈黙の村なのか......お腹がすく時間だね。少し夜食を作ってくるよ。[おにぎり][カツサンド][キットカット][トルコライス][シャトーブリアンステーキ300グラム]
プロローグ,宿屋の女主人レジーナ,狩人,あらあら、まだ誰も来てないのかい？(おにぎりﾓｸﾞﾓｸﾞ)
プロローグ,宿屋の女主人レジーナ,狩人,まぁ、宿帳に記帳しな。(ﾓｸﾞﾓｸﾞ)■.１コアタイム■.２仮/本決定希望時間■.３好きな行動、嫌いな行動■.４自己紹介など
プロローグ,宿屋の女主人レジーナ,狩人,自分でも回答しておこうか。■.１深夜の2時位からかな。頑張るつもり。■.２6:00/6:30■.３早起きしたあとの二度寝が好き。嫌いなことは眠たいのに動かなければ行けない状況かな。■.４レジーナだよ。眠たがり屋の食いしん坊、食べることと寝ることが趣味さ。(カツサンドもくもぐ...)
プロローグ,少年ペーター,人狼,………。（やっほーい！ チョコがあるよチョコ！　きっとかーっつ！）
プロローグ,少年ペーター,人狼,……。（何このノート。いたずら書き用？　へのへのもへじ量産していいの？　ま、いーや。テキトーになんか書こっと）　
プロローグ,パン屋オットー,村人,おお！フランスパンの神よ！私に全知全能の力を与えたまえ！
プロローグ,パン屋オットー,村人,ペタ>>7 おや？ペーターくん、相変わらず脳内に直接語りかけてくるスタイルを貫いているのですか？ レジ>>3 朝食用のフランスパンはここに置いておきますねおや？宿帳に悪戯書きをしているんですか？私も一つ何か書いてみましょうか
プロローグ,パン屋オットー,村人,■.１ 基本夜になりますよ、不定期になってしまうかも■.２ 他の方にお任せしましょう■.３フランスパンを愛でる事でしょうか？/まとめ役は苦手ですね■.４ 実家が燃えてしまったので残ったものは大量のフランスパンしかありませんが…どうです？狼さえも簡単にヤれるちょっぴり硬めのフランスパン。一つ2980円ですよ？では、楽しい村にしましょうか
