プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,青年ヨアヒム,人狼,いやいや、人狼とかいるよ。超いるよ。この前も僕んちの前でなんか集会みたいなのやっててさ。え、いや、無事だけど。なんか犬の鳴き声みたいなのを家の中で聞いただけだからさ。いやでも困るよね。ほら、僕んちで猫飼ってるってこの前言ったじゃん？　うん、ミケって言うんだけどさ。なんか怖がっちゃって。あ、そうだ、今度見に来る？　結構人見知りする子なんだけど。って、ゲルト、僕の話ちゃんと聞いてる？　おーい。
プロローグ,青年ヨアヒム,人狼,あれー、ゲルト寝ちゃってるよ、困ったなあ。いや、だって話す相手がいないと暇じゃない？　暇だよねえ。会議するからって集められたのにゲルトしかいないし。暇だなあ。しょうがないから必要そうなアンケートとか作っておこうかな。■１．主に参加できる時間帯とか、そういうやつ。■２．仮決定と本決定の時間の希望。■３．その他に何か希望することがあればそれ。□４．あとは自由記入欄かな。こういうのも必要だよね。
プロローグ,青年ヨアヒム,人狼,よしよし。たぶんこれで大丈夫だよね。せっかく作ったし、僕が一番最初に答えておこうっと。■１．だいたい夜かな。朝とか昼とかはちょっと大変なんだよね。■２．みんなが確認できればそれでいいんだけど、やっぱり０時に仮決定で、１時に本決定とかがちょうどいいのかな。■３．自分で作っておいてなんだけど、特に希望はないんだよなあ。□４．そして自由かあ。これも困ったなあ。あ、落書きでもしてようかな。暇だし。
プロローグ,青年ヨアヒム,人狼,やっぱダメだー。僕にはあんまり絵心とかないし、黙って絵を描くとか、ちょっと苦手なんだよね。うーん、でもゲルトは起きそうにないし。それに話相手にもあんまりなってくれないんだよね、いつも。仕方ないからちょっと散歩でもしてこようかな。うん、そうしよう。帰ってきたら誰か来てるかもしれないし。よし、そうと決まったら出かけよう。あ、そういえばミケにご飯あげなきゃいけなかったんだ。いやあ、うっかりしてなあ。
プロローグ,負傷兵シモン,人狼,怪我は男の勲章!!（キリッ(…は犬に噛まれた痕をさすった
プロローグ,負傷兵シモン,人狼,議題が落ちてるようだな一応答えておくか■1 23:00以降だな夜明け後少しいれるかと思うが
プロローグ,負傷兵シモン,人狼,■2 なので仮は早くても00:00希望だな本決定は1:00ぐらいでもいいぞ■3 その他の希望は別にないな強いて挙げるなら投票COはややこしそうなので遠慮したい!!
プロローグ,負傷兵シモン,人狼,別に良い方法があるなら反対はしないと言っておこう
プロローグ,負傷兵シモン,人狼,ところでヨア議題サンキューな御礼だ受取ってくれ つ【猫マンマ】んじゃ治療に行ってくるわノシ/~~~
プロローグ,負傷兵シモン,人狼,夜が明けたので戻ってきたが、誰も居ないのな。まぁもう寝る
プロローグ,負傷兵シモン,人狼,おはよー誰も居ないな朝飯でも置いていくかつ［バナナ］［バナナ］［バナナ］［バナナ］［バナナ］
プロローグ,負傷兵シモン,人狼,鳩から覗いてみた・・・・・人狼の噂は本当だったのか？もうみんな・・・・・ブルブルッ
プロローグ,青年ヨアヒム,人狼,あれー、まだシモンさんしか来てないんだねー。みんなどうしたんだろう。何かあったのかなー。あ、それとも、やっぱり会議なんて面倒だから来ないとかかな。
プロローグ,負傷兵シモン,人狼,やぁヨア ずっと俺のターンだと思った…○|‾|＿しかし今日は集まらないっぽいな 
プロローグ,青年ヨアヒム,人狼,うん、そうだね。なんせあと二時間半くらいだし。ここから何人も何人もすべりこんできたりはさすがにしないよね。
プロローグ,村長ヴァルター,村人,むう。ヨアヒム、シモンおはよう。昨日から何度もそこの窓から覗いていたんだが人が集まっていないようだな。
プロローグ,村長ヴァルター,村人,■1. 比較的時間には融通が利くように思う。不定期に昼も夜も出現するであろう。■2.皆の希望に合わせる。が、本決定には十分な余裕をもった時刻を希望する。1：30以前であれば大丈夫ではないだろうか。■3.投票ＣＯ等は希望はしない。が皆の希望が強いようであれば反対もしないつもりだ。■4. この村の呪い。これを解き明かすための４人のエキスパートを呼んである。直にこの宿に訪れるであろう。
プロローグ,青年ヨアヒム,人狼,あ、村長さんだ。おはようございます。いやあ、このままずっと僕とシモンさんの二人だけだったらどうしようかと思ってたよ。あ、そういえばゲルトもいたっけ。そういえば、この村の呪いってなんなんだろう。呪われてるって言われてるけど、実はよく知らないんだよね。それに呪いも気になるけど、エキスパートの人も気になるなあ。一体どんな人なんだろう。あ、もしかして人が少ないのも呪いのせいだったり？
プロローグ,村長ヴァルター,村人,なぜ呪われたのか。そしてどうやれば呪いは解けるのか。これから来るエキスパートの人達のハードルを上げてしまって申し訳ないのだが、その答えを早く知りたくてウズウズしているのだ。
プロローグ,村長ヴァルター,村人,ヨアヒムおはよう。これから暫くの間宜しくな。ヨアヒムの言うとおり、この人の少なさも呪いのせいかもしれぬな･･･。
プロローグ,少年ペーター,村人,宿ってここしかないよね～？集まれって聞いて来てみたけど、こどもは寝る時間だよね～
プロローグ,少年ペーター,村人,お兄ちゃんばっかりだ～
プロローグ,負傷兵シモン,人狼,オッ‼村長オハヨー。ちょ、エキスパートってすごく期待しちゃうじゃないか。しかも4人も!?来たら紹介してくれる？よろしく頼むわ
プロローグ,負傷兵シモン,人狼,とっ、ペーターオハヨー。エキスパートの1人？
プロローグ,少年ペーター,村人,みんなよろしくね～難しいことはよくわからないけど、僕がんばる！
プロローグ,村長ヴァルター,村人,シモン、ペーターおはよう。実は私もエキスパートが誰なのか聞いていないのだ。ペーターは違うのか･･･。これから来る者がそうなのであろうな。とにかく私は【非エキスパート】宣言をしておくとしよう。
プロローグ,村長ヴァルター,村人,★初めて参加する方へ★【初参加である事を言ってしまうのは禁則事項】【人狼側もまた参加者の1人。暴言や追い詰めるような発言は控えめに】【中の人などいません。】
プロローグ,村長ヴァルター,村人,★良く使われる記号、略称の説明★●…占い第一希望　○…占い第二希望▼…吊り第一希望　▽…吊り第二希望　■…議題　□…ネタ議題　【　】…宣言とか決定とか公的な強調　★…強調発言や質問事項などに　＠…残りの発言数
プロローグ,村長ヴァルター,村人,CO…カミングアウトの略。宣言するということ。　FO…フルオープンの略。初日占霊COすること。　投票CO…処刑投票にてCOするCO方法の１つ。　LW…ラストウルフ（最後の一匹の狼）の略。　SG…スケープゴートの略。狼が占い吊りを避ける為に利用すること。　GS…グレースケールの略。COも占いも受けていない人達を黒●＞○白で表したもの。　ライン…狼同士の繋がり。　
プロローグ,村長ヴァルター,村人,GJ･･･グッドジョブの略。狩人が狼の襲撃を防いだりした時に使う。鳩…ケータイのこと。　箱…PCのこと。　霧…505エラーのこと。対抗・非対抗…COした役職者に対し、自分が本物！→対抗自分はその役職じゃない→非対抗
プロローグ,少年ペーター,村人,エキスパートって何なんだろうね～？村長さんが言ってたけどね～４人来るんだよね～？僕は何だか違うと思うよ＞シモンさん
プロローグ,村長ヴァルター,村人,略語など他の村で貼ってあった張り紙をここでも貼らせて頂いた。念の為皆、確認をお願いする。【特に昨今他の村では突然死が蔓延している】と聞く。流行り病の類であるだろうが、この村で発生しない事を切に願う。
プロローグ,少年ペーター,村人,わぁ、村長さんすげぇ！いっぱい教えてくれてありがとう！僕もいっぱいしゃべるようにしなきゃね！
プロローグ,青年ヨアヒム,人狼,やあ、ペーター君、こちらこそよろしくね。あ、そうそう、僕もエキスパートじゃないよ。呪いとかってよくわからないし、なんだか怖いもんね。危ない目にあっちゃうかもしれないし。
プロローグ,司書クララ,人狼,呪いなんてあるわけないじゃない、大げさだなあ。
プロローグ,少年ペーター,村人,まずは、これに答えるんだね。■１．２３時過ぎから来られると思うよ！■２．ヨアヒムさんの言う時間でいいと思うよ■３．特にないけど、難しいことは苦手だよ□４．とにかく皆さんよろしくね！どんなふうに呼ばれても僕のことだとわかればおｋ！
プロローグ,司書クララ,人狼,■１．不定期ですが、大体夜かしら。■２．仮24時/本25時かな。■３．楽しくやれれば。特にこだわりは無いかな。□４．クララです。呪いの事は良く分からないけれど。借りた本は期限内に返すように！忘れると、地味に良くないことが起こるらしいですよ。気をつけてくださいね？
プロローグ,司書クララ,人狼,ペーター君、こんばんは。どんな風に呼んでもいいとは、度胸があるのね。あだ名のエキスパートが来ちゃっても知りませんよ。
プロローグ,少年ペーター,村人,ヨアヒムさん、クララさんよろしくね！僕、呪いって祝いの書き間違いだと思うよ～あだ名のエキスパートはこわいかも！＞クララさん
プロローグ,司書クララ,人狼,ええ、よろしくね。書き間違えだとすると「祝われた村」。割といい感じの名前ね。でも、一体誰に何を祝われたのかしら。謎が深まるわねぇ。
プロローグ,村長ヴァルター,村人,クララおはよう。なるほど･･･。呪いではなく祝いの可能性も考慮しなければならなかったか･･･。クララの言うとおり祝われた村であるなら、何があって祝われたのか。それはこの一週間で解明しなければなるまい。
プロローグ,司書クララ,人狼,どうも村長さん、おはようございます。って…。今起きたんですか？村長さんでも村名の由来をご存知ないというのは、ミステリーですねぇ。頑張って解明していきましょう。はい。
プロローグ,司書クララ,人狼,今日借りられる本を置いておきますね。暇つぶし、夜のお供、読書感想文などにどうぞ。(※本の返却期限は一泊二日です)っ【猫でも解る！人狼退治】【本当は怖い野犬の噛み傷】【住みよい村作り～住民数UP大作戦】【頭に美味しいおかずレシピ】【村の中心でわおんと叫ぶ】
プロローグ,旅人ニコラス,村人,そう、あたしが妖怪退治のエキスパート、ニコラスよっ！村を覆う呪いなんて一刀両断してくれるのよー！って祝いっ！？
