プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,少年ペーター,村人,おはよう諸君。
プロローグ,少年ペーター,村人,って誰も来ていないみたいだな・・・。・・・ん？なんか看板に書いてあるぞ。■1.コアタイム■2.仮決定/本決定時間■3.やりたいこと/やりたくないこと■4.何か一言なんだこりゃ？
プロローグ,少年ペーター,村人,・・・まだ続いてるな。なになに・・・「答えなかったら24時間壁ドン耐久の刑」だって？そいつは困るな・・・仕方ねえ、答えておくか。■1.基本夜。出稼ぎ行ってっからギリギリまで顔出せない時もあるかもしれねえ。まー極力無いようにする。■2.仮：23:00 本：24:00 ■3.特にはねーな・・・■4.とりあえず平和に行きたいぜ。俺は。
プロローグ,少年ペーター,村人,・・・こんなもんだな。いっつも壁ドンされてたら寝る暇もねえや。しかし誰だ？こんなの考えついた奴は・・・。それにしても誰も来ねーな。せっかく出稼ぎから帰ってきたってのに誰も歓迎しないとは・・・全く寂しいぜ。まあいいか。明日になったら誰か来るだろう。とりあえず今日の所は寝るか・・・ｽｶﾋﾟｰ･･･
プロローグ,シスターフリーデル,狩人,うふふ・・・♥
プロローグ,シスターフリーデル,狩人,そうねぇ、歓迎って何するのかしら？いいことでもする？
プロローグ,シスターフリーデル,狩人,■1.不定期■2.仮決定は0:30くらいがいいかしらね。そうじゃなきゃ反応できない日も多いと思うわ。■3.別にないわよ。なんでもすればいいと思うわ。■4.ダークなゲームだから感情が入るのは仕方ないけれど、それが暴言のラインまではいかないようにしましょうね。
プロローグ,シスターフリーデル,狩人,あら、ペーターが寝てる...。[...はそっと服を脱いでペーターの隣に寝た]ああ、明日の朝が楽しみだわぁ。ふふ。
プロローグ,司書クララ,霊能者,うにー
プロローグ,羊飼いカタリナ,村人,そう…今この村は悲しみに包まれてるの…まさかヴァルターさんが…あんなコトにっ！ああっ！（手で顔覆い
プロローグ,羊飼いカタリナ,村人,そんなフラグを立てつつ立てつつ 議題解答でもするにゃー　壁ドンヤだし　わはー■1.夜がメインかなー 昼にも顔出したりするけどね　不定期？■2.仮：11:30　本12:30 くらいだといいな　仮間に合わない日があるかもしれないけど ごめんね■3.とくにないよー　おまかせおまかせ！■4.ひつじーが最近反抗期　ぐぬぬ
プロローグ,羊飼いカタリナ,村人,デルーがなんかイケないことしとるーいーけないんだ いけないんだ　もっとやれーあたしも寝るー　またにゃー
プロローグ,村娘パメラ,人狼,中に…誰も居ませんよ…？ふふっ。
プロローグ,村娘パメラ,人狼,あら…何かしらコレ。■1.夜だったり、お昼だったり。■2.仮12時、本12時半…でいいと思うわ。■3.喧嘩は、駄目…ですよ？■4.Nice boat.あぁ…永遠に一緒だわ！
プロローグ,村娘パメラ,人狼,大丈夫です、みなさん仲良くしましょ…？何も怖い事なんて無いのよ、えぇ…何も。クスクス…。
プロローグ,シスターフリーデル,狩人,あら？パメラさん、おかえりなさい。でも...うふふ。遅かったわね。このお腹の中にはね、...ふふ。
