プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,パン屋オットー,人狼,パン屋はパン屋でもパンを焼かないパンを焼かないパン屋はな〜んだ？
プロローグ,パン屋オットー,人狼,パンを焼かない、がひとつ多くなった！笑
プロローグ,司書クララ,占い師,…フライパン屋？
プロローグ,パン屋オットー,人狼,オッス、クララ宜しく！なにこれ、今日はじまらない感じかな？
プロローグ,司書クララ,占い師,よろしくお願いします。人少ないですね。
プロローグ,羊飼いカタリナ,人狼,メェ～メェ～メェェェエエ～
プロローグ,羊飼いカタリナ,人狼,ぼく、カタリナだよぉよろしくねーお近付きのしるしにどうぞぉ　っ[手編みのマフラー]夜は寒いからカゼひかないようにね！
プロローグ,羊飼いカタリナ,人狼,屋>>2焼かないパン屋さん・・・蒸しパンの専門店さんですか？書>>4フライパンはいろんな意味で焼いているような･･･そういえば、ユニクロの「暖パン」というのを見かけたよー毛糸のパンツのことなのかなぁ？
プロローグ,羊飼いカタリナ,人狼,ぼくの友達の羊のメリイさんが、みなさんに質問があるみたいもしよかったら、答えてね！■1.コアタイム■2.仮決定時間・本決定時間■3.やりたいこと■4.自己紹介など
プロローグ,羊飼いカタリナ,人狼,>>10　ぼくも自分で答えておくよお■1.２１時～２４時くらいかな･･･■2.仮-22:30／本-23:00でいいと思う■3.みなさんと楽しくすごしたいなあ～■4.ぼくの友達の羊のメリイさんだよおメリイさんの瞳で見つめられると、心がもやもやするんだよね･･･でも、メリイさんは親友だよ！！
プロローグ,老人モーリッツ,人狼,よろしく頼む。わしゃじじいじゃ。腰がいてぇ。老もしくは爺と呼んどくれ。
プロローグ,老人モーリッツ,人狼,■１　21時から~25時まではいれるかもしれん。■２　仮22：30　本23：00■３　できるだけ寡黙にならないようにしたいのー。■４　老いぼれじゃ………
プロローグ,パン屋オットー,人狼,おはよー！今日こそ始まるといいね！
プロローグ,村娘パメラ,村人,パンを焼かないパンってなぁに？
プロローグ,農夫ヤコブ,狩人,ちわわ
プロローグ,農夫ヤコブ,狩人,なにこれ■1 しんしつ きぼつ■2 まかせる■3 まかせる■4 わるい かぼちゃ と よい かぼちゃ
