プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,ならず者ディーター,狩人,復活！おれは、前の村で人狼に噛み殺された、ディータって者だよ。天生したら、また人狼のいる村にたどり着いちまったぜ。おれは、とことんまで人狼に好かれてるみたいだな。こんどは、人狼を倒してやるぜ！その前に、おつまみの進呈だ。つ[味わいミックス]3種類の豆菓子とあられとうす焼き煎餅が入ってるぜ。これで値段は、100円だ。お値打ち価格で提供いたしております。
プロローグ,宿屋の女主人レジーナ,村人,………（宜しく）…1200（宿代は一晩1200ゲルトです）
プロローグ,宿屋の女主人レジーナ,村人,者>>2……円？（この村ではゲルト通過が流通しているわ）………5パー…（なんなら手数料5パーセントで両替してあげてもいいけど）
プロローグ,ならず者ディーター,狩人,すまねぇ。転生するまえは、J国ってところにいたんだ。ここの通貨は、ゲルトっていうのか。分かったぜ。1200ゲルトか安いなぁ。支払いは、後だ。今日は、この宿に泊めてもらおう。女将さん無口だね。沈黙の村だからかな？
プロローグ,シスターフリーデル,占い師,人狼ですか。もしいるのなら、私（わたくし）が回心させてみせますわ。宿>>3宿代は神父様が払ってくださいますわ。
プロローグ,ならず者ディーター,狩人,⬆︎シスター普通改心って言うんじゃないか？>>6修
プロローグ,宿屋の女主人レジーナ,村人,1200……安普請…素泊まり……平気…？追加…1500……カニ料理……
プロローグ,宿屋の女主人レジーナ,村人,あと……夜……極寒………毛布…レンタル………300………
プロローグ,シスターフリーデル,占い師,者>>7キリスト教的な意味ですので問題ありませんわ。宿>>8>>9カニ料理美味しそうですわね。頂きますわ。毛布も必要ですわね。私冷え性ですの。え？　払えるかって？　大丈夫ですわ。神父様は免罪符販売でガッポリ儲けてますから、これくらい屁の河童ですわ。
プロローグ,ならず者ディーター,狩人,シスター>>10   俺も問題なしだ。仲良くしよう！俺も案外信心深いんだぜ。クリスマスは大好きだし、ハロインも好きだぜ。コスプレ大好きだからな。>>8>>9レジーナさんよ〜。どうした、具合でも悪いのかい？カニは遠慮しておこう。毛布付きで1500ゲルトだな。飯は、教会の施しを期待するよ。シスター★神父さんから、少し分けてもらえねえかな？
プロローグ,シスターフリーデル,占い師,☆者>>11　oO(ハロインがヘロインに見えたのは秘密ですわ)ええ、大丈夫ですわ。神父様はとても心が広い方ですもの。どんな重罪人でも（金さえ積まれれば）お許しなさるのですから。さて、お祈りの時間ですわ。[...は聖書を開いた]あら？　なにか挟まっていますわ。■1 コアタイム■2 決定時間■3 やりたいこと/やりたくないこと□4 自己紹介
プロローグ,シスターフリーデル,占い師,■1 概ね、8-9時以降ですわ■2 1時間前/30分前ごろかしら■3 神父様に信者を増やすように言われておりますわ/沈黙の村だからと言って、突然死はいけませんわ□4 未だ修行の身ですが、私の説法で主の教えを広めていきますわ。[...は聖書に目を落とし、話し出した]「時は満ち、神の国は近づいた。悔い改めて福音を信じなさい」（マルコ1.15）さぁ皆さん。悔い改めて主の教えを信じるのです。
プロローグ,行商人アルビン,村人,ここで【アルビンCO】します。どうもこんばんは。今日からフルメンに協力させていただきますアルビンです。よろしくお願い致します。
プロローグ,行商人アルビン,村人,■1 21:00〜昼間も時々。■2 リデルに同意。■3 皆が楽しければよし。
プロローグ,行商人アルビン,村人,■1. 確能＞確白■2.1dFO■3. 空気読み。■4.統一。先にテンプレ消化してみるtest
プロローグ,司書クララ,狂人,【クララCOです！】よろしくおねがいしますなの！
