プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,シスターフリーデル,狂人,人狼より、送り狼の方が怖いと思う今日この頃。皆様いかがお過ごしでしょうか。
プロローグ,神父ジムゾン,村人,アーメン。
プロローグ,ならず者ディーター,村人,ちぃーっす！
プロローグ,シスターフリーデル,狂人,先に村に着いた者の務めとして、アンケートを置いておきましょうか。■1.コアタイム(主にいる時間)■2.仮決定・本決定の時間■3.やりたいこと、やりたくないことなど■4.その他自己紹介
プロローグ,旅人ニコラス,霊能者,出会いの村ですか…。私の嫁は鳥です。*ばさっ*
プロローグ,旅人ニコラス,霊能者,リデルさん、アンケート感謝します。*ばさっ*■1.20:00〜00:30■2.21:45/22:15■3.折角の機会ですから、喧嘩せず仲良くやっていきたいですね。流行り病にも気をつけなくては。■4.鳥使い兼旅人のニコラスです。むしろ鳥が本体です。よろしくお願いいたします
プロローグ,シスターフリーデル,狂人,■1.不定期ですわ。教会には色々な方が来ますから。■2.本決定21:45希望ですわ。正直、決定時間通りの村をあまり見たことがないので、ずれこむことを考慮すれば、夜明け1時間前が適切かと。仮決定時間は合わせますわ。■3.暴言さえ慎んで頂ければ、特に気にしませんわ。あとは、皆でいい村にできたらいいですわね。
プロローグ,司書クララ,村人,[...はヨハネの黙示録を読んでいる]666は獣の数字・・・。なにやら不吉な予感がするな。恐ろしいものに出会ってしまわないよう願うのみか。ふむ。
プロローグ,神父ジムゾン,村人,議題ありがとうございます。■1.不定期■2.仮21:45、本22:15■3.特にありません。■4.666の獣を追ってきました。この666の村にいると思うのですが…。
プロローグ,シスターフリーデル,狂人,■4. 神父様なら送り狼でも……なんて、冗談ですわよ？というわけで、神父様ファンクラブ会長のフリーデルですわ。シスターなんて飾りです。いえ、単なるボランティアです。o0(神父様と一緒にいられるなら、逆にお金を払いたいくらいですわ)それにしてもニコラスさんは鳥使いとは珍しいですわね。この村にも羊飼いはおりますが…。鳥をそれほど深く愛していらっしゃるのですね。 
プロローグ,青年ヨアヒム,村人,出会いを求めてヨアヒム参上！
プロローグ,ならず者ディーター,村人,尼さんはアンケあんがとなっ■1.不定期■2.仮21:45、本22:15■3.仲良く喧嘩しようや■4.家事と喧嘩ならまかせてくれや
プロローグ,シスターフリーデル,狂人,神父様が出張に出ている間に、別の神父様がこの村にいらっしゃったようですね。ややこし(ryコホンっ、666の獣についてはわかりませんが、ゆっくりしていって下さいね。さすがにここで寝てしまうと困りますので、教会に戻りますわね。皆様おやすみなさい。良い夢を。  
プロローグ,司書クララ,村人,尼>>5シスター、アンケートに感謝する。■1.21:00～24:00■2.仮21:45　本22:15■3.特にやりたいこと、というほどのものは無い。ただ、険悪なムードは好むところではない。議論のぶつけ合いは当然あるだろうが、そんな中でも同村者への配慮の無い行動や暴言はあってはならないと考えている。■4.読書が好きなのだ。今の仕事は天職だと思っている。[...は分厚い本を開いている]
プロローグ,ならず者ディーター,村人,早速得意の料理をみんなにご馳走だ【自家製梅酒（食前酒用）】【茄子のしぎ焼き】【大根と海草のサラダ】【黒毛和牛の土佐作り風】んじゃ俺は寝かせてもらうぜ
プロローグ,旅人ニコラス,霊能者,ああ、666の謎を追って来た方が他にも居るとは。私はこの村に「鳥の神」がいるかもしれないと聞きつけてはるばるやって来たのです。>リデルさんありがとうございます。*ばさっ*ええ、この子とは小さい頃からずっと一緒です。
プロローグ,負傷兵シモン,村人,ここが666番目の出会いの村か…
プロローグ,司書クララ,村人,者>>16ワイルドな外見とは裏腹に何と手の込んだ繊細なメニュー。おぬし、只者ではないな！（もぐもぐ）旅>>17鳥の神、か。鳳凰のような神々しい鳥なのだろうか。ぜひ見てみたいものだ。666がそのような存在なら良いのだが、どうしても悪魔的なものの出現を危惧してしまう。どうも私は心配性でスマンな。
プロローグ,負傷兵シモン,村人,アンケートがあるな……ありがとう。■1.不定期になるが、深夜帯がおもになるとおもう■2.仮　21：30 本　22：30■3.いい雰囲気で終われれば、それに越したことはない。やりたくないことは特にはないかな。■4.私のかつての戦友がここにいるかもしれないと聞いた。どうなるかはわからないが……
プロローグ,負傷兵シモン,村人,>>16ありがとう。【大根と海草のサラダ】をいただくよ。わかめがおいしい。
プロローグ,パン屋オットー,狩人,ふああ……何やら集まっているのかい。
プロローグ,パン屋オットー,狩人,■1.20:00〜01:30■2.21:45/22:15■3.特にないな。赤ログや灰ログで何か凝った推理やらRPを披露してくれたり、個性的なプレイをしてくれるというのも、それはそれで結構。何もしなくたって、別に構わない。しかし、こうやって村が平和にやれてる、それだけで十分じゃないか。特段に興奮や冒険譚を求めなくともよいだろうとも。そうじゃないかい。何事もない、大いに結構。
プロローグ,パン屋オットー,狩人,■4.御覧の通りのパン屋をやってる者だ。見ない顔もいるが宜しく頼む。
プロローグ,パン屋オットー,狩人,しかし、ここに集まった人達のどれだけが、本当に人狼を退治する気があるのかな？人狼というのがどれ程の輩かは知らないが、自ら人狼だと名乗って出てくる訳があるまい。悪魔が自ら悪魔だと名乗るかい？　それと一緒さ。そう、丁度私のように、その装いはパン屋であったり、眼鏡の似合う女性であったりする……私はそう考えるね。ふふ。（にやにや）
プロローグ,パン屋オットー,狩人,いや、しかしながら……野次馬でも何でも、こうして大勢集まって顔を合わせるのは、貴重な機会である事には変らないのだけどね。この小さい村であっても、それは変らない。この神の与え給うた機会に感謝の祈りでも捧げようか。そうすれば見つかるかも知れないよ。……いや、冗談さ。くっくっ。
プロローグ,パン屋オットー,狩人,本当に逃げたい人は、今の内にどことなりへ行ってしまってもいいんじゃないかな？標的の品定めをされる位なら、散り散りになって逃げた方が早いんじゃないかな。じゃあ、何かあったら呼んでよ。[笑顔で去る]
プロローグ,パン屋オットー,狩人,ああ、当然の事だけれど……何もなければそれに越した事はない。何かあった時にどうするかを考える事は、大切だね。だが、未来に対して無用の心配をするより、我々の現状に対する事が大切さ。それは「受容」だ。受容とは、何かを解決する事じゃない。ただ単なる……受容さ。我々は、何かを捨てて、何かを得る……。得ると同時に、何かを捨てる。それは忘れちゃいけない。守らねばならん。得続けるなど有り得ない。
プロローグ,パン屋オットー,狩人,金の事じゃないよ。ただ……生き方の問題だ。考えなくちゃいけないね。君が何かを得て、何かを捨てる。そうすると、君はどうなるかな。時によっちゃ……君自身が、隔りの中にいるように見えるだろうね。でも、君自身は感じない。僕は、捨て去られたような人生も、悪くはないと思うよ。ふふ、我々に幸多い事を祈る。
プロローグ,羊飼いカタリナ,占い師,どうも。お邪魔するよ……
プロローグ,羊飼いカタリナ,占い師,羊飼いの朝は早い、らしい……。■1 不定期■2.21:45/22:14■3.うちは、楽しくできたら、それでうれしい。いい雰囲気になるようにする……。よろしくね……？■4.村外れで羊飼ってる、うちのこと知ってる人もちらほらいるって思ってる。666という数字は魅力的だと、婆様が言ってた……。
プロローグ,少女リーザ,人狼,コドモだって忙しいんだよー？
プロローグ,村娘パメラ,人狼,よっしゃー！みんな集まってるってことは、お祭りだな。騒ぐぜ！…え？勘違いだって？集まってる理由は…人狼？よくわからないけど、ほら、節分だって鬼を退治する祭りみたいなものだろ？じゃあ人狼退治も、出会いの村お祭り推進委員会のパメラがお祭りに仕立てちゃうぜ。
プロローグ,村娘パメラ,人狼,オト>>29出会いの村っ子は、宵越しの金を持たないぜ！捨てる神あれば拾う神あり。何もかも捨てたって、一生懸命に何かを拾い続けてたら、世の中なんとかなる。そう思わないか？
プロローグ,村娘パメラ,人狼,■1 不定期■2.21:45/22:15■3.人狼騒動は祭りだ！楽しまなきゃソンだぜ。■4.お祭り大好きパメラだ、ヨロシクなー！
プロローグ,少女リーザ,人狼,■1.学校と塾の後だから、19:00過ぎから。途中で宿題とお風呂に抜ける事もあると思うけど、23:00過ぎくらいまではいられると思う。その後は寝るよ。コドモだから。■2.夜明けの30分前に本決定の予定にしとけば15分前には何とかなるんじゃないかな？■3.やって欲しくない事は他人を貶める行為全般。当然自分もやりたくない。■4.学校はじまって暑くてとろけそう……
プロローグ,少女リーザ,人狼,カタリナ>>31の■2.に1分単位のこだわりを見た…ような気がする。
プロローグ,少年ペーター,村人,おっはよ。
プロローグ,少年ペーター,村人,666村なんて意味深■1.不定期■2.お任せ■3.言葉遣いには注意しないと■4.ペーターだよ。まだまだ暑いけど、夏ばてにも負けずにがんばる
プロローグ,木こりトーマス,村人,666村の13人目……ペーター、貴様が狼だな！
プロローグ,木こりトーマス,村人,こんな村にいられるか、俺は森に帰るぞ！■1.朝晩だな■2.2145/2215■3.処刑とか襲撃とか物騒なことはやめようぜ。■4.森はいいぞ……うさぎさんとかしかさんとかリラックマさんとかがいて平和だからな……。
プロローグ,司書クララ,村人,木>>41リラックマ！？（もふもふ）[...は動物図鑑を眺めている。しかし見つけられなかった]なんと珍妙な。データを更新すべく生態調査レポートを待っている。トマ、よろしく。
プロローグ,シスターフリーデル,狂人,皆様おはようございます。続々と集まってまいりましたわね。喜ばしいです。この村の名前は出会いの村でしたはわね。神父様との出会いを思い出しますわ。そう、神父様と初めてお会いしたのは、私が人狼騒動で両親を亡くした時でした。神父様はわたくしを引き取って、養女として今まで育てて下さいました。そんな彼を愛することはごく自然なことでした。想うだけなら、神様も許して下さると信じてますわ。 
プロローグ,シスターフリーデル,狂人,でも、その神父様はしばらく出張でいらっしゃいませんの。……ってことは、別に丁寧な話し方する必要ないんだよなー。うん、こっちでいくか。比較的正統派のシスターだと思った男性諸君、(いたら)残念だったな！こっちが素だ。神父様いないけど、別の神父がいるわけだし、別にいいよな。神父様もいないのに教会の雑用仕事とかやってられないっつーの。 
