プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,少年ペーター,狩人,人狼なんているわけありません。みんな大げさですよ！
プロローグ,少年ペーター,狩人,隣村から拝借してきました。■1.コアタイム■2.仮決定/本決定時間■3.やりたいこと/やりたくないこと■4.自己紹介をどうぞ
プロローグ,少年ペーター,狩人,セルフ回答します！■1.昼間は不定期、21時くらいからは大体箱前■2.01:00/01:15■3.楽しく遊びたいですね。突然死とか暴言とかは悲しいです。■4.父と母に言葉遣いは丁寧にと教えられました。宜しくお願いします！
プロローグ,少年ペーター,狩人,本にこんなことが書かれていました【】重要事項のCO時使用■議題　□ネタ議題●占い希望　○占い第二希望▼吊り希望　▽吊り第二希望 ★質問　☆質問返答（★で答えてもOK）▲襲撃　@残りの発言数CO：カミングアウト。主に能力者であると告白することFO：フルオープン。基本的には占、霊が（初日に）COすること 
プロローグ,少年ペーター,狩人,LW：ラストウルフ。最後の狼SG：スケープゴート。狼が自分の身代わりに吊らせる村人GS:グレースケール。自分以外を白（村人）っぽい人から黒（人狼）っぽい人まで順に並べたもの斑：占ｏｒ霊の判定が白と黒に分かれた人のこと白：村側の人黒：人狼灰：人間か人狼か分からない人物われていない人ライン：狼同士のつながり。幻想という噂も 箱：パソコン鳩：携帯電話などの外出先からの参加手段 
プロローグ,少年ペーター,狩人,--禁止行為--ゲームの途中放棄（やむをえない場合を除く）他の参加者を著しく不快にさせる言動縦読み・難読化・暗号などの使用故意の突然死CGI 出力そのままの形での引用（占い結果など）意図的な発言ミスその他、裏技っぽい言動及び行動は基本的に禁止詳細はまとめサイトにあるので、未読の方はどちらをどうぞ
プロローグ,シスターフリーデル,村人,私たちには神様の加護がついてまス■1.23:00-24:00■2.00:45/01:15■3.きっちり考察して、きっちりEP後に反省したいでス■4.乾坤一滴振り絞りまスね
プロローグ,シスターフリーデル,村人,天からの曙光が人狼を照らしてくれればいいんでスが……>>4年よい教えをされるご両親だったのでスねよろしくお願いしまス
プロローグ,仕立て屋エルナ,占い師,やっほーいよろしくねー
プロローグ,仕立て屋エルナ,占い師,■1.20時以降。昼も結構顔出せると思うよ■2.おまかせ■3.楽しく推理できたらいいね/荒れない事を祈ってるよ■4.人狼より寝落ちの方が脅威かな。頑張って起きていたいね
プロローグ,少年ペーター,狩人,ふう、宿屋のお風呂をお借りしてきましたシスター、エルナさん、宜しくお願いします！僕以外女の方で照れてしまいますね早く他の方たちも来てくれるといいなあ
プロローグ,旅人ニコラス,村人,ふう、ようやく宿を見つけられましたちょいとお邪魔しますよ疑心暗鬼の村…なんだか不穏な空気が流れていますね
プロローグ,旅人ニコラス,村人,宿帳だけ記入して休ませてもらいますね■1.22:00以降　昼も可能な限り覗きます■2.00:45/01:15が一般的かな？■3.楽しくやれればＯＫ■4.みなさんよろしくお願いしますね
プロローグ,負傷兵シモン,人狼,おはようさん。邪魔するぞい。
プロローグ,負傷兵シモン,人狼,ぺー太>>6、アンケートか。気の利く坊主じゃな、ありがとうの。■1.コアタイム：20時-24時くらいかのう。朝の今頃もちょっと覗ける。ただ更新01:45じゃからの。まあ必要に応じて起きてることにするわい。>>8尼さん　お前さんも更新前寝たい派のようじゃが、そのへんどーする？■2.仮決定/本決定はみなの参加時間見て決める感かの。わしは尼さんニコどののあげとる時間でかまわん。
プロローグ,負傷兵シモン,人狼,まーできればもそっと早寝できたら嬉しいがのー。■3.楽な感じでいきたいのう。まあなかなか難しいとは思うが。■4.人狼探しは久々じゃ。以前は共有者ちゅうのがおったもんじゃがの。まあ最近の流行りはわからんし、素人みたいなもんじゃ。皆よろしゅうの。
プロローグ,羊飼いカタリナ,霊能者,羊飼いとしての振る舞いは世を忍ぶ仮の姿！(自称)名探偵カタリナちゃんはボクのことだよー、よっろしくぅ！
プロローグ,羊飼いカタリナ,霊能者,アンケートはまた後で来た時に書くねー。
