プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,村長ヴァルター,村人,村が小さいのではなくワシがでかいのじゃ！あいあむびっぐめん！おーいえあ！
プロローグ,老人モーリッツ,霊能者,きょ、巨人じゃ…伝説の巨人がこの村にも…！
プロローグ,ならず者ディーター,村人,駆逐してやる・・・！巨人ども・・・！
プロローグ,神父ジムゾン,村人,巨人に人狼…この村もここまでのようですね…。ﾎﾛﾘ
プロローグ,木こりトーマス,人狼,巨人やと！狼…いや、猛虎魂が騒ぐ！
プロローグ,旅人ニコラス,狩人,戦わなければ勝てない…
プロローグ,負傷兵シモン,狂人,この村は男しかいないんだな。
プロローグ,行商人アルビン,占い師,人狼なんているわけないじゃん。巨人がこの村にいるんだよ。みんなおおげさだなあ
プロローグ,村長ヴァルター,村人,うなじ を ねらう のは やめる のじゃ ！ ▼
プロローグ,村長ヴァルター,村人,おお！何かあったぞい〜小人たちよ、お前らは小まうて見づらいのじゃ！よってでかい声で己が何者か自己紹介するのじゃぞ〜ウホホッ〜～議題～■1.コアタイム■2.仮決定/本決定■3.やりたいこと/やりたくないこと■4.自己紹介
プロローグ,シスターフリーデル,村人,人狼だけでなく、巨人まで出たのですか？どうすればいいのかしら……
プロローグ,羊飼いカタリナ,村人,巨人か〜羊食べられないといいけど…。
プロローグ,村長ヴァルター,村人,■1.コアタイムびっぐめんの朝は遅いのじゃ！昼〜夕方がよくいるやもしれんのぉ■2.仮決定/本決定22:45/23:15■3.やりたいこと/やりたくないこと楽しくがんばって進げ…人狼を探すぞい■4.自己紹介この村の象徴であるびっぐめんなのじゃ！
プロローグ,シスターフリーデル,村人,お祈りが終わったら議題回答しますね！
プロローグ,羊飼いカタリナ,村人,■1.日が暮れれば羊の世話も終わるかな〜(夕方以降)■2.お任せするよ〜■3.羊の犠牲は出したくないかな〜■4.羊は平和の象徴だよ〜
プロローグ,行商人アルビン,占い師,ふわあ..今日も平和だなあ..寝てていい？■1.コアタイム朝あんまり 昼夕方以降からかなあ■2.仮決定/本決定おまかせ〜■3.やりたいこと/やりたくないことねること/ねないこと■4.自己紹介ふわあ...ねないで仕事してる..ある...びん..だ.(スヤア
プロローグ,老人モーリッツ,霊能者,■1.コアタイム昼と深夜じゃな■2.仮決定/本決定22:45/23:15■3.やりたいこと/やりたくないことみんな楽しく！じゃ■4.自己紹介この村の平和はわしが守る！まだまだ若いもんには負けんぞい！
プロローグ,少女リーザ,人狼,巨人なんて駆逐してやるのー
プロローグ,パン屋オットー,村人,パン！
プロローグ,老人モーリッツ,霊能者,おお、続々とくるのこれはフルメンいけそうじゃの
プロローグ,少女リーザ,人狼,そんちょさん議題ありがとなのー■1.不定期なの。更新前後はいられると思うけど、いられない時はなるべく事前にお知らせするのー■2.１時間前/30分前■3.わいわいしたいの/暴言とかはいやなの■4.巨人はリーザが駆逐してやるから安心するのー
プロローグ,少女リーザ,人狼,フルメンいけそうだねー楽しみなの！
プロローグ,村娘パメラ,人狼,ナレーション「その日　人類は思い出した　ヤツらに支配されていた恐怖を…　小村の中に囚われていた屈辱を…
プロローグ,シスターフリーデル,村人,■1.夕方～夜■2.22:45/23:15■3.皆で楽しくできれば十分！■4.お祈りと勉学に励むシスターです鳩からが多いので発言少なくならないよう気をつけますね～
プロローグ,負傷兵シモン,狂人,議題回答コアタイム不定期仮本決定は60/30分前突然死はいやだー。フルメン！フルメン！！
プロローグ,村娘パメラ,人狼,村長、議題THANX！■1.不定期　どちらかというと夜行性■2.22:45/23:15■3.全力で楽しむ！＆墓下でも考察ができるといいな♪（なので墓下COはナシ希望だYO！）やりたくないことは、みんなの体調を崩すようなコト！■4.巨人ネタは【にわか勢CO】どちらの陣営になっても、全力で頑張るYO！
プロローグ,木こりトーマス,人狼,■1.朝と夕方。早寝なので21時くらいが限界。■2.お任せ。上述のように早寝なので決定時に居ないかもしれんので、意思表示は早めにしていきます。■3.楽しくやれればそれでよし。■4.ちな虎。
プロローグ,村娘パメラ,人狼,あれ、いつの間にか張り紙がされてるね。なになに…記号・●：占い第一希望　○：占い第二希望・▼：吊り第一希望　▽：吊り第二希望・■：議題　□：ネタ議題　・【　】：…宣言や決定等、強調したい発言。・［ ］：RP上の食べ物やアイテム、ト書に使用。・★：質問や強調したい事　☆：回答
プロローグ,村娘パメラ,人狼,略語・CO：自分が能力者であることを公表すること。・FO：フルオープンの略。初日に占い師も霊能者もCOすること。・GJ：グッドジョブの略。「良い仕事」的意味。狩人の護衛成功などに使う。・LW：ラストウルフの略。最後に残る人狼のこと。・GS：グレースケールの略。自分以外の灰を、白っぽい（村人っぽい）人から黒っぽい（人狼っぽい）人まで順に並べたもの。
プロローグ,村娘パメラ,人狼,・SG：スケープゴードの略。狼の代わりに吊られる村人の意。・RP：ロールプレイの略。ペルソナ用語・アンカー：日付・時刻を用いて発言を引用すること。>>1　とか、1d01:15　など・黒即白３：占い結果が黒ならすぐに白なら夜明け３分後に発表する方法。　黒１白３は結果が黒なら1分後、白なら3分後に発表すること。・灰：能力者COしておらず、人間とも人狼とも判別されていない人物のこと。
プロローグ,老人モーリッツ,霊能者,ちな星パメラはサンクスじゃ
プロローグ,村娘パメラ,人狼,・ライン：狼同士のつながり。・鳩：携帯電話またはスマホの事。・箱：パソコンのこと。・ベーグル、ベグる:人狼が真贋不明の占い師候補の片方を噛む戦術のこと。他に分からない事がありましたらこちらへどうぞ→http://wolfbbs.jp/FrontPage.htm…だってYO。（G1375村から飛んできた張り紙です）
プロローグ,神父ジムゾン,村人,■1.コアタイム：護符制作に忙しいのです。21時以降の参加になるでしょう。昼間は時間ができた時に覗く程度かと。■2.仮決定/本決定：22時以降でしたら。■3.やりたいこと/やりたくないこと：酒飲みた…あ、いえ人狼ですよね、はい。倒しましょう倒しましょう。■4.自己紹介：信じる者は救われるのです。はい、ジムソンです。
プロローグ,神父ジムゾン,村人,おお、パメラさんありがとうございます。
プロローグ,旅人ニコラス,狩人,ひと、増えてる。うれしい。びっくめんヴァルター議題ありがと。巨人か、巨人なのか。パメラも張り紙ありがと。■1.コアタイム21:00~。お昼もちょくちょく見てる。■2.仮決定/本決定22:45/23:15。22:30/23:00でもおっけー。■3.やりたいこと/やりたくないことみんなでたのしく。■4.自己紹介ほんとは、おしゃべり(訳:既にRP剥がれそう)
プロローグ,少女リーザ,人狼,パメねぇありがとなの！>>28>>32私はちなヤク（にわかだけど）セファンが多くてびっくりなのですー
プロローグ,シスターフリーデル,村人,パメラさんありがとうそして私も、巨人ネタは【にわか勢CO】主題歌は大好きなのでよく歌いますけれどねっ
プロローグ,少女リーザ,人狼,あっ、木こりさんのネタは、たぶん、進撃の巨人をプロ野球球団の巨人とかけて阪神ファンアピールをしたものなのそれにおじいちゃんとリーザが乗っかった形なの（...だよね？）進撃の巨人はリーザもにわかなのー全部にわかなのー！
プロローグ,旅人ニコラス,狩人,んー。ネタ満載村、たのしい。話ぶった切るけど、黒即白3って何が効果的なの？偽黒出しづらいってなぜ？知ってる人いたら、教えてー
プロローグ,老人モーリッツ,霊能者,旅>>40狂人が占に出とる場合は、狂人には相手が黒か白かわからんから確黒させちゃう恐れがあるじゃろ？時間を指定しなかったり白出しを先の時間にしちゃうと、対抗の真占が白出したのを見てから安心して偽黒出すとかができるんじゃ
プロローグ,行商人アルビン,占い師,すやあ..ありがとうパメラ僕も巨人ネタは【にわかCO】させてもらうよ..大丈夫さ..人狼なんているわけないじゃん。
プロローグ,村娘パメラ,人狼,｡oO（こんなに感謝されたら、言えない…推薦図書の最初のページ（初村ログ）からコピペしたとか、言えない…
プロローグ,老人モーリッツ,霊能者,まあわし的には３分同時の方がわかりやすくて好きじゃけどね占が秒数合わせての同時出しに自信ないとかの場合は黒１白３でもええと思うが、まあまとめ役の好みじゃの娘>>43コピペする手間へのお礼じゃからええんじゃよ。ほっほっほ
プロローグ,シスターフリーデル,村人,大丈夫ですよ～ここまで持ってきてくださった、そのお心遣いに対する感謝なのですよ～あっという間に人が集まりましたね～開始が待ち遠しいです
プロローグ,旅人ニコラス,狩人,>>44老そか！全員同時しか経験したことなかったからなんか違いあるのかな？て不思議だった。じーちゃんありがと。
プロローグ,旅人ニコラス,狩人,あとふーたり！フルメン期待。ゲルトと一緒に壁の上で昼寝する。また夜来る。
プロローグ,村長ヴァルター,村人,あたつくおんたいたん？はて、なんのことかのぉ？ワシゃびっぐふらんきーでびっぐふっとなびっぐめんだぞえ。なんでもびっぐな方がよいのじゃぞ。ぱめ子や、小さき身ながらよくやりおるのぉ！感謝するぞい！
プロローグ,農夫ヤコブ,村人,じゃがいも じゃがいも
プロローグ,村娘パメラ,人狼,ぽっぽー。鳩の調教中ー。って…あら？ヤコブさん？いい大きさの芋ね。少しもらっていいかしら？[数分後…]そろそろお腹も空く頃だし、皆で食べYO♪つ[蒸かした芋]
