プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,宿屋の女主人レジーナ,村人,いやだわゲルトったら今はあなた一人よ。うふふ。
プロローグ,行商人アルビン,村人,行商で大切なのは脚ですからね、スクワットは日課です。…ﾌﾝｯﾌﾝｯ人狼の噂？もし居たとしても蹴り倒してやりますよ。あっ、ゲルトに当たったごめん！
プロローグ,羊飼いカタリナ,狩人,ｽﾝｽﾝｽｽｰﾝ
プロローグ,青年ヨアヒム,村人,やっほー
プロローグ,司書クララ,村人,恐ろしい 人狼のいる村なんて お先 まっくらら…
プロローグ,司書クララ,村人,クララの眼鏡 左目は可視光線を 通さない眼には見えないモノが 見えるの 左半分だけ
プロローグ,司書クララ,村人,クララは 速読だわ右ページは 右目で読むの左ページは 心の目で読んじゃうわ
プロローグ,少女リーザ,狂人,おはよーございまーす
プロローグ,少女リーザ,狂人,今日も鳩さんの調子は良さそうね
プロローグ,少女リーザ,狂人,恐ろしい事にこんななりでも20歳以上なの、お酒も飲めるし仕事もするわ。 今日も隣村でお仕事です。
プロローグ,行商人アルビン,村人,私の上腕二頭筋も良い調子です。ところで私、行商ついでにお嫁さん…もといマッスルパートナーを探しているのですが皆さんどうです？私と一緒にまずは引き締まった腹筋を手に入れましょう。
プロローグ,羊飼いカタリナ,狩人,行商人さんのお嫁さんにはなれないけど、羊なら貸してあげられるよ。背中に乗っけて腕立て伏せ頑張れ！あ、良かったらスクワットする時にボクが肩に乗ってあげようか。鍛えられるかもー。
プロローグ,旅人ニコラス,村人,旅の者です。数日ここに泊めてください。
プロローグ,神父ジムゾン,人狼,だりーなぁ…[...はｲｸｼｯ　っつぁー！風邪気味なんだっつの]
プロローグ,神父ジムゾン,人狼,てきとーにプロ議題とか答えたらいいんじゃねの？■不定期　コア前後にはいる■仮2110　本2140　か？まぁ合わせられると思うが、日によっちゃ希望出しがギリギリかもな■特にこれといっては。ギスギスしなきゃなんでもいい■○っぱい大好き神父だ。とりあえず皆風邪には注意しろ！ｲｸｼｯ
プロローグ,宿屋の女主人レジーナ,村人,皆様ごきげんよう。にぎやかになって来ましたわね。よかったらこれを召し上がってくださいな。⊃[フランスパン][ナヴァラン][コンポタージュ]
プロローグ,神父ジムゾン,人狼,おう、レジーナか。なんか風邪に効くやつくれ。特に鼻かぜに効くやつ。下を向いたら垂れるんだやばいはやくなんとかしないと
プロローグ,神父ジムゾン,人狼,鼻のかみすぎで鼻血が出る始末！！！！！！！！！！！！！
プロローグ,宿屋の女主人レジーナ,村人,アルビンさん　室内でのトレーニングはかまわないのですが、この宿は築１２０年のボロ…伝統ある建物ですの。壁など壊さないようにおねがいいたしますわね。もし壊したら…村長が泣きますわよ♪
プロローグ,宿屋の女主人レジーナ,村人,あら神父さんこまったわ…バッ〇ァリンしかないの鼻水に効くのかしら？つ　[バッ〇ァリン][テッシュ]
プロローグ,ならず者ディーター,村人,厭邪気来迎　火車遇々
プロローグ,宿屋の女主人レジーナ,村人,旅人さん　何日でもゆっくりしてくださいね。壁の隙間から風が吹いてきてもきっと大丈夫よね。忘れそうなのでプロ議題先に答えるわ。■　不定期よ。更新前にいないってことは無いわ。■　おまかせするわ。■　私もギスギスはいやだわ。■　ボロ宿の女主人レジーナよ。（いっそ人狼さん宿を全壊させてくれないかしら。そうすれば村長から…)
プロローグ,行商人アルビン,村人,おお、カタリナさんありがとうございます。それにしてもなかなか商品価値の高そ…よく手入れされた羊ですね。これなら気持ちよく腕立て伏せができそうです。む、なんとカタリナさんが乗ってくださるのですか。それならば今日は1日スクワットといきましょうかー。議題は後ほど
プロローグ,宿屋の女主人レジーナ,村人,こんんいちわ。ディータごめんなさい。なに言ってるか読めないわ。とりあえずこれよね…⊃[ウィスキー][焼酎][日本酒][ワイン][ビール]よかったらリーザさんも飲んでくださいね♪
プロローグ,司書クララ,村人,ディーターはジャキーン ホワチャー オレ ディーターとカンフー語で 話掛けているに違いないですわ
プロローグ,ならず者ディーター,村人,■不定期■おまかせ■おまかせ■国籍不明のなぞの人とか思われないように一応答えとくぜっ
プロローグ,ならず者ディーター,村人,なぞのカンフー語はぐぐればわかるが、ゲーム本線には全く関係ないからきにしなくてもいいぜっ
プロローグ,シスターフリーデル,村人,みなさん、ごきげんよう。
プロローグ,負傷兵シモン,占い師,ちょっと休ませてもらえるか？
