プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,旅人ニコラス,村人,地球最後の村と聞いて
プロローグ,ならず者ディーター,村人,地球最後の村だぁ？なら人狼に食いつぶされちゃいけねぇ！俺がフリーデルちゃんとクララちゃんとアダムとイブの様に人類を繁栄させていくのさ…！
プロローグ,ならず者ディーター,村人,俺以外の男は…maybe…almost…mustで噛まれちまうかもだが、まあ少々の犠牲はつきものだ！安心して逝ってくれ！！
プロローグ,旅人ニコラス,村人,（ディーターと同レベルの思考回路してたなんて口が裂けても言えない……）
プロローグ,ならず者ディーター,村人,なんだとぅ？対抗把握だ！
プロローグ,神父ジムゾン,村人,イエスが宮から出て行こうとしておられると、弟子たちは近寄ってきて、宮の建物にイエスの注意を促した。そこでイエスは彼らにむかって言われた、「あなたがたは、これらすべてのものを見ないか。よく言っておく。その石一つでもくずされずに、そこに他の石の上に残ることもなくなるであろう」。
プロローグ,神父ジムゾン,村人,またオリブ山ですわっておられると、弟子たちが、ひそかにみもとにきて言った、「どうぞお話しください。いつ、そんなことが起るのでしょうか。あなたがまたおいでになる時や、世の終りには、どんな前兆がありますか」。そこでイエスは答えて言われた、「人に惑わされないように気をつけなさい。 多くの者がわたしの名を名のって現れ、自分がキリストだと言って、多くの人を惑わすであろう。
プロローグ,神父ジムゾン,村人,また、戦争と戦争のうわさとを聞くであろう。注意していなさい、あわててはいけない。それは起らねばならないが、まだ終りではない。民は民に、国は国に敵対して立ち上がるであろう。またあちこちに、ききんが起り、また地震があるであろう。しかし、すべてこれらは産みの苦しみの初めである。そのとき人々は、あなたがたを苦しみにあわせ、また殺すであろう。またあなたがたは、わたしの名のゆえにすべての民に憎まれるであろう。
プロローグ,神父ジムゾン,村人,そのとき、多くの人がつまずき、また互に裏切り、憎み合うであろう。また多くのにせ預言者が起って、多くの人を惑わすであろう。また不法がはびこるので、多くの人の愛が冷えるであろう。しかし、最後まで耐え忍ぶ者は救われる。そしてこの御国の福音は、すべての民に対してあかしをするために、全世界に宣べ伝えられるであろう。そしてそれから最後が来るのである。
プロローグ,神父ジムゾン,村人,終末の時は来ました。しかし恐れてはなりません。私たちの救い主、主イエスは今も生きておられ、私たちと共に歩んでくださっています。それを皆さんと分かち合うことができればと思います。これからの御言葉の時が、皆様にとって主イエス・キリストとの出会いの場となることを祈ります。
プロローグ,羊飼いカタリナ,人狼,めえ。
プロローグ,羊飼いカタリナ,人狼,予言するめえ。今日この村は始ま
プロローグ,神父ジムゾン,村人,ゲルトさん、ニコラスさん、ディータさん、カタリナさん。ご同村頂きありがとうございます。これも主イエスのお導きと思います。私、コアタイムは不定期ですが更新前後には居られるように努力します。万一寝落ちたら申し訳ありません。羊>>13今日始まるといいですね。フルメンになるとなお喜ばしいです。多くの方の入村をお祈りしております。
プロローグ,ならず者ディーター,村人,女子がいねぇ！！！今んとこ全釣り把握だ！！
プロローグ,神父ジムゾン,村人,者>>15なにをおっしゃいます、カタリナさんが見えないんですか？わたしはまた、新しい天と新しい地とを見た。先の天と地とは消え去り、海もなくなってしまった。また、聖なる都、新しいエルサレムが、夫のために着飾った花嫁のように用意をととのえて、神のもとを出て、天から下って来るのを見た。また、御座から大きな声が叫ぶのを聞いた、
プロローグ,神父ジムゾン,村人,「見よ、神の幕屋が人と共にあり、神が人と共に住み、人は神の民となり、神自ら人と共にいまして、人の目から涙を全くぬぐいとって下さる。もはや、死もなく、悲しみも、叫びも、痛みもない。先のものが、すでに過ぎ去ったからである」。すると、御座にいますかたが言われた、「見よ、わたしはすべてのものを新たにする」。また言われた、「書きしるせ。これらの言葉は、信ずべきであり、まことである」。
プロローグ,神父ジムゾン,村人,そして、わたしに仰せられた、「事はすでに成った。わたしは、アルパでありオメガである。初めであり終りである。かわいている者には、いのちの水の泉から価なしに飲ませよう。勝利を得る者は、これらのものを受け継ぐであろう。わたしは彼の神となり、彼はわたしの子となる。しかし、おくびょうな者、信じない者、忌むべき者、人殺し、姦淫を行う者、まじないをする者、偶像を拝む者、すべて偽りを言う者には、
プロローグ,神父ジムゾン,村人,火と硫黄の燃えている池が、彼らの受くべき報いである。これが第二の死である」。皆さまが主イエスとともに過ごされることを。そして主イエスの大いなる愛が皆さまに注がれることを。アーメン。
プロローグ,神父ジムゾン,村人,女子が増えないとディータさんが暴れてしまうので、これを見ているかわいい女の子の入村をお願いします。特にフリーデルさんとクララさん(者>>3)。なお、ディータさんがセクハラに走るようなら真っ先に吊ってしまうのでご安心ください。それでは神父はちょっくら離席します。今日始まることを祈っています。**
プロローグ,ならず者ディーター,村人,カタリナちゃん女の子なの？ふふふ俺は紳士だから大丈夫だよ？ゲームが始まれば真面目にやるぜ？女の子といえども噛み殺される性癖はないんでな！
プロローグ,司書クララ,占い師,お呼びですかー？
プロローグ,ならず者ディーター,村人,あぁ！麗しの天使！君を待っていたよベイビー♪
プロローグ,司書クララ,占い師,天使かどうかは分かりませんよー（冷笑
プロローグ,シスターフリーデル,狂人,お呼びですかー？
プロローグ,ならず者ディーター,村人,あぁ！お待ちしていたよ森の精霊ちゃん！君を待っていたんだ！なんて儚いんだ…
プロローグ,シスターフリーデル,狂人,ちょっとディーターさんが何を言っているのか全く理解できませんので、どなたか翻訳をよろしくお願い致します。
プロローグ,負傷兵シモン,村人,すまん…ディーター語は分からん…とりあえず翻訳機持ってこれば、ディーターの言いたいこと、意味が分かるだろ　誰か翻訳機持ってこいよ。
プロローグ,老人モーリッツ,霊能者,お呼びかのう？
プロローグ,木こりトーマス,人狼,俺はきっと呼ばれてないな！ 
プロローグ,神父ジムゾン,村人,クララさん、フリーデルさん、シモンさん、モーリッツさん、ようこそお越し下さいました。これで本日開始確定でしょうか。１０人だとちょっと寂しいので、さらなるご参加をお待ちしております。この村に参加された皆さま、観戦している皆さまに神の恵みのあらんことを。
プロローグ,神父ジムゾン,村人,トーマスさんに挨拶するのを忘れていました。申し訳ありません。神父は敬虔なるクリスチャンですので誰でも分け隔てなく歓迎いたします。トーマスさんもぜひこの村でのゲームをお楽しみください。
プロローグ,ならず者ディーター,村人,野郎ども！人狼を駆逐するぞ！その後で首吊ってくれや！ハッハ！
プロローグ,ならず者ディーター,村人,とまぁ、人も集まってきたところで、テンプレではあるが議題落としとくぜ。楽しい村にしようぜ■1.コアタイム■2.仮/本決定■3.やりたいこと/やりたくないこと■4.好きな異性のタイプ(or自己紹介)
プロローグ,ならず者ディーター,村人,■1.割とバラバラ(火金は夕方から更新1時間前くらいまで忙しいかも)■2.1時間前くらいに本指定かな？仮は任せる■3.狩人、騎士は素で言い間違える癖があるのでそこでは要素取らないでほしいな。■4.生きとし生ける全ての女の子にアーメン。
プロローグ,シスターフリーデル,狂人,では私も。■1.コアタイム大体いつでも居ますけど、大体喉無いです。■2.仮/本決定いつでもいいですよ。■3.やりたいこと/やりたくないことテンプレですねぇ。■4.嫌いな異性のタイプディーターさん。
プロローグ,神父ジムゾン,村人,ディータさん、プロ議題ありがとうございます。■1.不定期です。更新前後は居られるように努力しますが、寝落ちたら申し訳ありません。■2.仮:１時間前、本:３０分前が無難でしょうか。■3.主の愛を皆さまに届けたいです/流行病には気をつけましょう。■4.内面の美しい女性です。それがあれば他にはなにもいりません(但し巨乳に限る)。
プロローグ,神父ジムゾン,村人,それでは皆さま、神父はまたまた離席します。夜明け前に顔を出せるかどうかは不明ですが、よろしくお願いします。**
プロローグ,旅人ニコラス,村人,■1.コアタイム特にないです■2.仮/本決定まとめに一任■3.やりたいこと/やりたくないこと最終日まで凸無く完走/来月回ってくるマンションの理事■4.好きな異性のタイプ村を勝利に導いてくれる人
プロローグ,老人モーリッツ,霊能者,ほっほっほ。ディー議題ありがとの。■1.基本夜じゃの。■2.無難に0.5h/1hかの。■3.楽しく/寄り合いでの一発芸■4.夜中に呼んだらきてくれる女子高生かの。
プロローグ,老人モーリッツ,霊能者,さて、ばーさんのご飯でも食べてくるかの。ばーさんの手料理はうまいんじゃ。隠し味にくっくどーなるものを使っとるらしいんじゃがあれが本当に効いとる。美味しいんじゃよな。
プロローグ,司書クララ,占い師,議題ありがとうございます。■1.不定期。更新周りは必ずいます。■2.お任せします。■3.楽しく一生懸命/煽りはされるのはもちろん、見るのも嫌なものです。■4.優しく余裕のある方。ではまた。人数が増えるといいですね。
プロローグ,宿屋の女主人レジーナ,村人,やぁやぁ！みんな待たせたかねぇ？村一の美人女将、レジーナ様の登場だよ！
プロローグ,ならず者ディーター,村人,フリーデルちゃんに嫌われてやがるぜ！Fooooo!!!案外嫌われてたくらいの方から恋愛にいきやすいとかあるしなー！！イェーー！！
プロローグ,シスターフリーデル,狂人,あらあらまぁまぁ。ではお誘いを楽しみにしてますね。
プロローグ,シスターフリーデル,狂人,後2時間程で夜明けですよー。悩んでいる方やずさー考えてる方、さぁさぁおいでおいで。
プロローグ,少女リーザ,狩人,リデルねーちゃんはボクのものだい！！
プロローグ,パン屋オットー,人狼,おっとっと
プロローグ,パン屋オットー,人狼,トレーに山盛りのパンを乗せてみなさんに差し入れしようとしたのですが、扉のかどに足をぶつけてしまって危うく転ぶところでした…あ、パンは無事なのでご安心くださーい！パンが床についたのを見た？やだなぁお客さん、幻覚でも見たんじゃないですか？[ほこりまみれのクロワッサン][足跡のついた食パン][手型のついたメロンパン][髪の毛がたくさんついたラスク]
プロローグ,パン屋オットー,人狼,■1.不定期ですかね。更新前後で発言できないことがあるかもしれないけど投票先とかは確認できるはずでーす■2.おまかせします。特に問題のある人がいなければ1時間前/30分前とかでいいと思いますよ。■3.僕のパンを美味しく食べていただくこと…でしょうか/風評被害は嫌ですね■4.僕はまだ恋をしたことがないのですが、このフランスパン型抱き枕のように僕を優しく受け入れてくれる人…でしょうか。
プロローグ,行商人アルビン,村人,あてもなく行商をしてきましたが、とうとうこの村で最後になりそうですはー…にしても、宿があってよかった。遠かったんですよ、ここ。もうへとへとで…しばらくのんびりさせていただきますね
プロローグ,行商人アルビン,村人,と、いうことでずさってみたのですが、もしかして誰もいない感じでしょうかね？最後の村で、僕一人…これが究極の孤独ってやつなのでしょうか
プロローグ,司書クララ,占い師,人が集まってきましたね。よきかな。よきかな。後もう一息！ずさーっ待ってますよ！
プロローグ,シスターフリーデル,狂人,ずさー
プロローグ,司書クララ,占い師,リデルさんｗ
プロローグ,シスターフリーデル,狂人,(ω･？
プロローグ,行商人アルビン,村人,必要そうな議題だけ答えておくとー…コアは基本夜ですけど、ちょくちょく鳩から覗くことは可能です箱…というか板、って感じですが、そこからの発言は21時以降かな決定時間は適宜決めていく感じでいいでしょう人いたみたいですね。改めてよろしくお願いします僕みたいなずさ勢がたくさんきてフルメンになっても…いいのよ？
プロローグ,行商人アルビン,村人,ずさー！
プロローグ,宿屋の女主人レジーナ,村人,すまないねえ、シーツを洗ってたのさ。■1.夜間（２３時以降～寝るまで）昼は時々。■2.任せるよ■3.面白い戦いにしたいねぇ。■4.世界一美しいあたしに釣り合う男なんてそうそういないさね。
プロローグ,司書クララ,占い師,いや、ずさーっは新しく村に来てくれる人にしてほしいわけでっ。いやリデルさんもアルビンさんもいてくれて嬉しいんですよっ。というわけで、私もやっておきます。ずさーっ！
プロローグ,シスターフリーデル,狂人,えへへー
1日目,楽天家ゲルト,村人,ふぁーあ……ねむいな……寝てていい？
1日目,行商人アルビン,村人,人狼騒ぎ？村に来たばっかなのにいきなりなんの話でしょうか？うー落ち着いて休みたいのに…【非占】は回しますね
