プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,シスターフリーデル,村人,一番乗りですわ！
プロローグ,シスターフリーデル,村人,ゲルトさんが先にいらっしゃいましたわ…。
プロローグ,青年ヨアヒム,人狼,二番乗りだね！
プロローグ,青年ヨアヒム,人狼,ゲルトのこと、忘れてた訳じゃないよ、うん…。
プロローグ,旅人ニコラス,人狼,ん、三番乗りお邪魔するよ。…何、ゲルト？…え、皆に存在を忘れられているかもしれない？いやそんなまさか、アッハッハ！
プロローグ,少女リーザ,村人,4番目はリーザがとーった！あれっでもここには5人いるの…？えっと…？
プロローグ,シスターフリーデル,村人,ゲルトさんが不憫ですわ。ふふ。みなさんこんばんは。順調に集まっていますね！
プロローグ,シスターフリーデル,村人,勢いが止まってしまいましたわ…。今日始まらないでしょうか…？ねむい
プロローグ,行商人アルビン,村人,やあやあこんばんは。少しお邪魔させて貰いますよ。私が５人目かな？うん、そうだね。５人目だ。
プロローグ,シスターフリーデル,村人,こんなものを拾ってきましたわ。よかったら回答してくださいね。■1. コアタイム■2. 仮決定／本決定■3. やりたい／やりたくない□4. 自己紹介
プロローグ,シスターフリーデル,村人,■1. 夜■2. みなさんにあわせます。■3. まじめにたのしく/突然死□4. 一番乗りしたフリーデルですわ。え、ゲル・・？
プロローグ,シスターフリーデル,村人,夜は明けそうにないですね。眠いですわ･･･。
プロローグ,仕立て屋エルナ,人狼,こんばんは。6番目かしら。今夜は冷えるねぇ。
プロローグ,羊飼いカタリナ,村人,えっと…7番目…ですか？……あ、ゲルトさん…ごめんなさい…。
プロローグ,羊飼いカタリナ,村人,皆さん…よろしくお願いします……。私…自分の意見を…話すの…苦手…で…。うちの…羊たちと…力を合わせて……お役に立てるよう…頑張ります…。≪メェ〜。メリーの言葉を伝えます…。『私メリーさん。カタリナの後ろにいるの。めんどくさいご主人でごめんね！羊の私たちがサポートするので、よろしくね〜！』
プロローグ,羊飼いカタリナ,村人,≪メェ〜。メーコの言葉を伝えます…。『リデルさん、議題ありがとうございます。■1. 不定期、夜がメインです。■2. あまり遅すぎると寝落ちが怖いですよね。23時前後ぐらいかしら。■3. 皆さんと楽しく／突然死、自吊発言はダメ絶対□4. 私たち羊にとっても狼は天敵！カタリナと一緒にがんばります。』
