プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,神父ジムゾン,村人,おはようございます。人狼、ですか。噂が本当ならば悲しいことですね。
プロローグ,神父ジムゾン,村人,神は皆に聞きたいことがある、とおっしゃっております。（…決して他の村から拝借なんてしておりませんよ。）■1. コアタイム■2. 仮/本決定希望時間■3. やりたいこと/やりたくないこと■4. 自己紹介、アピールなど
プロローグ,旅人ニコラス,占い師,おはようございますゲルトさん。人狼ですか？ワイルドな方の例えでしょうか。私、悲しい位によく「頼りない」って言われるので、少し憧れますね。え？自分を「俺」って言って、語尾に「だぜ」を付けると良い？んー、解りました、やってみますだぜ。（席確保、発言は夕方以降になります）
プロローグ,旅人ニコラス,占い師,神父様もおはようございます、だぜ。お、俺はニコラスって言います。神様のご質問には失礼の無いように、考えてからお答えしますね、だぜ。
プロローグ,青年ヨアヒム,狩人,みんなおはよう。人狼？なんか変な噂が流れてるんだね。まあ大丈夫でしょ。
プロローグ,青年ヨアヒム,狩人,神様への回答っと。■1. 基本21-25かな？昼は不定期■2. 1時間前/30分前とか？任せます■3. 凸死はやだな。まったり和やかにやりたいな。■4. みんな仲良くやろうよ。早く女の子来ないかなー。神父さんありがと。これからも神様の声を届けてくれると嬉しいな。ニコ初めまして。（ワイルドなのかただの変な人なのか微妙なしゃべり方だな。）この村良いとこだからゆっくりすると良いよ。
プロローグ,司書クララ,狂人,…ここは…？ふむ。成功したのか。しかしまだまだ不安が残るのでここではデータを集めさせてもらおうかな。細かいことは後でまたな。
プロローグ,行商人アルビン,人狼,ここはいったい、、、人狼?ですかそれが本当なら儲けのチャンスですね人狼の毛皮に、人狼の牙適当な人狼グッズにあまり効果のない人狼除け御札 、、、ふふふ
プロローグ,村長ヴァルター,村人,わしの村に人狼だと！？よからぬ商売をたくらむ輩も居るらしい皆の協力をよろしくたのむぞ神の議題回答は後で
プロローグ,シスターフリーデル,村人,人狼…？お酒の銘柄か何かでしょうか？
