プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,旅人ニコラス,村人,はじめまして、人狼なんて本当にいるんでしょうか…
プロローグ,神父ジムゾン,霊能者,オッス！旅人いらっしゃい。こんな辺鄙な村に人狼なんていねぇよ、たぶん。
プロローグ,神父ジムゾン,霊能者,隣村からアンケートもらってきたぞ。追加とかしたかったら、遠慮せず加えてくれていいからな！■1.コアタイム■2.仮/本決定時間■3.やりたいこと/やりたくないこと□4.自己紹介
プロローグ,神父ジムゾン,霊能者,■1.23時以降だな。朝昼は日によっては顔出せるかも。■2.仮00:45/本01:15■3.楽しく過ごせるんなら、特にやりたいことはねぇかな。/暴言レベルのキツい言い争いは見たくねぇな。俺も気を付けるようにはするよ。□4.そこの教会で神父やってるジムゾンだ。口が悪いとたまに言われるが、これでも信仰心はあついほうなんだぜ。
プロローグ,神父ジムゾン,霊能者,さてと、じゃあ俺はミサの準備をしに行くとするか。ところで、『消え行く村』って何が消えて行くんだ？思い当たる節は……ハッ？！いや、ま、まさかな……。oO(まさか、俺の髪とか言わないだろうなぁ……)[...はしょんぼりしながら教会に向かっていった]
プロローグ,老人モーリッツ,狩人,昼ごはんはまだかの？まさかとは思うが、食い物が消え行く村とかかの？今はそれが一番恐ろしいことじゃ。髪の毛じゃったらワシの髪はとうの昔に去っておるから恐れる必要は感じないのじゃ。見慣れぬ旅の方、ようこそこんな村に。口は悪いが人の良いであろう神父どのは、どうせなら皆のためになにか作ってくれると嬉しいのう。何もしなくても腹は減るものじゃ。
プロローグ,神父ジムゾン,霊能者,老>>7 モリ爺お久！い、いや、そりゃ髪はいつかは消えるものかもしれんけどなぁ……(落胆そか、飯がまだ出てないんだな。簡単なものだが取り急ぎ作ったものを出しとくな。つ[チキンソテー][グリーンサラダ][粉ふきいも]神>>4のアンケートに勝手に追加□5.今日のご飯
プロローグ,少年ペーター,村人,こんにちわ、ここにきたらご飯が食べれるってきいてきたよ。あさ起きたらおかーさんがいないんだもん、もうおなかすいたよ。神父さま>>8たべていい？
プロローグ,老人モーリッツ,狩人,神父どのプロ議題に感謝なのじゃ。食べ物にも重ね重ね感謝なのじゃ。■1.参加時間は夜遅くが基本じゃ。今日のように覗けるときもあるが、いつもというわけではないの。■2.仮0100 本0130くらいだとありがたいの。■3.余生を楽しく過ごしたいくらいじゃの。(特に気にせんよ)□4.見ての通りのじじいじゃよ。むかーしは村長やっとったが、楽隠居しておるよ。□5.今夜は金目鯛の煮付けが良いのぉ。
