プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,青年ヨアヒム,人狼,ダウト。僕は知っている、君が昨日の夜に毛むくじゃらになって村中を徘徊していたことを･･････････････････え？何？毛皮？マジで？あー、うん。本当だ。････じゃあ、人狼なんていないということで。うん。ホントにみんな大げさなんだからｗ
プロローグ,宿屋の女主人レジーナ,占い師,あんた達、こんな所で何油売ってんのさ！ほらほら暇ならさっさと働きな！いくらツケがたまってると思うんだい！？
プロローグ,旅人ニコラス,村人,[ニコラスはダイヤル１・１・０を回した。]もしもし。警察ですか？え！？ゲルトさん！！？『事件ですか？事故ですか？』あ、あの、えっと…。（しまった！とりあえず入村するために電話かけたとは言えない！）
プロローグ,旅人ニコラス,村人,じ、事件です！犯行予告がありました！—悲しみの村で村人が毎晩一人殺される。これは人狼の仕業だ。あきらめろ。人間にはどうにもできない。—これは、きっと人狼の皮をかぶった殺人犯のメッセージです！『わかりました。詳しいことをお聞きしたいので、悲しみの村までおいで下さい。』[ニコラスはそれからすぐに悲しみの村へ向かった。]
プロローグ,宿屋の女主人レジーナ,占い師,ついでに、時間がある奴はこのアンケートに答えてもらおうかね。■1.参加時間■2.仮・本決定希望時間■3.作戦について■4.自己紹介
プロローグ,旅人ニコラス,村人,アンケート～。■１．基本20:00～（昼は覗くくらい）■２．仮21:00・本21:30希望■３．作戦はなんでもＯＫ■４．今からこのアンケート送っても間に合わない？じゃあ持参するか。
プロローグ,宿屋の女主人レジーナ,占い師,おや、旅人さんいらっしゃい。金さえ払ってくれれば誰でも歓迎するよ。ちょっとおばさん仕事があるから、アンケートの回答例は後で記入しておくよ。
プロローグ,負傷兵シモン,村人,この情けネェなりだが、なんとかクニに帰れると思ったら、この騒ぎかい。まいったぜ･･･
プロローグ,パン屋オットー,狩人,マジカル☆オットー☆シェフ
プロローグ,負傷兵シモン,村人,悪いが体の調子が充分じゃねぇんで、少しばかり上で休ませてもらうぜ。夜には下へ降りてくるから。回答もその時出させてもらうよ。しかし、こんな体になっちまって情けネェぜ。
プロローグ,村娘パメラ,霊能者,こんにちわ。泣き女パメラよ。今日もいい悲しみ日和ね。うう…暑さのあまり目から汗が。
プロローグ,村娘パメラ,霊能者,■1.たぶん夜がコアよ。■2.仮２１、本２１：３０ぐらいかな。■3.特に思いつかないわね。■4.悲しいわ。玉ねぎの皮をむいた程度に。
プロローグ,神父ジムゾン,狂人,よーし、出席とるぞー。ゲルトー。ゲルトー？いないのかー？またサボリか。仕方ないやつだな。
プロローグ,神父ジムゾン,狂人,■1.夜と午前中だな。■2.仮２１：００本２１：３０で良いだろう。■3.はて？特に思いつかないが。■4.えーっと、出席とる人だ。
プロローグ,村娘パメラ,霊能者,あら？事務の先生ね。ゲルトならそこで熱中症でダウンしてるわよ。夕べ何を考えたか着ぐるみを着て徘徊してたらしいわ。それじゃ、私はしばらくそこらへんを泣いてまわってくるわ。ぐすっ…ぐすっ…よよよ…
プロローグ,宿屋の女主人レジーナ,占い師,ふう、やっと時間が取れたよ。アンケートはこんな風に回答しておくれよ。■1.おばさん忙しいから不定期になるねぇ。まあでも、20時～基準時過ぎ位までは必ず顔を出すからね。■2.仮21:00　本21:30くらいかね。■3.あたしはもう年だし、小難しいことは全部若い子に任せちゃうよ。
プロローグ,宿屋の女主人レジーナ,占い師,■4.見ての通り、この宿の主人さ。きちんと金を払ってくれる客にはそれ相応のもてなしを、そうじゃない奴は働いてでも宿代を返せ、がモットーさ。さて、と。きちんと金を払ってくれる客のために、お昼ご飯作っといたからね。おばさんはまたすぐに仕事に出なきゃならないから、まあ勝手に食べておくれ。ツケがたまってる奴らは仕事が終わるまで食うんじゃないよ！つ[パエリア]
プロローグ,行商人アルビン,村人,荷物を全部山賊に奪われてしまった、悲しい
プロローグ,村長ヴァルター,人狼,ほお、今日はパエリアか。早速頂戴するよ＞女将。
プロローグ,行商人アルビン,村人,■1．夕方から夜明け頃までだと思う■2．仮2100本2220ぐらいかな■3．あまり複雑な事は苦手だよ■4．今は売れそうなものがないけど頑張るよ
プロローグ,村長ヴァルター,人狼,■1.昼鳩夜メイン、という所かな。更新時は居るさ、村長だもの。■2.仮２１、本２１：３０か、、。本音を言うと、も少し後でもいいが。毎日毎日２１時までに全員の希望が確実に出るのか、そこらがネックではあるな。■3.村としての作戦というよりは狼にお願いしたい作戦なんだが、、。どうだろう？ここはひとつ、『赤ログを使わない』というのは。何もこそこそ赤で襲撃先を吟味する事もあるまい。冷たい物でも用意するか
プロローグ,村長ヴァルター,人狼,ら村の会議室で堂々と作戦練りたまえよ。何、大丈夫。【我々は見て見ぬふりをするから】フェアに行きたい、私が願うのは只その一点だ。■4．村の羅針盤、そんちょヴァルだ。女将>>18を受けて、村の皆に重大発表がある。そんちょ、ツケ払わなきゃなもんで、【税率を上げる事にした】狼村(ろうそん)とかでも払える払い込み票送付しといたから、おのおの支払いを宜しく！
プロローグ,村長ヴァルター,人狼,さて、では離席。日陰で、れいこーでも呑みながら村の未来を憂いつつウトウトしながら税収で財布が潤うのを待つ事にしよう。所で>>99ペタには私も同意だ。
プロローグ,仕立て屋エルナ,人狼,とりあえず顔出しっあとでまたくる！
プロローグ,青年ヨアヒム,人狼,ただいまです。なんかにぎわってきました。■１．基本夜ですね。日によっては夕方もこれますけど、基本箱です。■２．仮/本：2130/2200くらいでいいんじゃないかな？■３．作戦は･･･そうだねぇ、狼の第一声ＣＯがいいと思うよ。（嘘ですｺﾞﾒﾝﾅｻｲ）■４．村のアイドル(idle)、ヨアヒムでーす。この村でidlenessといえば、私のことです。多分褒め言葉。
プロローグ,村長ヴァルター,人狼,ひょこっと。よしよし開始確定か、、。受け継がれる意志　時代のうねり　人の夢それらはとめることのできないものだ人々が人狼を求める限り
プロローグ,村娘パメラ,霊能者,しくしく…。悲しいから食欲がすすむわね。パエリアもぐもぐ。村長さんが税をあげると聞いて悲しくなったけど、そういえば無職だから税金を収めてなかったのを思い出してさらに悲しくなったわ。
