プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,負傷兵シモン,村人,ん、と。おはよ、ゲルト。そうだよなあ、噂なんかでいちいち集められてたらかなわないよ。
プロローグ,負傷兵シモン,村人,お、なんか宿帳に書いてあるな。ええと…■1.参加時間（コアタイム）■2.仮決定/本決定時間■3.やりたい作戦、やりたくない作戦■4.何か一言あれば（自己ＰＲ）なんだこれ（ひょこひょこ）
プロローグ,パン屋オットー,村人,こんにちは。噂のせいでお店を空けることになろうとは思ってもおりませんでしたよ・・・。
プロローグ,パン屋オットー,村人,議題にご回答いたしますね。■1.そうですね。平日は、日中は見られるとしてもほぼ鳩さん、しっかりと参加できるのは20時以降ですかね。　■2.仮決定21時～、本決定21時30分～がいいですね。　■3.う～ん。これはみなさまにお任せいたします。　■4.皆さまに毎食パンを皆ご提供したいです。
プロローグ,パン屋オットー,村人,次に来るときにどなたか人が増えていることを願いつつ、お昼御飯を出ししますね。それではまた後ほど。つ[シーフードピザ][サラダ] 
プロローグ,行商人アルビン,村人,こんにちはちょっと休憩したら行商に出ないといけないんだ。すまない議題には簡単に答えておくよ■1.21時～24時くらい。あとは時々顔を出すよ■2.希望は仮21時30分／本22時だよ■3.希望は無いよ。決まった作戦には協力するよ■4.安心して商売できるように早く人狼騒ぎがなくなればいいね。
プロローグ,行商人アルビン,村人,さてそろそろ出掛けるよまた夜には戻ってくるからねその時に人が集まってたらうれしいね
プロローグ,羊飼いカタリナ,人狼,皆さん、こんにちは。羊の世話があるので、議題には後で答えさせてください。
プロローグ,羊飼いカタリナ,人狼,ふぅ。　シモンさん、宿帳ありがとう。■1.20時くらいから。■2.おまかせします。■3.特に無いです、皆さんにお任せします。■4ただの羊飼いですが、村のため、羊のために頑張ります。　・・・ではまた、羊達と皆さんの集まりを待つとします……
プロローグ,パン屋オットー,村人,こんばんは。アルビンさん、カタリナさん、よろしくお願いします。また離席いたしますが、少し早目の晩御飯を置いておきます。つ[ちらしずし][ハマグリのお吸い物][菜の花のおひたし][桜餅]と[お雛様ケーキ]は食後にどうぞ。
プロローグ,木こりトーマス,占い師,[...はラクダに跨り颯爽と現れた。]ぬ。余が出向いたというのにすでに皆安らいでいるとはこれ如何に。特にそこの楽天家はなんとも言えない安らぎオーラではないか。
プロローグ,木こりトーマス,占い師,ふむ、宿帳とな。■1.難しいところだ、余は常にいるような気がする。■2.仮と本に３０分、本から夜明けに３０分あればよい■3.今話すことでもないだろうがこれは別に語ろう■4.余は木こりではない。王子だ。
プロローグ,羊飼いカタリナ,人狼,こんばんはオットーさん。そしてトーマスさん。晩御飯はもう食べちゃった…早すぎたかな？おやつに桜餅、いただきます。のび～～～ん...
プロローグ,木こりトーマス,占い師,やりたい作戦もやりたくない作戦もないのだが個人戦に関してだけは先に決めるべきだろうと余は思う。はっきり言ってどっちでもいい。はっきり言ってないとか言うのは野暮なので受け付けん。熱烈希望者と熱烈反対者がいれば反対者に味方する、という程度だな。
プロローグ,村娘パメラ,狩人,みなさまこんばんは。お天気お姉さんのパメラです。今夜から明日にかけてのお天気をお知らせいたします。午後七時現在、安らぎの村では狼注意報が出ています。外出する際には傘を持ってお出かけください。何の役にも立ちません。
プロローグ,村娘パメラ,狩人,また、安らぎながら挨拶できるのも今夜だけで、明日は狼が登場する恐れがあります。安らぎの村では疑心暗鬼が降り注ぐでしょう。洗濯物を干す際には、狼に見つかって丸呑みされないようお気をつけください。ちゃんと租借しないと消化に悪いです。以上、安らぎの村専属お天気お姉さんのパメラがお伝えいたしました。
プロローグ,村娘パメラ,狩人,■1.夜のみで、鳩で参加はしません。更新前後一時間は出来るだけ居られるようにします。■2.仮21時/本22時■3.人数によるかもしれませんが、ＦＯだと状況がわかりやすくて助かります。狩に関しては本人任せでいいかと
プロローグ,村娘パメラ,狩人,■4.みなさん。今の生活がいつまでも続くと考えないで下さい。事故や事件で明日には絶望の淵に立たされているかもしれませんよ？　今の生活に感謝してみてください。もしかしたら明日にはこの安らぎの村が、人に化けた狼に脅かされる……なんて空想みたいなことが起きるかもしれないですよ。ふふっ、冗談ですよ。狼が人に化けるわけないじゃないですか。津波が襲ってくるというほうがまだ信憑性がありますよね。
プロローグ,負傷兵シモン,村人,お、オットーごちそうさま（もぐもぐ）。この村も、ずいぶん賑やかになってきたな。
プロローグ,負傷兵シモン,村人,って、置いただけで回答してなかった、な（あわわ■１.20～23時　昼間鳩から見ることもあるが発言は難しいな■２.仮21本21時40分くらいかな　だが、皆の都合のいい時間でかまわない。■３.特になし　当面は成り行きに従う■４.人狼なんて信じちゃいないが、なんだかよくない雰囲気はあるな。安らぎの村だってのに、開戦直前の戦場みたいだ
プロローグ,木こりトーマス,占い師,（賑やか、というより物騒に、と余は思うんだが）天気予報で狼注意報が出ているのだから雰囲気怪しくなるのも必定であろう。よくわからんが半裸のシモンはエサだと余は思う。
プロローグ,負傷兵シモン,村人,皆、よろしくな。っと、王子様にこんな口のきき方はいけないか？だが、俺はこういう喋り方しかできないんでね。勘弁してくれ。パメラ、傘は役にたつこともあるぜ？人狼でなくても危険なやつにならとりあえず尖ったほうを相手に向けてまっすぐ突き出せばいい。
プロローグ,負傷兵シモン,村人,おいおい、王子様。アンタ人のこと言える格好かい？…そもそも狼は天気、なのか？ 
プロローグ,木こりトーマス,占い師,うむ、余の国は気がついたらなくなっていたから気にしなくてよい。傘の話だが、実際多くの軍隊では傘で戦えるように教育される。特殊だがジャポンの軍隊も例外ではない。（マジ）余は人狼よりも傘を持った人間のほうが怖い。
プロローグ,木こりトーマス,占い師,余は裸に見えるかもしれないが[誰にも見えない毛皮のコート]を着用している。着心地すらない逸品だ。代金で国が傾いたが。
プロローグ,負傷兵シモン,村人,（マジレスしたら負けな気もするが）王子様、アンタそれ騙されてるぞ、絶対。
プロローグ,行商人アルビン,村人,やぁここの宿では半裸ーズの漫才が見れるのかいそれはなんともお得だね
プロローグ,パン屋オットー,村人,こんばんは。トーマスさん、パメラさんもいらしていたのですか。よろしくお願いします。面白そうですからボクもお二人の掛け合いを雛あられたべつつ静観します。みなさまもどうぞ。つ[雛あられ]
プロローグ,木こりトーマス,占い師,ふむ。伝説の品というものは理解されないものだな。王子であるからには白馬を、と注文したら伝説のラクダが。名剣を、と注文したら[エクスカリパー]という名前の斧がきた。国はなくなっていた。
プロローグ,負傷兵シモン,村人,半裸ーズっていうな！包帯きついし、傷痛くて服着るの大変なんだよ、俺は。王子様、のほうも（ある意味）気の毒な事情であの格好のようだしな。
プロローグ,木こりトーマス,占い師,はっはっは。半裸ーズではない、シモン単品だぞ。今も余はふさふさしているハズだ。それよりも気になるのは男女比がおかしくないか、といことなんだが。
プロローグ,村娘パメラ,狩人,確かに男女比はおかしいですね。男性がオットーしかいないのはちょっと寂しいです。
プロローグ,負傷兵シモン,村人,（雛あられもぐもぐ）伝説ってのが男のロマンをかきたてるのまでは分かるんだがな（もぐもぐ）あ、オットー、これもうまいな（もぐもぐ）それで国傾けちゃまずいだろうよ。親や側近は止めなかったのかと（もぐもごもぐ）
プロローグ,村娘パメラ,狩人,全裸ーズは仲が良くてなによりです。夜明けが今日やってこないと私のお天気が外れてしまいます。困ります。
プロローグ,負傷兵シモン,村人,…パメラ？
プロローグ,負傷兵シモン,村人,っと、驚きすぎた！パメラ、大丈夫か、？目見えてるか？俺も今日夜明けが来ないと困るな。喉的に。
プロローグ,木こりトーマス,占い師,余は妖精さんだから性別は不明でかまわんが。ここはアレだ唯一の男性オットーだがそこを疑って【オットー女性説】で戦えばいい。・・・こんな余をとめられる人間がいるわけないだろう。
