プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,青年ヨアヒム,村人,ゲルトの言うとおりだよ。みんな大げさだなあ。
プロローグ,少女リーザ,狂人,ジンロウなんているわけないの。みんな大げさなの。
プロローグ,少女リーザ,狂人,こういうの書いたほうがいいの？■1.コアタイム■2.仮決定/本決定■3.やりたいこと/やりたくないこと■4.自己紹介夜明けが朝なの…「立ちあい不要」希望なの
プロローグ,少女リーザ,狂人,じぶんで答えておくの。■1.ちゃんとお話するのは夜だと思うの…チラ見はできたらするの。■2.まかせるけど立ち合えなかったらごめんなの…■3.RPも楽しみたいの。/ぎすぎすした戦いはキライなの。■4.スイリとかあんまり慣れてないの…でもがんばるから、セイリ吊りとかしないでほしいの。よろしくなの。
プロローグ,青年ヨアヒム,村人,リーザちゃん、ありがとー！■1.夜型人間なのでお昼過ぎ～明け方ってとこかな。■2.仮22時本24時あたりが無難かな？■3.特に好き嫌いはないな～。■4.リアル無職です！働いたら負けだと思ってます！
プロローグ,少女リーザ,狂人,どういたしましてなの。よあひむは今日もほっつき歩いてるのねぇってママが言ってたの。
プロローグ,少女リーザ,狂人,ていうかこれ、ちゃんと夜が明けるか心配なの。暗いのはキライなの。
プロローグ,負傷兵シモン,霊能者,ゆるふわ系負傷兵だよー☆負傷してるのはこころとかこころとかこころって説もあるけどシモンあんまよくわかんないー。
プロローグ,青年ヨアヒム,村人,リーザちゃんのママはそんなこと言ってたのか～。トホホ…。 
プロローグ,青年ヨアヒム,村人,シモン新しい！
プロローグ,負傷兵シモン,霊能者,■1.不定期だよー。■2.22～24時のあいだとかなら総意にしたがうー。■3.ゆるく☆ふわく☆/凸ダメ、ゼッタイ（いたしかたないときはいたしかたないけど）■4.シビアな展開になってきた瞬間、まったくもってゆるふわじゃなくなるかもしれないが、そこはご斟酌いただきたい…（ハッ！リザちゃんも>>4書いてるけど、立ち会い不要だとうれしいなー。そこ要素にとれないとおもうしー。ひとも入りづらいしー。
プロローグ,負傷兵シモン,霊能者,>>11そうー？じたくけいびいんをほったらかしてほっつき歩いてるヨアも新しいとおもうよー☆///
プロローグ,少女リーザ,狂人,しもん、きらきらふわふわしちゃって頭でも打ったの？…って、ママが言ってたの。
プロローグ,負傷兵シモン,霊能者,✲ﾟ｡.(✿╹◡╹)ﾉ☆.｡₀:*ﾟ✲ﾟ*:₀｡
プロローグ,負傷兵シモン,霊能者,頭を打ったんじゃなくて、ゆるふわにこころをうたれたのー。
プロローグ,少女リーザ,狂人,りざはそんな大人にならないの…←
プロローグ,負傷兵シモン,霊能者,シモン大人じゃないもんー☆ゆるくてふわふわなだけっ！٩(๑❛ᴗ❛๑)۶ 
プロローグ,少女リーザ,狂人,りざもゆるゆるは好きなのふわふわは…ちょっとよくわからないの
プロローグ,少女リーザ,狂人,まだ夜明けは来ないみたいなの…
プロローグ,村長ヴァルター,村人,おや・・・なんだか人が少ないないつもはもっと賑わっているのだが、皆寝正月を満喫して家から出てこないのかまぁ仕方ないな
プロローグ,村長ヴァルター,村人,・・・ああ、やっぱりそうだ、ここにいる人も皆心がぴょんぴょんふわっふわしているなだがそろそろ仕事を始めてもらわないと村の運営が滞る■1.20時～■2.23時/24時とかか？25時本は難しそうだな■3.夜更かししよう、ぱーりーぴーぽーというやつだな■4.あー立ち合い不要でいいんじゃないか？夜明け直後のふるまいは大事だという話もあるが
プロローグ,村長ヴァルター,村人,いや、やっぱ自己紹介おかしいなあー・・・村長だ、以上だ妙>>19ふわふわというのはあれだろう、いわゆるパッションだ、ハートで感じるんだ
プロローグ,少女リーザ,狂人,パッション？オトナの言葉はよくわからないの。そんちょーもふわふわするの？
プロローグ,少女リーザ,狂人,そういえばしもん、モジバケするのってたしかマナー違反じゃなかったの？
プロローグ,村長ヴァルター,村人,妙>>25おや、化けて出ているのか？私には普通に見えるが・・・シモンの発言で環境依存は>>15ぐらいか、まぁ上手いことやってくれたまえ
プロローグ,少女リーザ,狂人,うーん…>>15と>>18が見えないの。まあ、りざはカオモジ見えなくても気にしないの。
プロローグ,宿屋の女主人レジーナ,村人,ご注文はうさぎですかい？宿屋は年中無休だよ。よっておいで～みておいで～
プロローグ,宿屋の女主人レジーナ,村人,■1 不定期■2 お任せ■3 １日１ネタ発言。凸死防止運動■4 ゆるゆる
プロローグ,村長ヴァルター,村人,3泊したら3回もふる権利を(ryふむ、確かに動きがもっさりしていて心配になるなだが恐らく、明けない夜はない、と思う、多分メイビー
プロローグ,少女リーザ,狂人,れじさんこんばんはなの。夜が明けないから、ばんごはんしか食べられないの。お子さまらしくハンバーグを注文するの。
プロローグ,羊飼いカタリナ,占い師,ふわふわなのはうちのひつじさん(＠・ω)もっふーゆるゆるなのはわたしのあたまです(*´﹃｀*)ﾎｹﾞｰ
プロローグ,羊飼いカタリナ,占い師,リザちゃん議題ありがとです～ｖ■1.不定期～■2.おまかせです～■3.たのしく～かちたい～/凸だけはダメ～、絶対～■4.ひつじさんのお世話をしています～(＠・ω)もっふー
プロローグ,羊飼いカタリナ,占い師,わたしも【立会い不要】だとうれしいです～朝はひつじさんのお世話がたいへんなのです～(＠・ω)今日はじまります…？かね…？
プロローグ,青年ヨアヒム,村人,おお！人が増えてきたね！うれしいよ～！！
プロローグ,青年ヨアヒム,村人,>>13自宅警備員はもう古いよ、シモン。今は村の警備員だと思ってもらってもかまわない。【単にほっつき歩いているわけではない】ことをCOさせてもらうよ。村の皆には以後、対抗非対抗を第一声で頼む。
プロローグ,羊飼いカタリナ,占い師,>>36よあひー【何に対抗すればいいのかわかりません】ＣＯよあひーはご近所の見回り隊なのですか～？かえって怪しまれる未来がみえます～…
プロローグ,青年ヨアヒム,村人,>>37カタリン、確かにｗ近所の平和を守るために、今日も全力で見回っているよ！カタリンは未来が見えるんだね、すごい！！
