プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,羊飼いカタリナ,村人,ぐっと もうにんぐ（訳：おはようございます）あいむ あん いんぐりっしゅ てぃーちゃあ いん でぃす びれっじ（訳：私はこの村の英語の先生です）
プロローグ,羊飼いカタリナ,村人,まい しーぷ とらんすれいと まい びゅーてほぉー いんぐりっしゅ（訳：羊達が私の美しい英語を翻訳してくれます）でぃす いず あ ぺん（訳：これはぺんです）>>1 Ｕ あー あ ぺん（訳：あなたはぺんです）
プロローグ,羊飼いカタリナ,村人,…>>3 いっつ じゃすと あ じょーく（訳：じょ、冗談よゲルト。泣かないで）ぐっと ないと（訳：じゃ先に寝るわよゲルト、皆もまた明日ね）
プロローグ,羊飼いカタリナ,村人,ぐっと もうにんぐ（訳：おはようございます）oO（なるほど、英会話スクール的な雰囲気が立ち込めていて入りづらいんですね、分かりますその感じ。私も一人でラーメン屋入るのは気が引けますもん）つミツル（やく：みつる あげます）
プロローグ,少女リーザ,村人,リナせんせいこんばんわー
プロローグ,少女リーザ,村人,ぐっどいぶにんぐー。あ・・・なんか地震があったみたいだよ。リナせんせい大丈夫？　えーと…ゆーあーおーけー？
プロローグ,少女リーザ,村人,みんな大変そうだなぁ・・・一人で遊んでようっと。
プロローグ,羊飼いカタリナ,村人,鳩からぐっと いぶにんぐ みすりざ(訳:こんばんはリザちゃん)あいむ のっと ふぁいん(訳:地震凄いですね。今現在家に帰れない状況です、とりあえず今日は村に顔出すのはこれが最後になりそうです。なお、この一文にこんな複雑な内容があるのかとかそういう質問は後で受け付けます)
プロローグ,羊飼いカタリナ,村人,ぐっばい(訳:まあリザちゃんは暇だろうけどやくみつると遊んでてね。きっとみんなそろそろ来るだろうから。)
プロローグ,羊飼いカタリナ,村人,  ないん（訳：>>9の発言を早速裏切る顔出し。村のみんな大丈夫でしょうか、無事だといいですが）でぃす いず あ ふぉーす おぶ うぉるふ（訳：ラーメン食べたい。恥ずかしいですが一人でラーメン屋へいきます。）リザちゃん大丈夫ですか？ 
プロローグ,少女リーザ,村人,ぐっもーにん。うああ、リナせんせい大丈夫？お疲れさまだよ・・・わたしのところにも地震があったみたい。だけど全然きづかなかったよ。あいむおーけー。　ん・・・？やくみつる・・・？
プロローグ,少女リーザ,村人,しーゆー。（訳：りある大事です。みんな地震でてんてこまいなんでしょうか。　わたしは今日もひまだから気長にまちます。せんせいいってらっしゃい。きをつけて）
プロローグ,羊飼いカタリナ,村人,あいむ そー はっぴー（訳：あ、よかった。無事だったんですね。リザちゃんに何かあったらご両親に顔向けできませんからね）とぅうぇるぶ（訳：>>12 やくさんは>>5で最初の受講者に上げようと思ってたのです）あいむ ごるごふぉーてぃーん（訳：今ラーメン屋にいる人たちの平均年齢を二歳は下げたわ。さすが私、うふふ）私も気長に待ちますね。
プロローグ,少女リーザ,村人,ぐっどあふたぬーん。こんにちわ。わーい。3時だよ。おやつのじかんだよ。つ[よもぎ餅][かるかん][いちご大福][さくら羊羹][りんごジュース]ママのお手製だよ。おともだちも来ないし・・・ゲルにぃ、一緒にたべよう。
プロローグ,羊飼いカタリナ,村人,ラーメンズルズル(訳:ラーメンは漢字で拉麺と書きます。……とりあえず私は漸く落ち着くことが出来ました。)よもぎ餅チラチラ(訳:このよもぎ餅は大変美味しそうです)oO(だんだん英語から離れてってる気がするが気のせいのようだ。今日も多分みんな来ないかな。)
プロローグ,パン屋オットー,人狼,ぐ、ぐっといぶにんぐ？ここ、英語ができなくても入っていいんですよね？だって英会話教室ってことは、これから習うんだから。
プロローグ,パン屋オットー,人狼,いちご大福おいしそうですね。それでは僕はお茶でも入れてきますよ。緑茶と紅茶どっちがいいかな？
プロローグ,少女リーザ,村人,つ[よもぎ餅]どうぞーせんせい。このおもちわたしには合わないみたいだよ・・・にゃ・・・なんかおそとで怖い音がなってるよ・・・。あ！オットーさんこんばんは！わたしは紅茶がいいですよ。 苦いのきらいー。
プロローグ,パン屋オットー,人狼,こんばんは、リーザちゃん。じゃあ、紅茶にしますね。ダージリンなので、そんなに苦くはないと思いますが一応お砂糖とミルクも置いておくので好みでどうぞ。
プロローグ,パン屋オットー,人狼,お外に怖いのがいても、リーザちゃんもカタリナ先生も男の僕がちゃんと守りますから、怖がらなくて大丈夫ですよ。天災だったら･･･皆で逃げましょう。
プロローグ,パン屋オットー,人狼,ああ、ゲルト。男は君もいましたね。では、何かあったら二人で頑張りましょう。カタリナ先生、家に帰れたでしょうか･･･。
プロローグ,少女リーザ,村人,ありがとオットーさん。むぉ、いいにおい。　うん、おいしい！あ。怖いのにげてったよ。オットーさんが守ってくれたの？みんな来ないかなあ・・・お紅茶おいしいよ？
プロローグ,パン屋オットー,人狼,僕はなにもしていませんが、怖いのがいなくなったなら何よりです（なでなで）。そうですね、一応だれが来てもいいように用意だけはしておきましょう。カップは･･･うん、これだけあれば足りるでしょう。大人向けにお酒もあったほうがいいかもしれませんね
プロローグ,少女リーザ,村人,うーん。わたしはおやつおいてくね！つ[茎わかめ][えだまめ][どんぐり][抹茶アイス]おいしいよ！もうねむい・・・。ちょっとねますー。
プロローグ,少女リーザ,村人,う・・・。　ぬ・・・。おやすみなさいー。　ぐっない。
プロローグ,パン屋オットー,人狼,ん、お風呂に入っている間にリーザは寝てしまったようですね。お休みなさい、リーザ。･･･さて、俺も寝るかな？いや、明日の仕込をしてからにしよう。
プロローグ,パン屋オットー,人狼,やっぱりこうゴタゴタがあると人の集まりも悪くても仕方ないだろうな。こればっかりは、どうしようもないが、一応努力はしてみよう。■1.参加時間（コアタイム）■2.仮決定/本決定時間■3.やりたい作戦、やりたくない作戦■4.何か一言あれば（自己ＰＲ）
プロローグ,パン屋オットー,人狼,よし、これを広場のところに張り出して･･･これでよし。他の村人のコアタイムを確認してからしか参加しない人もいるらしいから、これで少しでも人が増えるといいんだが。
プロローグ,羊飼いカタリナ,村人,とゅうぇんてぃーてゅー(訳:オットーさんこんにちは。>>17 そうですよ、これから私のような美しい英語を学んで行くのです。>>22 私はもう大丈夫です、2人とも心配かけてすいません)
プロローグ,羊飼いカタリナ,村人,ゴルゴゴルゴ(訳:というわけでオットーさんアンケート有難うございます。■1 18時から今頃まで■2  仮21:45 本22:15でどうでしょう■3  ぬ)■4  れっつ ぷれい いん いんぐりっしゅ ゆー あんど みー！(訳:英語は大嫌いです。昔からテストで半分超えたことありません)[…はタバコをくわえ陰惨な顔つきで煙を吐いている]
プロローグ,羊飼いカタリナ,村人,ブツブツ…(私が生きていくにはこれしか道が無いのよ…昔付き合っていた彼氏は俺は男の子が好きだと告白、その後ショックから立ち直ってちいさなスナックを開いたら潰れ、一週間後口座からいつのまにか預金が全額盗られていて家賃を払えず各地を転々としやっと辿り着いたこの村…もう私にはこの英会話スクールしかないの…)【体験学習実施中】
プロローグ,羊飼いカタリナ,村人,oO(はっ、いけないいけない悪い癖が出たわ。今こういう状況だからこそポジティブにいくのよ！燃えろ私！)ていく いっと いーじー(訳:私は一晩家に帰れないだけで済みましたが、思った以上の甚大な被害をうけたようですね。震度だけで言ったら関東大震災を凌ぐものだとか。これからくる方もそうでない方も無事であることを祈っています。今後も余震に備え水食料の用意はしておきましょうか)
プロローグ,羊飼いカタリナ,村人,ぐっど ないと(訳:リザちゃんオットーさんお休みなさい、私ももうそろそろ寝ましょうかね)
プロローグ,少女リーザ,村人,おはようございますー。　ぐっもーにん。あ、オットーさんありがと！■1.19時くらいから。■2.おまかせするよ！■3.とくにないかなぁ。人がいやって思うのはしたくないよ。■4.あいらぶおやつ！　3時にはみんなとおいしいおやつを食べたいな。うーん。みんな集まるといいね。
プロローグ,パン屋オットー,人狼,ぐ、ぐっともーにんぐ。カタリナ先生がご無事で安心しました。地震は思わぬところにまで影響を与えたようですね･･･。なかなか頭が痛いですが、カタリナ先生を見習ってぽじてぃぶにいきましょう。ささやかですが、朝食をお出ししておきますね[ホットミルク][クロワッサン][サラダ]リーザちゃんの分のミルクにはちょっとだけ、砂糖を入れておきました。デザートが用意できませんでしたからね。
プロローグ,パン屋オットー,人狼,さて、昨夜は用意しただけで眠ってしまいましたから僕もちゃんと答えておきましょう。■１.19時から23時半頃ですね■２.仮21時45分　本22時15分つまりは30分くらい前が適当かな、と。■３.特にはないですね。皆の意見が合えばそれが一番です。■４.これからの時代はパン屋も英語が必要でしょうか･･･。そうですね、羊も英語が理解できる時代のようですし、今年の目標は英語マスター！なパン屋です。
