プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,少年ペーター,占い師,よう！少年探偵ペーターだ。人狼？仕方ない俺の推理の見せ所だな！■1.コアタイム等■2.仮決定／本決定の希望時間■3.やりたいこと／やりたくないこと■4.自己紹介など
プロローグ,少年ペーター,占い師,［よく使う略号など］▼：吊り（処刑）第一希望▽：吊り（処刑）第二希望●：占い第一希望○：占い第二希望■：議題　□：ネタ議題　【　】：強調したい事柄（CO等）★：質問　☆：質問に対する返答CO：カミングアウト。能力者だと公言する事。FO：フルオープン。占霊と占霊騙りが全員名乗り出ること
プロローグ,少年ペーター,占い師,GJ：グッジョブ。狩が護衛成功すること。LW：ラストウルフ。最後に残った（残る）狼のこと。RP：ロールプレイ。キャラクター（演技）としての発言。＠数字：残り発言数　鳩：携帯電話　　箱：パソコン  以上議題と探偵メモだ 目を通してくれたらありがたいな。おっとこんな時間だから俺も議題回答は後程するぜ！
プロローグ,旅人ニコラス,村人,風が……騒がしいな……。
プロローグ,司書クララ,村人,人狼…ちょっと僕の図書館の書庫で調べてみようかな。なにか対策がわかるかもしれない。
プロローグ,司書クララ,村人,議題がおかれているね。ありがとう、ペーター。■1.21:00～0:00くらいかな■2.22:30／23:00で希望しておくよ。■3.楽しくやりたいね。僕は奇策全般が好きじゃないかな。混乱することのほうが多いし、奇策をやる人以外にとって楽しい要素が少ないからね。■4.自己紹介…。とくにしゃべることはないかな。
プロローグ,旅人ニコラス,村人,■1.昼間は鳩も飛ばすよ。宿屋の椅子に腰を掛けての発言は２１時以降になるかな。■2.仮22:30／本23:00■3.やりたいことはこの谷から地上へとはい上がり、旅の記録の続きを書き綴ること……やりたくないことは楽しくないことだよ。■4.oO(自己紹介は丁寧にいくか。)
プロローグ,旅人ニコラス,村人,旅人をしておりますニコラスと申します。この度はロッククライミングの技術向上のためにこの村へとやってきたわけですが、思いの外険しく……。よろしくお願いします。
プロローグ,司書クララ,村人,ああ、そういえばひとつ言い忘れていたよ。僕の鳩はずいぶん年老いていてね。宿に手紙を運ぶことができないんだ。議事の進行は伝えてくれるんだけどね。だから【平日の日中は僕は一切発言ができない】よ。さて、朝にちょっとのんびりしちゃったけどそろそろ図書館に出勤しないとだ。それではまた夜に。
プロローグ,少年ペーター,占い師,ララ、ニコさん、おはよう。ふむ。俺も議題に回答せねば。■1.20：30～夜明けまでだ。推理に気力を使ってしまって夜明け直後に寝る可能性が高い。不定期で鳩を飛ばせるだろう。■2.仮22：30／本23：00（まとめがいるとき）本22：45（まとめがいないとき）だ。まとめがいないと、決定までに時間がかかる可能性があるから早目がいい。■3.たのしい村にしたいからな、俺は探偵ＲＰをしていこう。
プロローグ,少年ペーター,占い師,ふふ、本当は憧れの名探偵にならって女性をマダム・○○男性をムッシュ・○○と呼びたいところだが、字数が許すだろうか…／宿にあつまった人たちが流行り病にならないことを祈るよ。■4.少年探偵ペーターだ。いつだって助手は歓迎する。俺と一緒に人狼をみつけだそうじゃないか！探偵として必需品なのは、推理だからな！では、脳細胞の活性化に甘いものをおすそ分けだつ〔飴〕〔クッキー〕〔チョコレート〕
プロローグ,老人モーリッツ,人狼,ばーさんや、メシはまだかいのぉ。
プロローグ,老人モーリッツ,人狼,なんじゃこの紙は。ばーさん！■1．儂は宵っ張りで早寝でのぉ…。22:00～24:00くらいかのぉ。え？寝てばかりじゃないかって？ふぉふぉふぉ、老人には色々あるんじゃ。■2．仮22:30　本23:00■3．儂のようなおいぼれより早く、若いモンが流行病など絶対いかん！あとは儂ついていけなくなるので、喧嘩はしたくないのぉ。和やかにいきたいもんじゃ、和やかに。
