プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,村長ヴァルター,狂人,たしかに。人狼なんていなさそうだな。
プロローグ,村長ヴァルター,狂人,議題投入■1.議論に参加できる時間帯■2.仮決定と本決定の希望時刻■3.投票COの使用についての意見
プロローグ,村長ヴァルター,狂人,■1.19:30～21:00■2.仮決定20:25本決定21:30■3.村人の勝利の確率のほうが低いからやめたほうがいいと思います。
プロローグ,ならず者ディーター,村人,常夏気分だぜ！
プロローグ,ならず者ディーター,村人,噂のD.M.Revolutionとは俺の事だぜ！歌って踊れる自称アイドル、よろしくな！
プロローグ,ならず者ディーター,村人,あ、名乗り間違ったな。D.N.Revolutionだな。自分の名前間違えるとかダメダメじゃん、俺。と、セルフツッコミ。
プロローグ,ならず者ディーター,村人,村長は議題ありがとよ！■1.基本夜行生物なんで、19時以降だな。■2.仮22時、本23時で。夜明け前まで一時間間があったほうが余裕あんだろ。■3.どっちでもいいんだが、折角この国になったんだ。無しでやってみるのも一興だな。
プロローグ,ならず者ディーター,村人,しっかし集まり悪いな。いくら日差しがないからってみんな元気なさすぎだぜ。常夏男の俺様が代わりに輝いとくか！[...は発光しだした]
プロローグ,旅人ニコラス,人狼,>>2しかし人狼がいないとなれば我等の存在意義が疑問にはならないかね？我、疑い、探し、そして信じる故に我あり
プロローグ,旅人ニコラス,人狼,ふむ議題か■1.基本的に22:00～00:30+6:30～7:30あとは不定期だが早く帰れる日は早く帰れると言ったところだ■2.本決定は23:30～24:00 仮は23時以前■3.自殺票COのことかな？使ってもいいが人狼側の撹乱が容易である以上意味は無いだろう。
プロローグ,旅人ニコラス,人狼,さて、しばし席を外そう日が落ちるまでには帰るよ
プロローグ,村長ヴァルター,狂人,おぉ。たしかに、でもいなかった方がいいよな。まぁ現実にいるのだから仕方ない。
プロローグ,ならず者ディーター,村人,おうおう、ニコラス。哲学的な発言だな。そうだな、俺たちは考える葦だな。知識を持ちあってとりあえず俺がどーやったら売れるか考えてくれよ。
プロローグ,村長ヴァルター,狂人,ニコラス頭いいなぁ
プロローグ,ならず者ディーター,村人,村長、ニコラスをブレーンに迎えて次の村長選に備えたらどーだ？
プロローグ,村長ヴァルター,狂人,いいけど、俺はちょっと賄賂わたしてみんなに投票してもらってるからいいんだ。おぉっと嘘です。そんなことないよ。僕は正しい心で村長選に当選しているんだ。
プロローグ,ならず者ディーター,村人,な、村長…。それはトンデモネーCOだぜ！て冗談か、安心したぜ。
プロローグ,ならず者ディーター,村人,つーかあと1時間半ばかしでみんなそろわないみたいだな。残念だぜ。発言もあまるし、さて、どーすっか…。
プロローグ,旅人ニコラス,人狼,さて今戻ったが、これは一日延長かなとりあえず今日の▼は長で理由は>>17とか思ったが私はこの村の住人ではないから無関係だな
プロローグ,ならず者ディーター,村人,旅>>20一応本人は違うと言ってるけどな。あと15分で奇跡は起きないだろーな。
プロローグ,ならず者ディーター,村人,な
プロローグ,ならず者ディーター,村人,ら
プロローグ,ならず者ディーター,村人,ず
プロローグ,ならず者ディーター,村人,者
プロローグ,ならず者ディーター,村人,デ
プロローグ,ならず者ディーター,村人,ィ
プロローグ,ならず者ディーター,村人,｜
プロローグ,ならず者ディーター,村人,タ
プロローグ,ならず者ディーター,村人,｜
プロローグ,ならず者ディーター,村人,！＠0
プロローグ,旅人ニコラス,人狼,むうあと5分で6人を集めねばならないのか届け！私のテレパシー！
プロローグ,旅人ニコラス,人狼,やっぱり届かないか仕方ない、寝よう
プロローグ,少女リーザ,狩人,ここがハワイ・・・
プロローグ,青年ヨアヒム,村人,こんにちはぁなのですよー(*´∀｀)ノ
プロローグ,青年ヨアヒム,村人,ハワイ……ここはハワイだったのですかー？それは知りませんでしたのですよー。ハワイにしてはずいぶんと日の差さない村なのですよー……ﾍｯｸﾁ
プロローグ,青年ヨアヒム,村人,おや、何か紙が落ちていますのですよー。■1.参加時間は22時～おねむになるまでなのですよー。夜明けの時間にぐうぐうしないようにがんばるのですよ(´∀｀*)昼間も少しだけ覗けるかもしれませんのです(*´ω｀)=3■2.仮：23・本：23半くらいだといいなぁなのです。本決定0時だとさすがに切羽詰りすぎですよねー(´д｀*)
プロローグ,青年ヨアヒム,村人,■3.この国になって投票COの設問は消えると思ってたのですが消えてないのですねー！でも狼さんが襲撃先とかに偽装で投票することも出来ますし、ない方が混乱せずに済んでよいと思いますのですよー？システム利用の可否以前の問題であまり賛成できないのですよー。あ、でも条件が揃わないと使えませんが、遺言COとかなら僕は対応できますのですよーヽ(´∀｀)ノ
プロローグ,青年ヨアヒム,村人,それじゃあ僕はみんなが集まるまで、その辺で毛布に包まってすやすやしてるですよー(´∀｀)ﾉｼあっ。あっ。寝ている僕にいたずらしちゃいやぁなのですよ(´д｀*)あまつさえあんなことやこんなことをされちゃったりしたら、僕、お婿にいけなくなってしまうのですよ……(*ﾉﾉ)ｲﾔｧﾝ
プロローグ,負傷兵シモン,人狼,とりあえずそこの昼間っから寝てるヤツはおさわりOKという事だな？( ´∀`)σ)Д´)
プロローグ,負傷兵シモン,人狼,■1.不定期だが少なくとも23～夜明け辺りは大丈夫だと思うぜ■2.仮22～23、本23～23半■3.そんな事より酒だ、酒。■4.ちなみに目玉焼きは塩胡椒より醤油派
プロローグ,少女リーザ,狩人,おひるごはんはハワイの煮つけ
プロローグ,少女リーザ,狩人,■１．夕方メイン■２．融通がきくので決定に従います■３．ありやなしやと
プロローグ,少女リーザ,狩人,ヨアヒム君が寝ている。鼻の穴にハワイを詰めておこう。ごそごそ。これでＯＫ。
プロローグ,青年ヨアヒム,村人,んっ……はぁ……はぁ……ああん……らめぇ、そんなに無理やり入れちゃらめぇ……もっとやさしくしてぇぇ……はふんっ(鼻から何かがぽんっ)
プロローグ,青年ヨアヒム,村人,ふうふう、なぜだかとても寝苦しかったのですよ……ほっぺたの秘孔を突かれてひでぶっていう夢を見たですよ。怖かったのですよー(ノД｀)・ﾟ・。
プロローグ,青年ヨアヒム,村人,■４ 目玉焼きには味噌一択なのです。これできまりなのです。トマトには砂糖、バナナには練乳、お味噌汁にはオリーブオイル、お刺身にはタバスコ、このあたりはセオリーにして鉄板なのですよー！というわけでもう一眠りしてくるのです。今度はよい夢を見れますようにー(´∀｀*)
プロローグ,村娘パメラ,村人,・・・
プロローグ,村娘パメラ,村人,静かなところだな……ここは……■1.主に不定期になりそうだ。■2.仮22本23辺りがよさそうだな。■3.せっかくの無記名投票なんだ……使わずに済むなら使わないで居たい。
プロローグ,少女リーザ,狩人,ここは食卓、誰もいない。トーストにマヨネーズを塗りたくり砂糖をまぶして焼いたものを食卓に並べてゆく。食卓には誰もいない。
プロローグ,神父ジムゾン,人狼,おや、こんな所に眠れる村のニートが。良い夢が見れるよう、私が添い寝して差し上げよう。
プロローグ,神父ジムゾン,人狼,その前にアンケートですか、そうですか。■1.22時～更新前後、昼も顔を出せますよ。■2.仮22時半、本23時半くらいが良いです。■3.無記名ですし、なくて良いでしょう。
プロローグ,シスターフリーデル,霊能者,しょーじきもうどうでも良いのよあらハg・・いえ神父さん今日も色々と濃いですわね
プロローグ,シスターフリーデル,霊能者,辛口シスターとは私のことよ。基本的に女性はみんな好きなの・・・（涎さてわたしは、着替でもしてきますか。今日の下着は・・・真っ赤で統一しましょ。ガーターベルト装着で私もいけないシスターの仲間入りね。まああの薔薇神父の事でしょうから、こんな規則違反気付かないでしょうね。
プロローグ,シスターフリーデル,霊能者,■1.基本的に夜よ。■2.２２：３０　２３：３０で宜しくてよ■3.しょうじきー、使えるものはなんでも使って良いと思ってるの。公式ルールでもないんだし、変に縛るのもよくないと思うわ。
プロローグ,司書クララ,村人,はう…もうこんなに人がいらっしゃってるのね。
プロローグ,司書クララ,村人,あら、最初の発言も喉持って行かれてしまうのね。驚きです。■1.夜メインですね。不定期、といえば不定期かも、です。■2.仮22本23で。あまり間隔が短くなければ何時でも。■3.ある程度きっちりお膳立てして下さる方が提案するならば、と申しておきますね。混乱は避けたいです。それではまた夜に参りますね。
プロローグ,司書クララ,村人,そうそう、村長さまとディーターさまは今日はまだいらしてないのですね。どこかへ居なくなってしまわれないか心配です…。…では後ほど。
プロローグ,神父ジムゾン,人狼,むにゃ……しまった、引き出しに鍵をかけておかないと。私の秘蔵、「今日のシスター日記」がバレてしまう。男も女も皆愛し子なのですよ。ふ、ふふ…………よし、隠蔽したしまた眠るか。　Zzz...
プロローグ,少年ペーター,村人,僕ペッタン！ アンケートは幼稚園から帰ったら答えるね!?
