プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,青年ヨアヒム,村人,僕も大げさだとおもうと言っておく。ゲルトは、夜更かしだね。君も僕と一緒かな？
プロローグ,羊飼いカタリナ,村人,ずさー
プロローグ,司書クララ,人狼,雨が降ると本が湿っぽくなるのが嫌よね～
プロローグ,村娘パメラ,狩人,ここは裏切りの村よ。
プロローグ,村娘パメラ,狩人,なんか盛大にモブ感出ちゃったけど気にしないわ！紙拾ったから置いておくわね。■1.コアタイム■2.仮/本決定希望時間■3.やりたいこと/やりたくないこと■4.自己紹介など
プロローグ,村娘パメラ,狩人,■1.22時〜、それまでもちょくちょく顔出しは可能■2.1時間前/30分前■3.楽しくやりたい/無理はよくないわ■4.裏切りの村のパメラよ。それにしても、何でこんな村名がついたのかしら…。
プロローグ,少女リーザ,村人,嘘つきのゲームです。ライアーゲーム
プロローグ,村長ヴァルター,村人,や、やっとまともな更新時間の村に参加できそうデス■1.２２～２３時■2.２３時付近■3.あらゆる陣営で最終日にいたくない/メタ考察にひっぱられる■4.木寸長です、趣味は更新間際のネタ発言ではみ出すことです。決してミスってやってるわけではなく趣味ですねそこは間違えないで
プロローグ,司書クララ,人狼,今日始まるかしらね～みんな来て来て～
プロローグ,農夫ヤコブ,人狼,はらへ、だべ
プロローグ,農夫ヤコブ,人狼,■1.不定期だなー■2.十分余裕があったら、それで■3.しゅちにくりん…あ、いや、言ってみただけだべ■4.ただの裏切りの村の農夫だべ。おおげさだなぁ
プロローグ,少女リーザ,村人,皆様本日はお集まりいただき、ありがとうございます。ただいまより裏切りの村でのゲームを始めたいと思います。それでは、これからゲーム名を発表いたします。　汝は人狼なりやプレイヤー１６名（これより少なくなることはある）に対して、村人側、人狼側に分かれます。これは明日の更新前に決定します。ゲームの流れ①昼
プロローグ,少女リーザ,村人,この間に村人は話あってプレイヤーの誰かを吊る人を誰にするか決めます。プレイヤー１人に対して１票が与えられます。ただし、例外として初日は討論のみです。②夜様々な処理を行います。最も多く票が集まったプレイヤー（単純多数決）はプレイアウトして、墓場に送られます。墓場での話は生存しているプレイヤーには聞こえません。さらに、狼は非狼の誰かを一人「襲撃」することができます。
プロローグ,少女リーザ,村人,襲撃成功すれば、狼は村人１人をプレイアウトさせることができます。勝利条件は村人側は話し合って人狼を全部吊るし上げること狼側は狼と非狼の人数が同数になることがになります。このゲームに参加するしかないのです。■1.不定期
プロローグ,少女リーザ,村人,■2.２３hまでに決めましょう。■3.やりたいこと：突然死はもちろん、発言は多く皆さんにお願いします。やりたくないこと：とくにないです。■4.ゲルト様はおねむの時間なので代理で発言させていただきました。ご了承ください。
プロローグ,少女リーザ,村人,攻略のヒント裏切りよりも信用することが重要だと思います。正確にいうと誰を信用するか。（誰が信用出来ないか）を見極めないといけません。しかしながら、疑うことによって信用出来る人物が分かり、疑わないと何もはじまりません。つまり、疑うことによって発言のみで信用することが出来る人がうまれるのです。
プロローグ,シスターフリーデル,村人,わたしは信じていまス。裏切り者などどこにもいないと……。■1.22:00以降。週末はぎりぎりかも■2.一時間前/三十分前■3.しっかり議論に参加したいでス/頭ごなしの批判、とか■4.神様のご加護がありまスよーに
プロローグ,司書クララ,人狼,ルーララー私は本が恋人よ～本は裏切らない～本は妬まない～♪
プロローグ,シスターフリーデル,村人,もぐもぐ。炊き込みご飯おいしいでス。今日中に集まりまスかねぇ……。
プロローグ,青年ヨアヒム,村人,今、大阪のイタリアンバルで飲んでるよ。今から、対人人狼会だよ。緊張に負けて酒に溺れてる弱ヒムだよ。更新時間には顔出せるよ。議題に答えておこう。不定期。2はフリーデルと同じ。やりたい事は、ガッツリ推理と戦略的考察とネタ。反対は、頓死だな。君働く事なかれ。僕働く事なかれ。無職ってそんなに悪いんか？人を押しのけろと育てしや？
