プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,旅人ニコラス,村人,小さいが良さそうな村だ，ここに一晩泊めさせてもらおう．
プロローグ,負傷兵シモン,村人,どもども～
プロローグ,旅人ニコラス,村人,こんな夜更けに人と会うとは驚いた．前の村で聞いたんだが，ここには人食い狼が出ると聞くが事実だろうか......
プロローグ,負傷兵シモン,村人,旅>>4えー？　でも食われた人見たことないし、ただの噂なんじゃ？消え行く村という不吉さ100％の村名だが気にしてはいけない。
プロローグ,負傷兵シモン,村人,「（人狼が）消え行く村」ってことだなきっと。時節柄「（クリスマスの予定が）消え行く村」かもしれん。
プロローグ,神父ジムゾン,占い師,クリスマスにはサバトを踊り狂いましょう
プロローグ,行商人アルビン,村人,メリー・クリスマス！！！！（地獄で合おうぜ）
プロローグ,行商人アルビン,村人,12月24日の夜にかっぷるが次々を姿を消してゆくという噂の「消えゆく村」
プロローグ,行商人アルビン,村人,我々はこの村の秘密を暴くために集められた各分野のエリート
プロローグ,行商人アルビン,村人,ふふ、腕が鳴りますね。この村の秘密、俺ちゃんが見事掴んで見せましょう！
プロローグ,行商人アルビン,村人,あ、そうだ。俺ちゃんCOしときます。【全時間帯更新時間立会不要推進委員会CO】
プロローグ,行商人アルビン,村人,あとPR議題にエア回答もしとこっかな■基本、参加は昼過ぎ～夕方。後は不定期で更新前後は忙しい時間帯なのでほぼいません。鳩で合間を縫って覗くぐらい■決定反応くらいは何とかやれると思うけどまとめなんて無理だと思うからお任せー■楽しい村が好き／村の雰囲気悪くなるようなRPはやだなー■カップル撲滅委員会所属、彼女いない歴＝年齢のロンリーウルフ、アルビンです。潜入のため、アダルトグッズ商人に変装中
プロローグ,行商人アルビン,村人,さて、宿にいても調査は進みませんからね。俺ちゃん少し村の様子でも見てきますわまた後ほど**
プロローグ,農夫ヤコブ,狂人,メリークルシメマス
プロローグ,農夫ヤコブ,狂人,カップルを爆殺して、その灰で作物をつくるべよ。とっーってもいい栄養になると思うべ！
プロローグ,木こりトーマス,村人,【全時間帯更新時間立会不要推進委員会CO】ときいて。ついでに【サンタクロースCO】。一年で一番の繁忙期を目前に消えてしまいたい……そんなサンタ。というのは世を忍ぶ狩の姿で、本当はトーマスだ。よろしく。
プロローグ,木こりトーマス,村人,クリスマスは子供のためにある。カップルがイチャつく日ではないぞい。勘違いしとるカップルはアソパソマソのぬいぐるみに変えて子供に配るぞい。
プロローグ,少女リーザ,村人,ばにっしゅ！
プロローグ,木こりトーマス,村人,よしよし、お子様が来たな。プレゼントをあげよう。……アソパソマソのぬいぐるみでいいかな？クリスマスを楽しみにしておくんだぞい。
プロローグ,木こりトーマス,村人,…………ん？トナカイが何やらメモをくわえているぞい。■1.コアタイム■2.仮/本決定時間。■3.やりたいこと、rp等■4.自己紹介…………とな。ふむ、クリスマスツリーに貼っておこう。クリスマスプレゼントの希望を書いてもいいぞい。良い子と良い大人にはプレゼントをやろう。ただし人狼、てめーはダメだ。
プロローグ,シスターフリーデル,人狼,誰がシングルヘルですって？
プロローグ,村娘パメラ,村人,よろしくお願いします
プロローグ,木こりトーマス,村人,わしも答えておくぞい。■1.コアタイム不定期。朝と１６～２０時頃はクリスマスの準備で忙しい、申し訳ない。だが、なるべく鳩で覗いとるぞい。■2.仮/本決定時間２１時～２３時頃ならば、皆に合わせるぞい。■3.やりたいこと、rp等村のみんなでクリスマスをもりあげたい。エピでわいわいしたい。議論で白熱するのはウェルカムだが、汚い言葉遣いや人格攻撃的なものはやめてほしいぞい。
プロローグ,木こりトーマス,村人,■4本業は樵。今の時期は副業でサンタクロースをやっている。しかし忙しすぎて消えてしまいたい…………。みんな、よろしくな。
プロローグ,シスターフリーデル,人狼,この際人狼でもなんでもいいから付き合ってくんねーかな。あたしも聖職者なんかやめて生殖者に…ってあらやだ、神父様いたんですか？ジョークですわよ、おほほ。
プロローグ,旅人ニコラス,村人,旅人にクリスマスなんて関係ないよね．一人の方が行動しやすいし，旅人だもん，クリスマスなんて関係ないよ！■1.完全に不定期，なるべく夜いるつもり■2.なるべくあわせる■3.遠くの町から来た．名前はまだない■4.背中のバックには子供達のプレゼントが入っている......わけではない
プロローグ,羊飼いカタリナ,人狼,クリスマスなんて消し飛んじゃえっ
プロローグ,行商人アルビン,村人,おお、続々とエージェントたちが集まりつつあるようですね軽く村を一周してきましたが、この村はどうやら“ピンク色のネオンに彩られた謎のビル”が乱立しているようです…恐らくかっぷると何かしらのかかわりがあるに違いありません私は引き続き、建物を調べてくるとしましょう**
プロローグ,シスターフリーデル,人狼,■1.不定期よ。だいたい昼は鳩、夜は箱って感じになるかしら。■2.立会不要にするなら、まとめが決めればいいんじゃない。■3.暴言と荒らしは勘弁な。折角なら楽しみましょう。■4.誰が行き遅れのやさぐれシスターよ。まだまだイケイケのお姉さんだっつーの。よろしく。
プロローグ,負傷兵シモン,村人,■コアは不定期だけど更新には大体立会える。もし寝落ちちゃったらすまんテヘペロ。■仮1時間前／本30分前かね。まとめ役がいたらその方針に合わせる。■真剣かつ紳士的にバトルしようぜ！■強敵カップル軍団との戦いに倒れた負傷兵ですよろしく。
プロローグ,負傷兵シモン,村人,樵>>21サンタさ～ん俺はいい大人だから何かプレゼントくれ～。そういえば樵は確サンタするのだろうか。対抗で誰かもう一人か二人くらいサンタCOしてもいいのよ？サンタは何人いても困らんからな。**
