プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,パン屋オットー,人狼,キリ番のG800村に一番乗りだー。
プロローグ,青年ヨアヒム,狂人,ここはやまもおちもいみもない村だよ！
プロローグ,パン屋オットー,人狼,あ、看板発見！【G801村 へ よ う こ そ】こ、これはっ！計り知れない程に禍々しいオーラ。G800村じゃないの？うわあ、隣村かよ！しかもゲルトの方が先に着いてるから一番乗りでもないし。
プロローグ,村娘パメラ,村人,801…？なんだかウズウズする数字ね…！ふふっ！
プロローグ,青年ヨアヒム,狂人,ちょっと立てこんでるからまたあとでー。オットーがおっちょこちょいなのは把握した。
プロローグ,シスターフリーデル,村人,仏教に改宗しましたわ
プロローグ,パン屋オットー,人狼,わぁ、まるで待っていたかのように村人が集まってるね！でもなんだろう嫌な予感がする。一瞬、背筋が寒くなったよ。むむむ、看板の裏になにか貼ってあるな。■1. コアタイム■2. 決定時間の希望■3. やりたいこと／やりたくないこと■4. 一言どうぞ>>6 お、おっちょこちょいじゃないよ！少し間違えただけだし。
プロローグ,旅人ニコラス,占い師,[...は戦士の顔を覗かせながら、801村に降り立った…]この村で薄い本が買えると聞いてはるばる旅をしてきたよ。どうだい？今回のＢＬ村即売会は盛り上がっているかい？ああ、そこでもあちらでも薄い本が売っている！！僕のヘブン！こここそが僕の永住の地！！既に盛り上がってるね！新刊が！僕の新刊が！！
プロローグ,パン屋オットー,人狼,ニコさんを見て、やっぱり来る村を盛大に間違えた気がしてきたよ！■1. 20:00～23:00■2. 21:15／21:45■3. 皆が楽しく過ごせるようにしたいな／人を不快にさせるようなことは出来る限りしたくないよ。当たり前のことだけど大事だよね。■4. パンは毎日ちゃんと焼いているから(非狼アピール)食べたかったら言ってね。面倒だから僕から毎日振舞ったりはしないよ。
プロローグ,負傷兵シモン,人狼,じ、人狼……！？だ、誰か一緒に過ごさないか？ 
プロローグ,旅人ニコラス,占い師,アンケートかーあ、次回開催用に使うんだね？普通終わってからだと思ってたんだけどなぁ、まぁいいや記入しておくよ。■1. 不定期■2. それぞれ60分前/30分前■3. 新刊の為の楽しく人狼探してネタ作り／同性カップルが出来上がらない村作り■4. 薄い本を探して旅をする僕だ、この村で薄いけど分厚い本が買えるという話を聞いてね、やってきたのさ！
プロローグ,旅人ニコラス,占い師,オットー>>10ん、君の名は？ああ、オットーって言うんだね[...はオットーの解答用紙をみつつ]僕…の名前はってもう知ってるって？なんで分ったんだい？まさか僕の運命の相手！！？って壁(木の下）サークルにあんなに行列が！[...はそわそわしている]
プロローグ,負傷兵シモン,人狼,人狼じゃなくて変態がいるのか……■1.夕方辺りかな■2. まあ合わせるぜ■3. 流行り病に気をつけてくれよー！■4. 左足を変態に食べられちゃった。ついでに俺は薄い本とかはよく……分からないな……
プロローグ,旅人ニコラス,占い師,シモン>>14[...はやっぱり解答用紙を覗き見しつつ]君はシモンって言うんだね、よろしくー変態に食べられちゃったってすごいね…そんな凄い変態がいるんだね。おお、こわいこわい[...は何かをもぐもぐしている]あ、薄い本みるー？ちょっと刺激が強いかもしれないけどｸﾞﾌﾌ
プロローグ,村娘パメラ,村人,張り紙と言うと新刊一覧…ではないみたいね…。旅人さんとはいい戦友になれそうなんだけれど是非お友達になっていただけない？何はともあれとりあえず答えるわね。■1.不定期よ。■2.21：15/21：45■3.やりたい事…この村の可能性を広げたいわね！■4.普段はただの村娘だけれど夏と冬には戦士になるわ！今は夏に向けて準備中よ！ふふっ！
プロローグ,負傷兵シモン,人狼,旅>>15　なんだかものすごく悪寒が………うっ、左足の断面部分が疼く……！？薄い本……なにが描いてあるんだ？（覗きこみ）うわっ！パン屋とヨアヒムがキャッキャウフフしてやがるっ！？おいニコラス、お前こんな趣味なのか……？
プロローグ,旅人ニコラス,占い師,パメラ>>16僕と戦友になってくれるの？わーい！僕はニコラスっていうんだ。君はパメラっていうんだね。よろしくっ夏と冬の戦士、分るよ。あと春もなかなかだね。張り紙が新刊宣伝のポスターならもっと良かったのになぁってちょっと思ってるんだけど、パメラ、君も思わない？
プロローグ,シスターフリーデル,村人,■1.不定期ですわ■2.21:00/21:30この前後なら合わせますわ■3.気分よく楽しめるような村であって欲しいですわ■4.シスター改め、尼僧フリーデルですわ。私の基督教の宗派では同性愛が禁止されていましたの・・・だから改宗しましたわ。それではまた後で来ますわ、菩提薩婆訶。
プロローグ,負傷兵シモン,人狼,修>>19　どうせいあい……？なんだここ！？俺浮いてる！？とんでもない村に来てしまったみたいだぜ……。俺は新しい左足が欲しいだけで、薄い本とかいうのが欲しいわけじゃないんだよ……
プロローグ,旅人ニコラス,占い師,シモン>>17どうしたんだい？（首こてり）[...はやっぱり何かをもぐもぐしている]んんー筋があってこの辺食べにくいなぁ…あ、それ僕のイチオシだよ。この村でも新しい新刊が出るって聞いてやってきたんだ。あ、あとこんなのもあるよつ【ヴァル×シモの薄い本】こっちはもっと苛烈だから注意してみてね？欲しかったらあげるね、それ布教用だから、自宅にあと４冊あるんだ！
プロローグ,旅人ニコラス,占い師,リデル>>19宗教変えまでしたんだね。すごいなぁやっぱり801神の力は偉大だねぇ[...はうんうん、と頷いている]皆へ＞僕も気分良く楽しめる村になって欲しいから、新刊の話はしないでって言われたら止めるよ。だから皆遠慮なくいってね。元々コッソリ楽しむ趣味だし（ﾎﾟｯ///）
プロローグ,負傷兵シモン,人狼,旅>>21　な、なあニコラス……なに食ってんの……？お、俺、お前が怖い…………グスン……ヴぁるしも……？なんだそれ。ヴァルターと俺か？あー、俺ヴァルター好きなんだよなー。宿にこないかなあ（薄い本ペラリ）…………やっぱり来なくていい。【ニコラスは変態だ！】
プロローグ,村長ヴァルター,村人,何か大いなる薄い本に呼ばれた気がした・・・
プロローグ,村娘パメラ,村人,旅>>18ニコラス、よろしくね！確かに春も…というか大小合わせると結局一年中忙しくて休みなんてないわね…村の看板の裏は違ったようだけど宿には一覧があるの。私の一押しはレジーナさんのヴァル×ディー新刊よ！修>>19なんという同性愛への信仰心…！私、感動しました！是非とも一押しの薄い本を教えていただきたいわ！私も旅>>22と同じね。不快だと思ったら遠慮なく言って頂戴ね？
プロローグ,村長ヴァルター,村人,■1.不定期だ■2.仮21:00/本21:30■3.皆で仲良くやろう！■4.大いなる力に引き寄せられた・・・ヴァルターだ。両刀使いだからそこのところよろしく。
プロローグ,負傷兵シモン,人狼,旅>>22娘>>25　よくわからんが、村が楽しければ俺は構わないよ。楽しくやろうな！長>>24　うわわ！来ちゃダメだって！人狼じゃなくて変態の餌食になるぞ！
プロローグ,旅人ニコラス,占い師,シモン>>23うん？干物だよ～美味しいよ？シモンも食べるー？[...はシモンに「あーんして？」]何かシモンのトラウマでもこちょこちょしちゃったのかな…もう遅かったみたいだよ、ほら、ヴァルターって名刺配りながら歩いてきてるね。あと僕変態じゃないよ！ちょっと男同士の友情が行き過ぎた感じで愛とかそういうアァン！なのが好きなだけで普通だよ！
プロローグ,村長ヴァルター,村人,兵>>27なにこのシモン可愛い・・・これが恋なのか？(どきどき)旅>>28明らかな変態COいただきました。ニコラスは変態把握
プロローグ,旅人ニコラス,占い師,パメラ>>25休みなしだねー！うん、体調管理もしっかりして、一緒にがんばろうね！わぁ！僕もそれ好きだよ。結構雑食で色々食べるんだよ～！今度レジーナさんのサークルから買ってみるね！この村にも参加してないかなぁ？ヴァル>>26皆で楽しくだね、僕もさんせーだよ！あとなんか召喚しちゃったみたいだけど、それとなく期待しておくよー（新刊のネタ的な意味で）あとパメラのイチオシもあるから頑張って！
プロローグ,旅人ニコラス,占い師,早くもなにか始まりそうな気配…！僕が隠れてたらもっとネタになることしてくれるかなあ？[...はどきどきしている！]
プロローグ,負傷兵シモン,人狼,旅>>28　あっ……なんだ干物か……ホッや、やだ！あーん……とか恥ずかしいだろ！長>>29　あれー！？どうしてそうなる！？お、俺はお前なんか全然好きじゃないもんね！ほんとだぞ！本気だかんな！（こ、この村やばい……）
プロローグ,村長ヴァルター,村人,旅>>31ニコラス自身に好きなひとはいないのか？可愛らしいんだからモテるだろうに。兵>>32ハハハ、可愛いなぁ君は。そんな風にしてても拒絶しているようには見えないぞ？
プロローグ,村娘パメラ,村人,長>>24自然の摂理にはあらがえませんから。来ていただけて嬉しいわ！旅>>30何か手伝える事があれば遠慮なく言ってね！もしかして趣味まで合うのかな！おすすめとかネタとかあったら是非頂戴ね！レジーナさん来たらいいわねぇ…。どうしましょう、シモンの発言の後に「///」を脳内補完するだけでツンデレさんに…！ヴァル×シモ！あぁ、これは新刊ネタですね、提供ありがとうございますっ！ふふっ…！
プロローグ,青年ヨアヒム,狂人,やっほー、ただいま！なんか凄い穏やかな空気じゃないね…僕はノンケだからね！可愛い女の子が好きな一般男子！■1. 結構まちまちー。■2. 一時間くらい余裕あるといいんじゃないかな？■3. みんなで楽しくね、喧嘩とか僕は嫌だなー。■4. お腹がすいてしくしくしてる。うー、ところで会場？っていうのはこの村になるのかな。聞いた事ないや。
プロローグ,司書クララ,村人,ぶらり一人旅
プロローグ,青年ヨアヒム,狂人,ニコラスが変態なのと、少しヴァルが変なのと、シモンが可愛そうなのと、リデルがおかしな道に片足つっこんでて、パメラが相変わらずなのは把握した！したけど！うー、怖い怖い。オットーにパンでも貰ってこようかなぁ…。
プロローグ,青年ヨアヒム,狂人,あ、クララいらっしゃい！ゆっくりしていってね！>>15>>17ちょっと！その本なに！？ニコラスは後でちゃんと説明し…なくていいや、うん…。さてと、それじゃ寝る前にオットーからパンを貰ってくることにするよ。みんな風邪ひかないようにあったかくして寝てねー。
プロローグ,パン屋オットー,人狼,流石に……この時間にパンは売ってないよ……むにゃむにゃ……zZＺ
プロローグ,青年ヨアヒム,狂人,さてと、オットーの家についたけど…うわ、電気付けたまま寝てる…。手元にはパン…？本当、小さい頃からずっとパンを作ってるっていうのに飽きないよね…まぁ、僕もオットーの作るパンは好きだけどさ。だからってこんな風にしてたら風邪ひくよ！まったくもう…[…は、オットーの背中に毛布をかけた。]ふわぁ、眠いな…家に帰るのめんどくさ…オットーのベット借りちゃおっと。おやすみなさーい。
プロローグ,農夫ヤコブ,人狼,こんばんは、帰宅したばっかりなんでこれだけだけど。
プロローグ,神父ジムゾン,村人,おはよう。なかなかにいい朝だな。朝の勤めを果たしてからまたこよう。
プロローグ,少女リーザ,霊能者,よろしくねー■1、更新前後■2、仮が一時間前／本が30分前■3、楽しくいこーね■4、えっとね、よくわからないけどえっちぃのはめっだと僕は思うな僕もおつとめにいってくるのー
プロローグ,羊飼いカタリナ,村人,めーめー
プロローグ,パン屋オットー,人狼,むむむ、またヨアヒムが遊びに来てたのに気づかなかった。まぁいいか、いつものことだし。そんなことより今日は甘いパンが売れるかなー。女の子がいっぱい来てるね。oO(チョコ貰えるかな。ドキドキ)
プロローグ,少女リーザ,霊能者,>>45 オトさんオトさん、僕はねオトさんが作ったチョコパンがいいなーって思ってるんだ。
プロローグ,行商人アルビン,狩人,おじゃまします。
プロローグ,行商人アルビン,狩人,良いチョコが入荷してるよー。[本命トリュフ][義理クッキー][圏外板チョコ]買取もやってるよ。女の子限定だけどね
プロローグ,パン屋オットー,人狼,>>46 おはようリーザ、僕が焼いたのがいいとか良い子だね！……皆には普通に売り出す物だからあげたことは内緒だよ。[チョココロネ][チョコレートケーキ][チョコチップクッキー]
プロローグ,パン屋オットー,人狼,チョコレートのお菓子も売ろうと思ってたのに商売敵が来たよ。新緑の村だし緑が集まるのは仕方ないか。アルさん、ちょっと形が崩れた焼き菓子とか上手く売れないかな。手作り感が出て一部の女の子が買ってくれそうな気がするんだけど買い取ってくれない？チョコも欲しいけどお金も欲しい！次のG888村かG900村には間違えずに辿り着くように旅費が必要なんだ。
プロローグ,少女リーザ,霊能者,>>49 オトさんありがとー、とってもおいしそうなの作り方教えてほしーなー、来年は僕が作るんだー。>>48 こっちもおいしそー！だけど僕お金もってないから諦めるの。
プロローグ,パン屋オットー,人狼,>>51 じゃあ簡単なココアを入れたホットケーキを一緒に作ろうか。来年までに色々作れるようになって僕にもご馳走してね(なでなでリーザは妹みたいでかわいいなぁ～。
プロローグ,少女リーザ,霊能者,>>52 あう、一緒につくりたいけど今日は僕行くところがあるんだ。だから作り方だけ教えてくれるとうれしーな、来年は期待してね。あとオトさんから貰ったことは皆に内緒なのーわかったのー。
プロローグ,シスターフリーデル,村人,みなさんおはようございますわ。今日はちょっと忙しいのでパンだけ頂いて行きますわ。と、仕事前の読誦タイムですわ仏説摩訶般若波羅蜜多心経・・・
プロローグ,パン屋オットー,人狼,妙>>53そっか、じゃあレシピをメモに書いたからこれをあげるね。火や包丁には気をつけるんだよ。あと最近なんだか変な人が多いみたいだからくれぐれも気をつけるんだよ。修>>54まいどあり～！
プロローグ,村長ヴァルター,村人,みんなおはよう。そうか、今日はバレンタインか。>>48の圏外版チョコとはいかなるものなのだろうな・・・
プロローグ,負傷兵シモン,人狼,おっ！（まともな）人が増えてんな！嬉しいぜ～そいやバレンタインだな。お菓子は甘くて美味しいし……作るのも楽しいし、それを美味しそうに食ってくれたら最高だよなあじゃ、義理置いとくぜーつ[ガトーショコラ][ココアクッキー][生チョコ]
プロローグ,負傷兵シモン,人狼,長>>56　ふつーに義理以下ってことだろ？圏外 板チョコ。ヴァルターには……まあ……ほら……つ[ブラウニー]
プロローグ,村娘パメラ,村人,あら、随分賑わってるわね！世間はバレンタイン一色…でも！今日は「ふんどしの日」でもあるのよ！男性方にはこれをプレゼントするわ。勿論手作りで食べると中からふんどしが出てくるの！ふふっ[ふんどしチョコ]女性陣はこっちを持って行って頂戴ね？頑張って作ったし味は悪くはないと思うのだけれど、どうかしら。食べてくれたら嬉しいわ！[チョコマカロン][ブラウニー][バナナチョコケーキ]
プロローグ,木こりトーマス,村人,緑は友達！我新緑の守護なり！お昼の鳩からだ 仕事が少々滞っている今日のノルマを達成したらまたくるぜ 
プロローグ,パン屋オットー,人狼,兵>>57わぁ～、シモさんありがとうっ！美味しそう。料理上手なんだね。すごいな～。娘>>59パメさんもありがと。ふんどし好きじゃないんで気持ちだけ受け取っておくよ。きっとトマさんとかが喜ぶんじゃないかな。２人にはお返しで[煮干しパン]をプレゼント。試食したりして甘いものばかり食べてるだろうから調理パンの方がいいよね？今日は煮干しの日でもあるんだってさ。
プロローグ,行商人アルビン,狩人,オットー>>50買取は女の子からって言っただろ！( ｀д´⊂彡☆))Д´)・∵.ん、そうだな。「オットーが裸でつくりました」ってキャッチコピーつけてみたらどうだろう？リーザ>>51代金はリーザの未来でいいよ？
プロローグ,行商人アルビン,狩人,村長>>56圏外「板」チョコだぜ？素材の味を生かしたチョコだね。パメラ>>59このふんどしチョコを装着するとべったべたに…アッー！そしてトーマスが森の妖精なのを確認したよ。
プロローグ,少女リーザ,霊能者,>>57 あっシモンさん…これどうぞバレンダインチョコです つ[チョココロネ]えへへ、手作りなんだよ！パン屋さんからレシピ聞いて一生懸命作ったんだよ。もらってくれる//？oO{えへへ、(オトさんの)手作りなんだよ！パン屋さんからレシピ聞いて(聞いただけ)一生懸命作ったんだよ(オトさんが)。…嘘はいっていないよねー、それにオトさんから貰ったことも内緒なのー}
プロローグ,シスターフリーデル,村人,休憩中に鳩飛ばしーちなみにわたくし、殿方同士の絡みが大好きですが、それと同じくらい女子同士の絡みも好きですわ。・・・もしそのような事でお悩みになっている子がいらっしゃるなら是非私にご相談下さい。ふふふっ。
プロローグ,シスターフリーデル,村人,あとカップリングはヤコブ×ヴァルターが好きですわ。それではまた夜に。願我身浄如香炉、願我心如知恵火・・・
プロローグ,少女リーザ,霊能者,>>62 よくわからないけどアルさんからえっちぃ感じがするからいらないの…>>55 オトさんわかったのー気を付けるのー>>59 パメお姉ちゃんのチョコバナナおいしいのー、ありがとー。ペロペロ>>60 トマさんトマさん、チョコの木ってどんな木なのー？
プロローグ,パン屋オットー,人狼,商>>63痛ッ！ケチー！こんなのどうせ誰が作ったかわからないんだし買い取ってくれたっていいじゃん。……ほ、本当にキャッチコピーだけで形の崩れたパンが売れるのかな。でも裸っていうのは恥ずかしいよう。[ちょっと失敗しちゃったけど買ってね(裸にエプロンで作りました)]こんな感じか？売れるといいな。妙>>64 ハッ！(これって　長→兵←妙　ってこと？ぼ、僕は何も見てないよ。リーザ頑張れ～)
プロローグ,村長ヴァルター,村人,兵>>58.οΟ(可愛いっ！なにこの子超可愛い！)あ、ありがとうシモン。ありがたく食べるよ。娘>>59ありがたくいただくよ。ただふんどしはちょっと・・・な商>>63おお、うっかり陣営なとこを披露してしまった。なるほど。
プロローグ,旅人ニコラス,占い師,何かが始まりそうだったから隠れて見ていようとしたら寝ちゃってたよＣＯヴァル>>29僕変態じゃないよぅー！！>>33好きな人…ぅうー好きなカプはあってもまだ僕は好きな人には出会ってないのかも…シモ>>32アーンって恥ずかしいの？おかしいなぁ、薄い本で良く見るし、普通のことだと思ってたよパメ>>34わあ！趣味合いそうだね！この村での開催が終わったら次の開催地へ遠征にいこ？
プロローグ,旅人ニコラス,占い師,ヨア>>38本みたい？あれ、これはダメ？じゃぁまってて！もっとイイの探すから[...はカバンごそごそ]ヨア×オト組>昨晩はお楽しみだったようで（お泊りフラグ！しかも>>40で幼馴染フラグ。>>45「また」という事は日常的にお泊りがねちゃった間に人一杯になってたね！クララ、ヤコ、ジム、リズ、リナ、アル、トマ宜しくね！[アンケートないけど名前分ったよ！僕もエスパーになれるかも！]
プロローグ,仕立て屋エルナ,村人,服だけじゃなくてカップリングも仕立てあげるよ
プロローグ,仕立て屋エルナ,村人,議題回答はまた後でするね、何故か緑色の服の注文がたくさん入ってきて大変なのさ。
プロローグ,負傷兵シモン,人狼,屋>>61　そ、そんなことないぞ、照れるな……オットーも料理上手だよな！（パンもしゃもしゃ）妙>>64　おっ！ありがとなー！（もぐもぐ）むぐ、めちゃくちゃ美味しい。リーザも料理上手なんだな～旅>>70　お、俺は恥ずかしいの！ばか！……ん、じゃあ、俺がニコラスに「あーん」してやろうか？やる方なら口に運ぶだけだし……
プロローグ,負傷兵シモン,人狼,お、エルナか、いらっしゃいフルメンだぞーやったな！今日始まるな
プロローグ,羊飼いカタリナ,村人,■⒈夕方ぐらいから■⒉仮→日付変更の1h前・本→30分前■⒊突然死ダメ、ゼッタイ■⒋シモンはツンデレ…？リナ覚えた！       ｜ミ＜シモ×ニコー！！！
プロローグ,行商人アルビン,狩人,オットー>>68まっぱより裸エプロンの方が変態臭が増すね。よし、それでいこう！村長>>69村長のうっかり陣営把握したよ。きっとそのうち視点漏れしてくれるだろうから処理は放置しよう。
プロローグ,行商人アルビン,狩人,リーザ>>67知ってるかい？おとこはみんなえっちぃんだぞ？「エッチ」より「えっちぃ」のほうがえっちな雰囲気なんだがリーザわかってて言ってるの？…本当は俺はこんな変態になるつもりはなかったんだ。ここから俺は紳士になるからな。↓ここからアルビンは紳士です↓
プロローグ,シスターフリーデル,村人,男はみんな狼・・・男性ロラですわね
プロローグ,負傷兵シモン,人狼,商>>78　それ、ダウト。アルビンは魂レベルで変態で、……え、……えっち……ぃ（小声）　　だろ！！！……まともなのはリーザだけ……？俺はツンデレでもないし、ツンツンでもデレデレでもない！ただの変態に左足を食われた被害者だ。食った変態を探してる。昔から変態に縁があって……左目も食べられた。
プロローグ,パン屋オットー,人狼,商>>77やっぱりこのキャッチコピーおかしいんじゃん！変態とかやめてよー。アルさんとは関わらずに地道に商売していこう。兵>>80変態に食べられるって怖過ぎる！！！シモさん優しくて料理上手で照れ屋さんで可愛くて良い人そうだから狙われるんじゃないかな？僕もシモさんがいてくれると、とっても安心するよ。(なによりも変態のタゲを全部引き寄せてくれてるから助かるー)
プロローグ,少女リーザ,霊能者,>>80 シモさんダウトーシモさんはかわいいツンデレなんだよ>>エル姉ちゃんだーこれでフルメンだねー、新しい緑にふさわしいのは実は僕なんだよー他の緑は古い緑(濃緑)なのさー
プロローグ,行商人アルビン,狩人,リデル>>79な、そんな、男をかたっぱしから捕まえてなにをするつもりなんだい…！？僕…こわいっ！シモン>>80君は生悪説を信じるのかい？僕は生まれたときから変態なひとなんていないし、そう…、綺麗は＼つくれる！／オットー>>81そうだよね！裸エプロンなんてはれんちだよね！
プロローグ,行商人アルビン,狩人,オットーが裸エプロンキャッチコピーを採用していたときのレア写真はばっちり撮ったよ。記念にしておくよっ
プロローグ,負傷兵シモン,人狼,屋>>81　パン屋も気をつけてくれ。多分この村にも二、三人は食べる系の変態がいるはずだ……！……あとな、そういうこと言うのやめてくれ、照れるってか、恥ずかしいから。恥ずかしい。まったく。妙>>82　あれ……リーザ、まとも……？商>>83　お前これみろ>>84変態だ。間違いないパン屋にはアルビンっていう変態がついてるなーあー大変だなー頑張れー（棒）
プロローグ,パン屋オットー,人狼,商>>84綺麗な行商人になったかと思ったけどやっぱり悪徳商人のままだった。べっ、別にキャッチコピーは文字だけだし、実際に裸エプロンになった訳じゃないから全然恥ずかしくないし。……うぅ、写真とかやめてよー。兵>>85うわーん、助けてよー。変態はシモさんの専門分野なんでしょ？ね？
プロローグ,負傷兵シモン,人狼,屋>86　なんでだよwwwww冗談！俺はもう変態に食べられるのはごめんだ！アルビンとお幸せに。ほら、ニコラスやらパメラやらエルナやらフリーデルやらカタリナさんやらなら、薄い本がどうとか、アル×オトとか言って喜ぶんじゃないかな。（需要多いな……）
プロローグ,パン屋オットー,人狼,兵>>87やめてよぉ！！！！！！(迫真)僕、シモさんと違って女の子が好きな人だから野郎はノーサンキューなんだよ！そういえばこの村に普通の女の子いないのかな……リーザ以外は全員腐ってるの？
プロローグ,羊飼いカタリナ,村人,>>87この村は変態しかいないと思うんだよねーエルナ>>72カップリングも作れるんだ・・・！！
プロローグ,仕立て屋エルナ,村人,■1. 不定期！だけど20時以降は大抵いる。■2. 仮21:15 本21:45■3. リーザちゃんやリデルお姉様の採寸…とかちょっとしてみたいなー、なんて///■4. バレンタインの贈り物にチョコレート色のふんどしはいかが？(便乗商法)
プロローグ,仕立て屋エルナ,村人,シモンさんはきっと変態だと思うよ。兵士だからそれなりに強かっただろうし、変態なんてその気になれば返り討ちだと思うの。だから変態に食べられたのも同意の上での特殊なプレイだったんじゃないかな？
プロローグ,村長ヴァルター,村人,商>>77放置やったね。これで心おぎなくニートできry いつのまにやらフルメンか。よろしく頼むよ。
プロローグ,木こりトーマス,村人,まだ鳩だ＞＞アルビンよく正体を見抜いたな流石緑なだけあるぜ＞＞リーゼ チョコの木と言うのはバレンタインの日のみ実を付ける伝説の木なんだ  気持ちを思いながら木に手当てて願うだけで実るという 中身はありとあらゆるものが出てくるが本人の気持ちを次第という訳さおっと斧の切れ味がいまいちだ砥石もあと一回くらいしか使えないか明日の仕事に差し支えるから研いでからくるぜ 
プロローグ,負傷兵シモン,人狼,屋>>88　……おいおい俺と違ってってなんだよ！？！？えっ……？ちょっとまてどの発言から取った（真顔）服>>91　……お前、その設定萌える？（震え声）世の中には俺より力の強い女だっているんだぞ。それにな、兵士だからこそ変態といえど一般人は傷つけられないんだ。そう……たとえ……眼球を舐められようが……足を触られようが……
プロローグ,村長ヴァルター,村人,兵>>94それはフラグですか回収しろと、あれやそれやをしていいというあれか。でででもそんな非常識なこと一応村長だからできないんだ私はどうしようシモンが可愛い(ぶつぶつ・・・)
プロローグ,仕立て屋エルナ,村人,リナ>>89カップリングは作れるんだよー。材料は確か水35リットル、炭素20kg、アンモニア4リットル、石灰1.5kg…って間違えた、これ違うやつだ。強い意志と信じる心がカップリングを創るんだってお婆ちゃんが言ってたの。
プロローグ,少女リーザ,霊能者,>>93　オトさんありがとー！そ、そんな木だったのかー>>94 シモさん…なんだか弱気で優柔不断っぽくて鈍感で…とっても可愛いのなんか物語の主人公みたいなの…なにをそんなに怯えているの？>>90 なんかエル姉さんからアルさんと同じにおいがするのちょっと怖いの
