プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,少女リーザ,村人,最近噂の人狼さん？ほんとにいるの？
プロローグ,ならず者ディーター,村人,そんな夢や御伽話じゃあるまいに･･･人狼なんているわけねぇだろ？
プロローグ,少年ペーター,占い師,こわいよー、人狼だなんてこわいよー。
プロローグ,村娘パメラ,村人,狼こわいよー。
プロローグ,少年ペーター,占い師,おいしいよー、スイカバーおいしいよー。こんな時間に食べたらお母さんに怒られちゃうけど食べちゃったよー。ふぇぇ･･･。あっ、宿の入り口に回覧板があったから置いておくよー。■1.コアタイム■2.仮/本決定の時間■3.やりたいこと/やりたくないこと■4.自己紹介
プロローグ,負傷兵シモン,人狼,お、俺は狼なんて怖くないぞ！［しかし足は震えている］
プロローグ,少年ペーター,占い師,■1.22時頃～かな。日中も不定期にいるよ■2.仮24:15/本24:45くらい■3.みんな楽しくできたらいいなー■4.スイカよりスイカバーが好きだよ！みんなよろしくねー。今日みんな集まるかなぁ？みんなの分も置いておくよ。よかったら食べてね！つ[スイカバー][メロンバー]
プロローグ,少年ペーター,占い師,わ、さすがシモンお兄ちゃんだ！頼りにしちゃうよ。よろしくね！
プロローグ,負傷兵シモン,人狼,少年、議題をありがとう。[スイカバー]かじりながら答えよう。■1．不定期。更新前後は鳩になるかもしれんが、立ち会うようにはする。■2．仮24:15／本24:45■3．皆が楽しく／暴言・凸死は悲しいな■4．こ、この村は俺が守る！［しかし足は(ry)］ペーターよろしくな！(チキンがばれないように頑張ろう)
プロローグ,パン屋オットー,村人,パン屋だよー。
プロローグ,パン屋オットー,村人,日誌はこれかなー■1 不定期だねー。基本鳩で覗き放題だよー■2 本30分前 仮60分前かなー。■3 のんびりまったりだなー。凸病死はいくない！！■4 ガリガリ君もおいしいよ！！パン屋だけどバイトだよ。。。
プロローグ,ならず者ディーター,村人,おう少年、そのスイカバーありがたくいただくぜ、わりぃな。議題回答だ■1.22：00頃が一番話せるが、日によって変わるかもしれねぇな。■2.仮24:15／本24:45ごろかな。■3.こういうゲームだが楽しく行こうぜ！/凸死はしないように頑張るぜ･･･。■4.どんな立場になっても戦い抜くぜ！みんなよろしくな！
プロローグ,村娘パメラ,村人,メロンバー派です。■1.不定期で基本鳩だよ。■2.仮2415 本2445■3.みんなでたのしむ。■4.がんばるよー。みんなよろしくねー。
