プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,農夫ヤコブ,狂人,あいや〜、ゲルト先生。人狼デマでスカ？肥料にしちゃろ思てたアルよ。スッカリがっかりね。
プロローグ,木こりトーマス,村人,1年中雨降りの村はここかー！(ｶﾞﾗｯ
プロローグ,木こりトーマス,村人,無事入ったところで、ひとつ提案したいことがある。【600村を記念して、初日全員狂人COしないか？】
プロローグ,農夫ヤコブ,狂人,お。コレ宿帳アルね。雨で濡れてよくワカラナイ。問題ない、農夫にマカセロ。＿φ(‾ー‾ )Ψ□5.あなたのカサは何色でスカ？□6.雨止めの呪文をヒトコト？
プロローグ,木こりトーマス,村人,やり方は簡単！夜が明けたらみんなで「狂人CO」して後はサクッと忘れるだけ。狩COや狼COみたいになりきる訳じゃなし、あとは普通にガチ村に元通りだ。むしろ引っ張るとノイズになるんで狂人CO自動解除みたいなモンで。つまり夜明けに「始まったね。みんなよろしくー」と言うところを単に「狂人CO！」に直しただけだな。推理の邪魔にはならず、みんなで楽しみたい。それを目指してこれを提案した。
プロローグ,木こりトーマス,村人,全員狩COや狼COは、その後もずっとその状態を継続させて、村人全員が視点やらなんやらで推理がややこしくなったりするよな。だからこの狂人COは【第一声のみであとは解除】を念頭に置いたんだ。解除・忘却なんだから視点変更もなにも関係ない。あれだ、2日目に第一声でみんな「げ　げるとー(棒)」って叫んであとは完全忘却してるだろ？あれぐらいの忘却っぷりで充分。つまりただのあいさつだな。
プロローグ,木こりトーマス,村人,例；A「始まったね。【狂人CO！】ご主人様ドコー？」B「なにを言うか。【狂人はおれだ！】というか狼を炙るんじゃない！」C「ついに狂人騙りが現れたか。だが残念だったな。【狂人は私だ】」（COし終わった人から自動解除）～数10分後、そこには元気にいつも通り議論をする村人達の姿が！～
プロローグ,木こりトーマス,村人,占霊に関しては、ギドラにするとややこしいんで狂人COから【狂人撤回】【占CO】(または【霊CO】)これを全能力者候補がきちんとやれば有利不利も生まれないんじゃないだろうか。
プロローグ,少女リーザ,人狼,前々から思ったんだけど、狼にだけコードネームがあるって言うのがうらやましい～素村もコードネーム欲～し～い～
プロローグ,木こりトーマス,村人,これをやるメリットは、「ちょっと楽しい」「盛り上がるとうれしい」「かつ後の推理議論に引っ張らない(重要)」だな。全員の協力が必要なんで、反対の声があがってたらこの提案は無しでいい。■７．初日全員狂人COに賛成or反対orどっちでもいい夜明けまでにまた覘くから、賛成か反対かおまかせ(どっちでもいい)か、議題回答で答えてくれ。
プロローグ,農夫ヤコブ,狂人,おはようトマスさん早いアルね！狂人COは珍しソウ。農夫見たコトないね。全員狂村ギドラって感じなるアルか？
プロローグ,少女リーザ,人狼,■1.コアタイム■2.コードネーム■3.仮/本決定時間■4.やりたいこととか□5.あなたのカサは何色でスカ？□6.雨止めの呪文をヒトコト？■7．初日全員狂人COに賛成or反対orどっちでもいい□8.自己紹介□9.600回目への豊富□10.＼(^o^)／
プロローグ,旅人ニコラス,村人,すみません、酷い雨に降られてしまい、休める場所を探しているんですが…。
プロローグ,農夫ヤコブ,狂人,リザさんオハヨ！トマさん、理解したアルよ。推理には反映させないノネ。良いと思う。ケド、ワタシ夜明けすぐは来れないかも。初日狂COはありえないから、初日の途中で【狂CO】入ってもみんなノーカンね？
プロローグ,木こりトーマス,村人,農>>12ヤコブも早すぎるｗｗギドラだと「ややこしい！」って人がいると踏んで「狂人CO」→(全員自動撤回)→「あとは素村or能力者として普通にプレイ」だ。視点変更する必要もなにもないぞ！占霊はノイズ除去が特に大切とふんで対抗全員「撤回CO」を入れてるが、これも別にいらない(撤回なしでも推理に含めない)ならそれでいいしな。狂霊or狂占ギドラ防止のための策だ。
プロローグ,木こりトーマス,村人,農>>15ヤコブとすれ違ったなｗうん、そういうことだ。妙>>10全員狂人COすれば、きっと狼がCNを考えてくれる！次々入ってくるｗさすがキリ番村。喉も時間もやばめなんで、一旦抜ける。また覘きに来る。
プロローグ,少女リーザ,人狼,>>13の回答ね～■1.夜■2.クロノジェル■3.23:30/0:00■4.潜伏村人ｗ（ネタ）□5.マジョラー□6.ロージ・マネージ・マジ・ママルジ■7.どっちでもいい□8.僕は天空聖者、記念すべき600回目に現れた時の使い手だよ□9.楽しく悲しい灰の殴り合いを～　□10.オワタ
プロローグ,旅人ニコラス,村人,おや？お嬢ちゃん、これ宿帳ですか？変わってますね。■1.20時～24時。日によって多少前後します。■2.>>17の様に狂人COしたら狼が考えてくれるかな？でも12人分は大変そうだね。■3.23：15/24：45■4.仲良く楽しくやりましょう。□5.傘は持ってません。雨が降ったらやむまで雨宿りです。□6.オテンキデモカササシテ
プロローグ,旅人ニコラス,村人,■7．楽しそうですね。推理の邪魔にならないのならやってみたいかも。□8.幼い頃に生き別れた両親と兄を探して旅をしています。思わぬ雨で足止めをくらってしまったけど、この村で何か手掛かりが見つかるといいな。□9.600とは全然関係ないけれど、良い村にしたいね。個人的には600回目の発言を狙ってみようかな。□10.ごめんね、どう言う意味？雨が落ち着いている間に情報収集に行ってきます。また後ほど
プロローグ,神父ジムゾン,人狼,こ、こんな誰が狼かもわからないような村にいられるか！私は帰るぞ！　故郷の一族のもとに帰って、還俗した後に結婚するんだ。
プロローグ,村娘パメラ,村人,おはよー【狂人co】ボクも狂人だ！とりあえず挨拶だけして、また夜にくるね。
プロローグ,パン屋オットー,人狼,雨…止まないね…雨が止むまでパンは作るな、ってじいちゃんの遺言で言われてるから…ふふごめんね…
プロローグ,羊飼いカタリナ,村人,祝、600村！
プロローグ,羊飼いカタリナ,村人,ごめん、覗いたら埋まりそうだったからエントリーだけしちゃったの。議題回答はまた後でやるね。
プロローグ,パン屋オットー,人狼,■1.夜は22時過ぎちゃうことあるかも…ごめん。昼も来るから許して…■2.レイン■3.任せるよ■4.楽しく気合い入れて殴り愛しようね…ふふ□5.レインコート派だよ…何でって？目立つじゃない…ふふ□6.雨が止んだら…僕、パンを作るんだ…■7．楽しそうなので賛成…
プロローグ,神父ジムゾン,人狼,■1.主に夜かな。ちょっと昼と分散する可能性あるけど。まあ、不定期って答えておくのが一番無難。ていうか故郷に帰るからかんけいないしー。■2.狂人のCNは名乗ることに意味があるんじゃない。呼ばれることに意味があるんだ。——などと言ってみる。■3.23：00/23：30くらいかな■4.初日ゲルト占い（ネタ）□5.私の腹と魂のように清く正しく淀みない黒い傘。議題多すぎるｗ
プロローグ,神父ジムゾン,人狼,□6.雨、止むなよ？　絶対止むなよ？■7.どっちでもいい□8.聖遺物の探索にこんな辺境の村にまで派遣されて来てみれば、この人狼騒ぎですよ。ぷんすか。まあ、お仕事は終わったので大手を振って帰れるのですけどね。あとは野となれ山となれ。遠くて安全な地から、この村が今後どうなっていくのかをお酒でも片手にのんびり見物すると致しましょう。HAHAHA□9.いい村になるといいね。□10.／(^o^)＼
プロローグ,パン屋オットー,人狼,□8.雨が止む事を期待してパン屋の看板を掲げ続けてるオットーだよ…ふふ□9.>>600はこのオットーが頂いたぁ！はーっはっはっはっは……はっ…？僕は…今一体何を…□10.／(^o^)＼折角のキリ番村だ…突然死や暴言は無いといいな…殴り愛と暴言や意地悪は違うからね…殴られても僕は泣かないよ…ふふ僕の話し方がウザかったら言ってね…泣かないから…ふふ
プロローグ,少女リーザ,人狼,おっと>>29突然死の確立は3分の1らしいよ。さて、僕も出かけます～夜に又会いましょう。
プロローグ,シスターフリーデル,村人,おはようございます！600村に狂人COなんて楽しそうですね。いつもニコニコあなたの隣に這いよるシスターフリーデルですっ。リデルとお呼び下さいねっ♪
プロローグ,負傷兵シモン,狩人,やは、シモちんだよみんなのシモちんが雨降りお天気をハレハレピッカーに変えちゃうのですよそして、みんな紫外線でしわくちゃ老人になっちゃうのだ＞＜
プロローグ,負傷兵シモン,狩人,わお！シスターなフリーデルを発見！やはー、リデるん元気ぃ？
プロローグ,シスターフリーデル,村人,シモちんさんおはようございます！元気ですよっ♪シモちんさんはお怪我の具合はいかがですか？リデルは消毒が得意ですよっ。
プロローグ,負傷兵シモン,狩人,ん？ん？アンケートかな？シモちんのプライベート知りたいなんてみんなやらしー■1.だいたい夕方から夜なのですよっ■2.スカイがいいなー。晴れたお空が好きなのですよっ■3.お任せですよっ■4.楽しいことならなんでもおっけー□5.カラフルな虹色カラーですよっ
プロローグ,負傷兵シモン,狩人,□6.雨雲に向かって大砲ドッカンすれば雨も晴れるんじゃないかなっ■7．あはは、みんなきょーじーん。楽しいじゃん□8.事故ってドッカンバッキンガッシャーン！…あれ事故紹介じゃなかった？□9.600回だし>>600はシモちんが頂くのですよっ□10.オタワ？
プロローグ,シスターフリーデル,村人,■1.22:00～　他も不定期にこれますよ■2.CNは狼さんに決めて頂きたいですね///■3.23:30/24:00■4.みんな楽しくが一番ですね♪□5.純白ですよ。□6.ばるす■7.後に引っ張る訳でもないみたいですし、楽しそうだと思いますよ♪
プロローグ,シスターフリーデル,村人,□8.神父が故郷に帰るなんて言っているので寂しいのです。教会にはまだまだお仕事も残ってますし神父の作ったお仕事も残ってますし、ええ帰しませんとも、帰すものですか～～。□9.600村ですし、>>600はリデルのものにしたいですね♪□10.れっつ＼(・ω・)／にゃー！ふぅ。これで全部記入できたかしら？ではそろそろ出かけますので、また後ほど。
プロローグ,負傷兵シモン,狩人,>>34リデるんリデるん、消毒が得意ならこのケガの治療をおねがいしちゃってもいいかなっ？ちなみに、このケガは戦場じゃなくただの事故なんですよっ。
プロローグ,負傷兵シモン,狩人,と思ったら、リデるん出かけちゃった…入れ違いなっちゃった…むー…ひまひまひまぁー。シモちんも出かけるのですよっいってきまぁ！
プロローグ,農夫ヤコブ,狂人,ちょと目を離してる間にシモちんまでで11人⇒狂人出現把握シタ。やったねトマさん！みんな、よろしくアルよ！■1.夜メイン不定期ネ■2.組合員■3.23:15/23:45■4.ほんわか殴り愛。
プロローグ,農夫ヤコブ,狂人,□5.当然ヤコブラック！でもヤコブルーやヤコビリジアンも捨てがたいネ！□6.夏がカミング、水着ギャルがスイミング！■7.サンセー！マンセー！□8.梅雨は農家のノウカンキ！農夫のOFF！□9.農狂組合設立するネ！□10.＿φ(‾ー‾ )Ψ ﾉｳﾌﾆ ﾏｶﾁｪﾛ
プロローグ,仕立て屋エルナ,霊能者,皆さん、ごきげんよう。
プロローグ,仕立て屋エルナ,霊能者,■1.不定期です。寝落ち警報発令中です。■2.募集中です。■3.夜明けまで30分の余裕が欲しいです。■4.ガサツな地が出ないよう気をつけたいです。お母さんにいつも叱られているので。□5.黒です。□6.雨とは降りやまぬもの、自然に任せましょう。■7.どちらでもよいです。□8.淑女を目指します、エルナです。□9.淑女のまま生き、淑女のまま死にたいです。□10.＼(^o^)／
プロローグ,旅人ニコラス,村人,こんにちは。賑やかになってきましたね。お昼ご飯を食べに戻ったんだけど、女将さんは居ないのかな？せっかく屋根がある所で休めるんだから、何か温かい物が食べたかったんだけど。
プロローグ,農夫ヤコブ,狂人,っ[ヤコブロッコリー]っ[ヤコビニールハウストマト]っ[ヤコブドウ]
プロローグ,パン屋オットー,人狼,やぁニコラス…僕の料理で良かったら食べて行くかい…？［焼肉定食］［野菜炒め定食］［ハンバーグ ライス付］［西京焼き定食］
プロローグ,旅人ニコラス,村人,ヤコブさん、オットーさん、ありがとう。トマトと野菜炒め定食を頂きます。野菜炒めの野菜もヤコブさんが作ったのかな？どちらもとてもおいしいです。ごちそうさまでした。お腹もふくれたし、また情報収集に行ってきます。
プロローグ,宿屋の女主人レジーナ,村人,うへーっ
プロローグ,宿屋の女主人レジーナ,村人,■1.21:00-25:00早寝な事も。夜明けいなかったらごめー！■2.オットー■3.時間お任せ～■7.面白そうだから賛成しとこっ
プロローグ,宿屋の女主人レジーナ,村人,西京焼き定食.......こそこそもぐもぐ
