プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,パン屋オットー,人狼,２０ｘｘ年世界は人狼による恐怖に包まれていた。しかぁし！希望が潰えたわけではなかった！これはとある村から現れたHERO達の戦いの記録…その序章である…
プロローグ,パン屋オットー,人狼,とうっ！仮面ライダーPここに参上！PはパンのPであってパンツのPではないことをここに宣言するよんじゃちゃちゃっと寝るけどパンだけ置いてく【アンパン】【スカシカシパン】【ホットドッグ】【ソルティドッグ】【縞パン】
プロローグ,パン屋オットー,人狼,そうそう忘れてたこれをはっとかないと万が一、人狼や怪人の襲撃の際にHEROとして皆をことができなさそうだ■１.宿に来れる時間（参加可能時間）■２.怪人を探す時間（本仮決定希望時間）■３.活動方針（投票COなどのやりたいこと）■４.自分がどのようなHEROなのか（自己紹介など） HEROじゃない良い子達も一応回答してくれるとさらに僕らHEROが動き易くなるから答えてほしい
プロローグ,パン屋オットー,人狼,新米HERO（初参加）の諸君はこれも読んでおいて欲しい【突然死ダメ絶対】HEROとして守るべき子らを残して逃げてはいけない（一日一回の発言を忘れずに）【初参加は言わないで】これを言うと自分の職業がばれてしまうのでな（メタ推理はつまらない）【役職希望は内緒に】HEROは自分の素性を明かさないものだ（これもまたメタに）【TOPの禁止事項は守る】ルールを守って活動するのがHEROってものだろう？
プロローグ,パン屋オットー,人狼,以降わからないこと、困ったことがあったら下のHEROとしての心得をよく読むように…色々と書いてあるぞ！【http://wolfbbs.jp/】■１．夕方過ぎから深夜、あとは覗く程度■２．【仮2230】【本2300】■３．全員でHEROをCO（ネタ）あとはとくにない（ガチ）□４．仮面ライダーPはあなたを守るために人狼と戦っています応援にはパンがつくものを。必殺技はライダーパン
プロローグ,パン屋オットー,人狼,それじゃあちょっとショッカーの残党を成敗してくるからまたくるさっ！ｻｻｯ!
プロローグ,パン屋オットー,人狼,[…は首に赤いマフラーをして走り去っていく][よくわからない素材のベルトを机の上に置いたまま]
プロローグ,村娘パメラ,人狼,HEROなんているわけないじゃん。みんな大げさだよね。
プロローグ,村娘パメラ,人狼,と、見せかけてアタシは「一人でパメキュア」のキュアスカーレットッ！吊り縄でできた鞭を使って人間には恥辱の快楽、人狼には地獄の苦しみを与えるわっ！・・・アタシSMよりBLのが得意なんだけどｗオットー＞パン頂くわっ、最後のパンは変態くさいから気になるわね。誰か食べないかしら・・・
プロローグ,旅人ニコラス,狩人,ふむ。仮面ライダーPの最後の変態パンツは臭いのだな。φ(｀д´)ﾒﾓﾒﾓ...
