プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,シスターフリーデル,占い師,や、やっと宿につきましたの…お部屋、空いていますか？あと…その…入り口の前に、男の人が…いきなり「踏んでくださいﾊｧﾊｧ」って言われたので、驚いて思いきり踏みつけてきてしまったのですが…大丈夫でしょうか…後で回収するなり捨てるなりしてきたほうがいいのかしら…え？いえ、なんでもありませんわ。うふふ…
プロローグ,シスターフリーデル,占い師,あら、宿帳…ですか？ふむふむ…■1.主な参加時間■2.仮決定/本決定の時間希望■3.やりたいこと、やりたくないこと□4.自己紹介などこのようなことが書いてありますわね。
プロローグ,シスターフリーデル,占い師,■1.20:00～24:00あたりは、基本的に居ると思います。お昼頃も、鳩を飛ばす程度なら可能ですわ。■2.仮22:15　本22:45　あたりでいかがですか？ただ、大体の時間は確認はできますので、いつでも大丈夫です。■3.特にありません。事前に準備が必要な策については、デリメリの説明と、皆様の理解があれば喜んで、ですね。
プロローグ,シスターフリーデル,占い師,□4.各地を観光…じゃなかった、巡礼をしている、フリーデルですの。雨風が強く、しばらくの間は旅を再開出来そうにありませんから、天候が良くなるまでこちらにお世話になろうと思います。あ、もちろん宿代はきちんと払わせて頂きますわ。雨に濡れてしまったので、お風呂に入ってゆっくり休もうと思います。入り口に居た方は…ええ、まあ放っておきましょう。放置プレイです。きっと彼もその方が嬉しいはずです。
プロローグ,旅人ニコラス,村人,え？集合ですか・・村長やレジーナは当然いるとして、ヤコブやディーターや羊飼いとかもくるのかな？珍しいメンバーが集まりそうだ。
プロローグ,旅人ニコラス,村人,ざっくりと■１朝夜更新時間あたりには必ずいます■２仮２２：１５本２２：４５■３柔軟に対応しますが特には。
プロローグ,旅人ニコラス,村人,とりあえず旅の疲れもあるので、宿の温泉でも入らせてもらおうか。サウナ付き？　よし　これは一日三回は温泉だな。 
プロローグ,羊飼いカタリナ,村人,お呼びにあずかり、参上だメェー人狼？カタリナだけに、かったりーな・・・なんてね
プロローグ,羊飼いカタリナ,村人,■1.20:00～24:00■2.本22:45／狩22:15■3.特にありません□4.羊は草食なんですよ、人肉なんて食べませんよ？
プロローグ,木こりトーマス,村人,人狼ですか？物騒な話ですね。
プロローグ,木こりトーマス,村人,■1．20：00（前後する可能性大）～24：00■2．仮：22：20、本：22：45■3．特になしってことで
プロローグ,木こりトーマス,村人,□4．樵のトーマスです、パワーには自身があります。突然死なしの健康な村を作りましょう。そう、たとえば私のように毎日ラジオ体操と、腹筋、背筋、スクワット、腕立て伏せを50回ずつ、ランニング２ｋｍをこなすとか、
プロローグ,負傷兵シモン,狩人,呼ばれなかった寂しい
プロローグ,負傷兵シモン,狩人,鳩なんで、議題云々はまた後で～
