プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,村長ヴァルター,村人,人狼なんているわけないじゃないか（平和ボケ
プロローグ,旅人ニコラス,村人,人狼なんているわけないのです。今まで見たこともないのですよ。
プロローグ,旅人ニコラス,村人,さあて、私はこれを置いて少し村の散策に行くですよ。住人の方へお願いしているアンケートです。■１コアタイム■２ 仮決定/本決定の希望時間■３ やりたいこと/避けたいこと□４ 自己紹介…とか
プロローグ,村長ヴァルター,村人,ふむ。旅人さんに感謝、だ。取り敢えず私も記入しておくか。■1.フテーキ■2.23:15/23:45■3.ルール違反無く楽しく行こー□4.皆ご存じダメ村長のヴァルターだ。今期で任期満了だから…立候補したい人は早めに考えておくように。ついでに隣村の村長に貰った資料でも置いていくか…
プロローグ,村長ヴァルター,村人,～よく使う用語～まとめサイトの　http://wolfbbs.jp/%CD%D1%B8%EC%BD%B8.html　からの抜粋●：占い第一希望　○：占い第二希望▼：吊り第一希望　▽：吊り第二希望■：議題　□：答えなくてもいいネタ議題★：質問　☆：回答【　】：…宣言や決定など強調したい発言。[]：ロールプレイ上で食べ物等アイテムを出す時、またト書き時に使用。＠＋数字：残りの発言数
プロローグ,村長ヴァルター,村人,CO：自分が能力者であることを公表すること。FO：フルオープンの略。初日に占い師も霊能者もCOすること。GJ：グッドジョブの略。「よくやった！」的な意味。主に狩人の護衛成功を指す。LW：ラストウルフの略。最後の狼。SG：スケープゴート。狼が自分の身代わりに吊らせる村人GS：グレースケールの略。自分以外の村人を、白っぽい(村人っぽい)人から黒っぽい(人狼っぽい)人まで順に並べたもの。
プロローグ,村長ヴァルター,村人,斑：占ｏｒ霊の判定が白と黒に分かれた人のこと白：村側の人黒：人狼灰：人間か人狼か分からない人物われていない人ライン：狼同士のつながり。幻想という噂も 箱：パソコン鳩：携帯電話などの外出先からの参加手段
プロローグ,パン屋オットー,村人,人狼なんているわけ無いよ。お腹が減ってるからそんなこと考えるんだね。■１　22:00~24:00■２ 　多数派にお任せします■３ 　議論にできるだけ関わっていきたいですね/当たり前ですが突然死は避けたいですね□４　パン屋やってます。うちのあんパンは全部つぶあんだよ！店を開けなきゃいけないから夜まではこれないな。じゃあまた後で。
プロローグ,村長ヴァルター,村人,まとめサイト　http://wolfbbs.jp/これで資料は全部だ。まとめサイトは「マナー・禁止行為」だけでも熟読しておけば、みんな幸せになれる筈だ。さて…私も見回りに出掛けるかな**
プロローグ,旅人ニコラス,村人,横に私の回答を置いておくです。■１22:30～0:30　お昼も鳩から覗くのですよー。■２23:15/23:45くらいかなぁと思うです。もう少し遅くするのは対応できるですが、早いのは少し辛いです。■３自分含め皆さん、流行病や暴言の無いよう心がけたいです。□４ここの村の言語は難しいです。とりあえず「です」を付ければ丁寧な言葉になると聞いたですが、なんだか少し違う気もするですよ…。
プロローグ,神父ジムゾン,霊能者,ここは平和な村だぞ。人狼がいるわけないだろ
プロローグ,青年ヨアヒム,人狼,にゃっほー♪人狼なんているわけな…ペロッ…これは青酸カリ！！
プロローグ,羊飼いカタリナ,村人,人狼なんてきっとただの噂ですわ。……そうですよね？
プロローグ,神父ジムゾン,霊能者,ニコラス殿、感謝します■１　15/23:45■３ 議論で殴り合っても、笑って終われるようにしようか□４ 村の資金で教会にエアコンを買えないだろうか…そうすれば村人も足を運ぶようになってくれるはずだ…
プロローグ,神父ジムゾン,霊能者,議題回答が欠けてしまったな■１　22:00~1:00■２　23:15/23:45あと村長殿、資料感謝いたします。
プロローグ,農夫ヤコブ,人狼,人狼・・・？そんなの本当にいるのかい・・それよりも農作物の出来の方が大事だよ
プロローグ,行商人アルビン,占い師,人狼なんているわけがない。風のうわさでしょう。
プロローグ,羊飼いカタリナ,村人,ニコラスさんのアンケートに答えさせていただきますね。■１ 22～24時。お昼は鳩さんから。■２ 23:15/23:45  少しずれても平気です■３ 笑顔で始めて笑顔で終わりたいですわ。         / 流行り病で倒れるのは「めっ！」です。□４ カタリナです。普段は村の外れで羊飼いをしておりますの。         あっ、お土産に[チーズ]を持ってきたんでした。皆さんでどうぞ。
プロローグ,農夫ヤコブ,人狼,■１　夜間中心(21:00-24:00くらい)■２　23:15/23:45■３　楽しんでプレイ！/突然死は避けたいかな□４　今年は突然の大雨で畑がダメージをうけて・・無事収穫できるといいんだが
プロローグ,行商人アルビン,占い師,■１ 21:00～01:00■２ 仮決定23:15/本決定23:45　希望ですが他の方に合わせれます。■３ 病死のない村にしたいですね～。□４ 私は行商人。日用品や雑貨など何でも取り揃えていますよ。それでは行商開始です。[アイス・清涼飲料水・アイスノン]今日は暑さ対策になりそうなものを用意しました。
プロローグ,羊飼いカタリナ,村人,羊さんたちをお散歩させるまで少し時間がありますので、村長さんの資料を読ませていただきますね。そういえば、旅の方のお話には時々不思議な言葉がありましたわ……マサイ:まとめサイト能力処理:占いや吊りに当てること皆さんご存知の言葉でしたら……お恥ずかしいです。そのお話を伺ったときはマサイ族の方がいらしたのかと思って驚きましたの。
プロローグ,ならず者ディーター,狂人,人狼？そんなのいるわけないだろ。
プロローグ,青年ヨアヒム,人狼,おっとっと…議題回答ッ！ニコラス君、感謝～■１ 不定期、夜メインかな■２ おまかせなのだ■３ 楽しくわいわいしたいのだ。流行病には気をつけよー。□４ 働きたくないでござ…あ、間違えた。名探偵ヨアヒムでござる。ニートじゃないでござる。 
プロローグ,少年ペーター,村人,[いくぶんぎこちない動きで]じんろう…多分、僕は昔、見たことあるかも？えほんだったかもしれないけど…[こきこき、関節を動かす]
プロローグ,老人モーリッツ,狩人,おじいさんも席の確保だけ…平和な村に入れて幸せじゃ人狼なんてみたらショック死してしますぞぃ
プロローグ,ならず者ディーター,狂人,■１　夜だ。21時には箱の前にいるようにするぜ。日付が変わったら寝るぜ。■２　23:15/23:45■３　突然死は勘弁だな。勝っても負けても楽しくだ。□４　言葉使いは悪いからな。気を悪くしないでくれよ。
プロローグ,少年ペーター,村人,アンケートの紙に答えきるのは、ちょっと待ってほしい…■1.夜中心で、今は自動筆記モードなんだけど、もうすぐ時間切れになる。朝昼は不定期。■2.仮2300、本2330ぐらい
プロローグ,青年ヨアヒム,人狼,>>19ありがたくいただきまふﾓｸﾞﾓｸﾞちょっと暫く探偵のお仕事があるのでサラバッ
プロローグ,負傷兵シモン,人狼,戦うのが嫌で怪我したフリして逃げてきたけど、今度は人狼か…。ご勘弁願いたいな。
プロローグ,ならず者ディーター,狂人,>>19朝から飲むツマミにちょうどいいな。ありがたくいただいておくぜ。
プロローグ,負傷兵シモン,人狼,アンケートに回答しとく。■１ 夜中心、但しある程度までは昼間もチェックする余裕はある。■２ 23:15/23:45が多いようなので、追随。■３ とにかく楽しみたい。できればお互いに信頼感を持って、愛のある殴り合いがしたい。□４ 本当は怪我なんかしてないよ。戦うのが怖かっただけなんだよ。でもこの村は、戦場より怖い場所かも知れないな。
プロローグ,負傷兵シモン,人狼,>>19ありがたい、戦場の粗末な食事にうんざりしてたんだ。うん、旨いものが食べられるって幸せなことだな…。
プロローグ,負傷兵シモン,人狼,>>22アイスノンいただいておく。この包帯が、暑くて蒸れるんだわ。村のみんなも、暑さにやられないように気をつけてな。
プロローグ,シスターフリーデル,村人,人狼・・・なんて恐ろしい・・・大丈夫。マリア様がきっと守ってくれますわ。
