プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,シスターフリーデル,占い師,ゲルトさん、フラグってご存知ですか？でも、私は人狼など怖くありませんわ。いつも暗黒神様がお側で見守っていて下さいますから。貴方も暗黒教に入信して、心の安息を手に入れませんか？
プロローグ,行商人アルビン,狩人,いや、これからの時代は暗黒神なんか流行らないね。開発が進み行くこの時代だからこそ、自然と共に生きたいと、人は願っているのさ。そう、この村は新緑の村……。緑化だ！　植林だ！　花壇作りだ！　
プロローグ,シスターフリーデル,占い師,>>3おや、早速迷える緑……仔羊が。随分クリスマスカラーですけれど、それも緑化運動の一環なのですか？新緑の村より、漆黒の村の方が響きがいいと思うのですけれど(暗黒微笑)私も黒化運動という名の布教活動を頑張りませんとね。
プロローグ,シスターフリーデル,占い師,さて、覚悟を決めた方はこちらの信者名簿……コホン。何かのアンケート用紙に必要事項の記入をお願い致しますわ。■1.コアタイム■2.仮決定/本決定時間■3.やりたいこと/やりたくないこと■4.何か一言
プロローグ,羊飼いカタリナ,人狼,うちの羊も迷い込んできませんでしたか？
プロローグ,行商人アルビン,狩人,>>4 シスターこのジャケットは俺っちの勝負服さ。イカしてるだろ？>>6 羊飼いいや、羊は見てねえな。ヒツジグサなら俺っちの手持ちにいくらかあるが、一株どうだい？　池に浮かべると良い感じだぜ。
プロローグ,シスターフリーデル,占い師,>>6あら、羊が逃げてしまったのですか？あいにくこの場にはまだ、黒い宗教者と緑の人Ａしかいませんわ。そうそう、カタリナさんの執事……噛みましたわ。カタリナさんの羊の中に黒い羊はいませんか？もしいれば是非うちの教団のマスコットキャラクターに…カタリナさんにも名誉幹部の座を提供可能ですわ。
プロローグ,シスターフリーデル,占い師,■1.23時～1時頃。朝など午前中もちょろっといます。■2.仮24時半/本1時＞仮24時半/本6時半＞仮6時/本6時半■3.皆さんに暗黒者（信者）になって頂き和やかな終末の時を迎える/布教を諦めたり、村から脱走者を出してしまうこと■4.シスター？　嫌ですわ、異教徒と一緒にしないで下さいませ。暗黒神様の巫女、暗黒教開祖のフリーデルです。どうぞお気軽に教祖リデル様とお呼び下さい。
プロローグ,羊飼いカタリナ,人狼,>>6ヒツジグサかわいい萌える−。商人さん、歳末セールとかやってるのかしら。>>8うちの子たちはみんな真っ白なの。羊は飼い主に似るって言うけど、本当ですね。黒い執事ほしいなあ。サンタさんにお願いしようかしら。
プロローグ,行商人アルビン,狩人,ところでここにある用紙は、えーと……何かおどろおどろしい文字で書かれているが、宿に置いてあるってことは宿帳なんだろうな、多分。フムフム。変わった宿だ。だがしかし、郷に入れば郷に従えと、偉い人はそう言った……しばらく部屋を借りたいしな。■1.不定期。日によって変わるね。他の村への行商にも行きてえからな。■2.夜のうちに決定が出りゃ何時でも。朝決定だと見れねえ可能性がちとあるな。
プロローグ,司書クララ,人狼,とうっ！！
プロローグ,行商人アルビン,狩人,■3.気楽にやろうぜ。俺っちも楽にやる。■4.えーと……行商人アルビン、何でも売ります……困りごとがあればいつでもご相談下さい、と。>>12　司書よう、邪魔してるぜ。がしかし、この村はなんでこんなに女性率が高いんだ……？
プロローグ,羊飼いカタリナ,人狼,■1.不定期。だけど夜が多いかな■2.おまかせー。■3.健康第一！で楽しくやりたいな。■4.うちの羊はね、食用なの。あと【リア充はドナドナ】
プロローグ,司書クララ,人狼,……っ！！知らぬ間に僕までクリスマスカラーに一役買ってしまっていただなんて！やだー。■1.ふていき。■2.仮本共に朝に回るとちょいと厳しいなあ。■3.とつぜんしだめ絶対！
