プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,旅人ニコラス,村人,平凡な村か…盗品の隠し場所には最適だな…
プロローグ,村長ヴァルター,村人,やぁ皆さん！最近少子高齢化で今の日本はとても困ってますよね？そこで！この村では少子高齢化を防ぐべく「全人類全裸運動」の要として村人全員全裸で過ごしてもらいます！といっても最初は抵抗があるでしょう！私が用意したこの「濡れたら透明になるけど普段はごく普通の服になる魔法の服」を着なさい！なに！濡れなければ問題ないうえ乾けば元通りだ！安心しなさい！私のこの考えに賛同できない方は私のお尻を一発殴
プロローグ,村長ヴァルター,村人,私のこの考えに賛同できない方は私のお尻を一発殴ってから文句をいうように！[全員分の魔法の服]
プロローグ,負傷兵シモン,占い師,…よう。今日は席取るだけ…。寝る………。
プロローグ,旅人ニコラス,村人,盗n…(無断で)借りたものの中にこんなものがまじっていた。よかったら使ってくれ。■1.コアタイム■2.仮決定/本決定■3.やりたいこと/やりたくないこと■4.自己紹介さて自分の回答は明日に回させてもらうよ。おやすみ。
プロローグ,村長ヴァルター,村人,□1.20：00～23:00（ご飯風呂等込）□2.30分前/1時間前□3.みんながたの良ければおk/不快になる人がいたらやだ□4.やぁみんな！この村を統べるご存知ヴァルターだよ！僕はお尻を叩かれるのが好きだからむしゃくしゃしたらどんどん叩いてね！
プロローグ,村長ヴァルター,村人,さて、寝ようかな。シモンのとなりで。この子美味しそう・・・ｼﾞｭﾙﾘニコラスは悪い子みたいだから後でお仕置きしてあげなくちゃ・・・ｼﾞｭﾙｼﾞｭﾙオヤスミー
プロローグ,神父ジムゾン,村人,こんばんは。お邪魔するよ。教会へ戻らないといけないので挨拶だけ。
プロローグ,負傷兵シモン,占い師,長>>8(ﾋﾞｸｯ)な、なんだこの悪寒は…。旅>>6サンキュ。■1.20時くらいから。昼不定期■2.1h/30m前■3.楽しいこと/楽しくないこと■4.猫…見なかったか？どっかに行っちまったきり、帰って来なくなった…。ああ、自己紹介だったな…。
プロローグ,負傷兵シモン,占い師,シモンだ…。………以上だ。ニコ、ヴァル、ジム…、これからしばらくよろしく…。今度こそ寝る…。
プロローグ,老人モーリッツ,村人,ふぉっふぉっふぉ。■1.不定期ふぉ。■2.１時間前/30分前　強いこだわりはないふぉ。■3.ふぉっふぉっふぉ。■4.ふぉっふぉっふぉ。
プロローグ,シスターフリーデル,狂人,こんばんは、皆様ぁ…
プロローグ,シスターフリーデル,狂人,■1.夜型ですよぉ…■2.１時間前/30分前くらいかしら■3.まったりと/ギスギスは嫌ですねぇ…呪いますよぅ…。あと突然死は悲しいですからしないでくださいねぇ…■4.ウフフ…フリーデルっていいますぅ…。呪術の勉強をしてますぅ…。異端者じゃないのかって？そんなこと言う人は…ウフフ長>>4 不思議な服ですねぇ、嵐とかになったら大変そうですねぇ、ウフフ…
プロローグ,シスターフリーデル,狂人,さて、リデル寝ちゃいますねぇ…お休みなさいませ…ウフフ…
プロローグ,司書クララ,村人,>>6□1. 21:00～0:00□2. 希望なし□3. 自由にやりたい/慣習に縛られたくない□4. こんばんは！ストレスでハゲるのはゴメンDAZE！気軽に行こう
プロローグ,農夫ヤコブ,狩人,おはよーございますなのだよ魔法の服って帽子はついてる？魔法使いみたいな帽子もつけてほしいのだよ畑仕事が終わったら来るのだよ
プロローグ,羊飼いカタリナ,村人,平凡が一番だよね■１．不定期■２．仮決定21:45／本決定22:15■３．プロローグでＣＯ等について話すのはＮＧだよ
プロローグ,旅人ニコラス,村人,この村には綺麗所が沢山いるんだね。嬉しいよ。■1.不定期～23:00、金曜は20:00～23:00昼の書き込みは時間があるときだけだね。■2.21:45/22:15■3.気軽に楽しくいこう。/流行り病やギスギスした雰囲気だね。■4.あちこちを放浪してたどり着いたんだ。この村には豪華なものはともかく美しい女性が沢山いるね。
プロローグ,ならず者ディーター,村人,こんにちは。今日はいい天気ですね。
プロローグ,ならず者ディーター,村人,■1.ブレイブブレイド派です。チキンナイフは使いません。■2.フローラですね。幼馴染みはありきたり過ぎてちょっと…■3.ジョニーのミラクルボイス取りました。■4.ラグナロクですね、アルテマは英雄の盾で習得します。
プロローグ,ならず者ディーター,村人,なんか違ったっぽいので。■1.不定期です■2.30分前と1時間前ですかね■3.ギスギスも嫌ですが…本気で議論出来ないのはもっと嫌です。■4.ならず者です。それ以上でも以下でもありません。
プロローグ,木こりトーマス,村人,オッス、おらきこり。
プロローグ,老人モーリッツ,村人,ふぉっふぉっふぉ
プロローグ,シスターフリーデル,狂人,ウフフフフ…
プロローグ,ならず者ディーター,村人,ハハハ…
プロローグ,負傷兵シモン,占い師,クククッ……
プロローグ,旅人ニコラス,村人,間違ってないよな。ここ平凡な村だよな。怪しげな村じゃないよな。盗賊にとっても平凡な村だよな。
プロローグ,青年ヨアヒム,人狼,平凡な青年、惨状！
