プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,村長ヴァルター,人狼,やぁやぁみなさんこんばんは。私の名前はヴァルケンハイン。お気軽に「ヴァルター」とお呼びくださいませ。この山影の村を治める銘家にて執事をしております。当主はまだ若い故、私が村長代行という形でこの肩書きを名乗らせて頂いているのです。どうぞよろしくお願い致します。
プロローグ,村長ヴァルター,人狼,宿帳を準備させていただきました。お手数ですが、この村に滞在する皆さまはお書き頂ければと思います。■1.コアタイム■2.仮決定／本決定時間■3.やりたいこと／やりたくないこと□4.自己紹介
プロローグ,村長ヴァルター,人狼,僭越ながら、私が先に回答させて頂きます。■1.不定期です。２０時～２４時に居ることが多いでしょうか■2.１ｈ前／３０ｍ前■3.皆さまに楽しんでいただくことがこのヴァルターの喜びでございます。／凸は他の方々にご迷惑がかかります故、体調管理はしっかりなさってくださいませ。□4.執事のヴァルケンハインと申します。お気軽に「ヴァルター」とお呼びください。では、本日はこれにて失礼いたします。
プロローグ,負傷兵シモン,村人,俺の名はシモン。趣味は幼女観察、好きな物はパンティーだ。最近は幼女のパンツを見過ぎて鼻血を出し過ぎて血が足りないが、対したことではない。ほう、ヴァルターの主様はもしや幼女なのかな？だったら是非ともお目に掛かりたいものだ。幼女に合いそうなパンティーならいくつか持ってるんでな。
プロローグ,負傷兵シモン,村人,ついでにアンケートが回ってきてるな。書いておくか。■1、不定期だ。まあ更新時間には立ち会えるから問題ない。■2、一時間前と三十分前■3、やりたいようにすればいいんじゃないか？ネチケットは守れよとだけ。■4、幼女はよ！
プロローグ,老人モーリッツ,村人,ヴァルターの主に手を出そうとはおぬしも中々の猛者じゃのうシモンよ、どうなっても知らんぞい
プロローグ,老人モーリッツ,村人,さて宿帳の記入を済ませるかの■1.朝とコア周りかのう■2.任せるぞい■3.ういろうが食べたいのう□4.ただの紳士じゃ
プロローグ,老人モーリッツ,村人,しかし幼女のパンツを見過ぎるとはどういうことかのうシモン？幼女「観察」で済んでいるのか些か疑問だぞいどうでも良いが儂は自分を年寄りとは思っとらんが、ヴァルターが老人を名乗ってくれないから仕方がなく老人を名乗っとるぞいいわゆる老人代行じゃのう
プロローグ,村長ヴァルター,人狼,皆さまお集まりいただきありがとうございます。シモン殿、モーリッツ殿、よろしくお願い致します。>>5えぇ。女性でございます。幼女、と言われるほど若くはありませんが・・・>>9自称するのもどうかと思いました故・・・遠慮せず、肩書きを乗っ取ってもらっても構いません。
プロローグ,青年ヨアヒム,村人,Du bist hässlich wie uns je zu täuschen.僕は、将来法医学者になるため医学を勉強しているヨアヒム パウルス だよ。田舎で勉強しても拉致があかないからね。フライブルクに住んでいる遺伝子研究で実績のあるヨーゼフ•メンゲレ先生の弟子になるんだー。この村人狼が出るんだって？僕とっても研究したいかも。シモンさんそれは、リーザの参加を難しく…
プロローグ,村長ヴァルター,人狼,こんにちは、ヨアヒム殿。よろしくお願い致します。学生さんですか。我が主の館には本が沢山ございます。読みたい本がありましたら何なりとお申し付けくださいませ。
プロローグ,少女リーザ,霊能者,ヤダぁ！変態さんのいる村に迷い込んでしまったデスぅ！！イケメンさんのいる村がいいデスぅぅぅ～！！！
プロローグ,村長ヴァルター,人狼,リーザ殿こんにちは。変態・・・？あぁ、シモン殿のことでしょうか？大丈夫です。変態的行為は私が居る間はさせません。ヨアヒム殿というインテリ系イケメンもおりますし、不自由はしないでしょう。
プロローグ,少女リーザ,霊能者,■1.立ち会えるデスけど、実は更新後がコアデスぅ。■2.1時間前/30分前。これより早いのは困るデスぅ。■3.イケメンさんをｸﾝｶｸﾝｶしたいデスぅ！/ギスギスと流行病はダメ絶対デスぅ！□4.健全なリーザちゃんデスぅ！
プロローグ,少女リーザ,霊能者,■1.立ち会えるデスけど、実は更新後がコアデスぅ。■2.1時間前/30分前。これより早いのは困るデスぅ。■3.イケメンさんをｸﾝｶｸﾝｶしたいデスぅ！/ギスギスと流行病はダメ絶対デスぅ！□4.健全なリーザちゃんデスぅ！
プロローグ,少女リーザ,霊能者,ヤダぁ！二重投稿になったデスぅ！リーザちゃんの鳩さんはポンコツデスぅ…
プロローグ,青年ヨアヒム,村人,村長さん、リーザちゃんこんにちはー。村長さん僕は解剖学関係の本がいいけど、この村にあるかな？リーザ、僕は変態とイケメンの両方の条件をクリアしていると思うけど、どうかな？議題回答だよ。■1.不定期です。２３時～２４時と朝10時から14時かな。■2.１ｈ前／３０ｍ前■3.ガチ推理と真剣勝負／突然死□4.浪人生だよ、ニートじゃないからね。ヴァルターの借りてエコったよ。
プロローグ,少女リーザ,霊能者,ヨアさんも変態なんデス？むっつりスケベなんデスぅ？リーザちゃんのおパンツ見るデスか？？
プロローグ,村長ヴァルター,人狼,>>18ええ、御座いますよ。つ[解体新書][カラーアトラス法医学]この辺りが有名どころでしょうか？指定して頂ければ探して参ります。
プロローグ,旅人ニコラス,占い師,あの…ここはどこですか…？わt…僕、もしかしてまた迷子…？
プロローグ,旅人ニコラス,占い師,アンケート、答えるね■1.21時～更新時間、あとはかなり不定期■2.1h／30m前■3.おうちに帰りたい／迷子になること□4.ニコラス リューガー です。隣の村に行って、用が済んだから帰ろうと思ってたんだけど、ここどこ…？
