プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,負傷兵シモン,村人,そうだね
プロローグ,農夫ヤコブ,村人,よっと、一番席確保やで！って言おうとしたらゲルトがいたんやな！乗り遅れたわー！
プロローグ,負傷兵シモン,村人,議題■１　コアタイム■２　仮・本決定の希望時間■３　やりたいこと、やりたくないこと自己回答■１　夜８時～■２　特になし■３　楽しみたい
プロローグ,青年ヨアヒム,人狼,【猫叉CO】だにゃー！席確保、よろしくにゃ
プロローグ,神父ジムゾン,狩人,おはようどざいます。ははは、人狼なんてただの噂にすぎませんよ。
プロローグ,農夫ヤコブ,村人,おはよう！二番乗りだと思ってたらシモンにも先超されてたでorz【ヨアヒムの猫又CO確認したで】ジムゾンもおはよう、せやな、俺も人狼なんかただの噂だと思っとるでそんなん本当にいたら恐ろしゅうてもう夜も寝れなくなるで
プロローグ,羊飼いカタリナ,狂人,おはようどざいます。
プロローグ,村長ヴァルター,村人,ガハハハハーー！！！！わしは、この村の支配を目論んでおる！！わしの手下になるなら今のうちだぞぉ～
プロローグ,羊飼いカタリナ,狂人,めー(･＠)（*´▽｀*） (＠･)めー
プロローグ,羊飼いカタリナ,狂人,(＠･)めぇー■１、夜１０時～。お昼も不定期にいるよ。■２、仮０：００　本０：２０■３、みんなでお喋り楽しみたいな♪
プロローグ,村長ヴァルター,村人,>>4　んん～～、なんだこれはぁ～？いちおう答えておくか■１　２１時以降■２　支配者たるもの、細かいことは気にせんぞぉ～■３　わしが支配するからには楽しい村でなければなぁ～
プロローグ,旅人ニコラス,霊能者,やっほいほい
プロローグ,旅人ニコラス,霊能者,■1.20時ぐらい■2.1時間前、30分前。人がいる時間帯希望。■3.仲良くやりたい
プロローグ,司書クララ,村人,こんにちは。席一ついただきます。■１　22時以降です■２　23:45 24:15■３　楽しみたいですね
プロローグ,行商人アルビン,村人,よっこいしょっと[…は背中に背負っていた荷物を置いた]ここで少しお店を開かせて貰おうかな。僕は世界の食材や調理器具を取り扱っている商人アルビンだよ。料理好きな人や、食いしん坊が多い村だといいんだけど。あ、料理をする人がいなかったら、一応僕も調理師免許を持ってるから、やらせて貰うつもりだよ。[…宿の隅に布を敷いて商品を並べ始めた]
プロローグ,青年ヨアヒム,人狼,起きたにゃ〜■１　21~22以降だにゃ■２　お任せにゃ■３　にゃんにゃんしたいにゃんいつの間にかいっぱい増えてるのにゃ〜よろしくにゃ商人さんお魚１つ下さいにゃ〜
プロローグ,パン屋オットー,村人,右手が俺の恋人…かな。パンは子どものようなものだからね。
プロローグ,神父ジムゾン,狩人,おはようどざいますって何なんでしょうね(汗鳩からだとレスポンス鈍いのはご容赦願いたいですよ。
プロローグ,パン屋オットー,村人,■1.22:00以降、不定期■2.仮30分前/本1時間前■3.楽しい人狼/愉しくない人狼よろしく
プロローグ,司書クララ,村人,この村には猫が一匹いるようですね。行商人さん、眼鏡は扱ってますか？新しいのが欲しいのですが...
プロローグ,パン屋オットー,村人,>>16ちょうどよかった。小麦粉ある？ナッツとかもあると嬉しいんだけれど。
プロローグ,旅人ニコラス,霊能者,>>21せっかくだからコンタクトにしてみたら?
プロローグ,羊飼いカタリナ,狂人,>>16 (＠･)<（牧草が欲しいめぇ）
プロローグ,行商人アルビン,村人,青>>17ちょうど今朝釣り立ての新鮮な魚を仕入れたところだよ。開店祝いで[鯛]を安くしておくよ。他に[イワシ][アジ][サンマ]なんかもいかがかな？書>>21ボクは食品専門なんだけど、眼鏡…前に行った国で珍しいものを見つけて仕入れたはずだ…あ、これこれ[…はごそごそとカバンの中を探してから赤いフレームの眼鏡を取り出した]君の髪の色に似合いそうだよ。どうぞ。屋>>22小麦粉、もちろんだ
プロローグ,行商人アルビン,村人,屋>>22小麦粉、もちろんだよ。ナッツも取りそろえているよ。美味しいパンを食べさせてくれると嬉しいな。[強力粉][全粒粉][くるみ][アーモンド][カシューナッツ]
プロローグ,行商人アルビン,村人,おっとカタリナからも注文がきていたね。羊>>24えっと牧草は残念ながら扱ってないんだ…これはどうだろう？[ペットフード][乾燥とうもろこし]あ。そうか…ちょっと待ってて[…は小走りに宿を出ていき、手に草を掴んで帰ってきた]村に生えていた草だけど、新鮮でいいと思うんだ。これのお代はもちろんいらないよ。[一輪ピンクの花が入った草の束を渡す]
プロローグ,行商人アルビン,村人,■１　夜9時か10時以降になりそうだな。昼はぼちぼちになるかな■２　仮1時間前、本30分前でお願いするよ■３　一番心配なのはこのＲＰがどこまで続けられるか、だよ。やっちまった感がすでに否めないね
