プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,ならず者ディーター,霊能者,最近うめえ話がねぇなぁ。
プロローグ,旅人ニコラス,村人,ここは出会いの村？何に出会えるんだ？本当に人狼なんてものがいるのか？おとぎ話じゃないのか？
プロローグ,少年ペーター,村人,人狼？昔お父さんに読んでもらった絵本にでてきたよ。でも本当にいるの？
プロローグ,負傷兵シモン,狂人,人狼？そんなことより野球しようぜ！！３塁コーチは俺がやる！！手ぶんぶん回すぜ！！
プロローグ,木こりトーマス,占い師,じゃあオラは代打ってのやるど。代打ってなんだ？
プロローグ,羊飼いカタリナ,村人,出会いたいです。。
プロローグ,負傷兵シモン,狂人,代打ってのはカッコよさが求められるポジションだぜ！！いかカッコよくバットを振れるかに全身全霊をかけるポジションだ！！
プロローグ,少女リーザ,村人,わたしはぷるペンキャッチャーになりたいのっ
プロローグ,パン屋オットー,村人,一塁コーチは僕に任せて！無意味にスライディング指示出すのって楽しいよね！
プロローグ,木こりトーマス,占い師,カタリナ、おめえはもうオラというカッコいい男に出会っとるだ。代打という男にな。オラ、バットとやらを全力で振るだ。ところでシモン、バットってなんだ？オラは斧は振れるが、似たようなもんか？
プロローグ,少女リーザ,村人,■1.コアタイム■2.仮決定/本決定 時間希望■3.やりたいこと/やりたくないこと■4.何か一言みんなに答えて欲しいのっ
プロローグ,少女リーザ,村人,あたしはねー■1.夕方ごろから本気を出すタイプなのっ■2.21時以降ならいつでもおっけーなのよ■3.オットーと殴り愛をしたいのっ■4.みんな仲良く元気よくっって感じだよっ。
プロローグ,負傷兵シモン,狂人,>>トーマス　パットと斧か・・・似てると言えば似てるぜ！！樵の斧が野球で言うバットだぜ！！魂込めて振ればほぼ同じようなもんだぜ！！よーし、続々ポジションが埋まってきてるぜ！！議題サンキュ。■1.２０：００前後だぜ。■2.２１：４５/２２：１５■3.野球やりたいぜ/アンフェアプレイとルール違反はいけないぜ！！■4.みんなで野球しようぜ！！
プロローグ,少女リーザ,村人,あたしはもう寝てしまうのっ夜更かしは駄目ってシモンがうでをぐるぐるまわしながら言ってたのっ。ランナーはアウトになってたのよ。シモンは壊れた信号機なのかも……そんじゃまたよろしくなのっみんなと仲良くしたいのっ
プロローグ,負傷兵シモン,狂人,■１は２０：００前後から、議事を読む可能性が高いってことだぜ！！もう眠るぜ！！みんなよろしく！！
プロローグ,パン屋オットー,村人,議題ありがとう！■1.不定期だけど仮決定前には必ず来るようにするよ！■2.22:00／22:30希望だけど皆に合わせるよ！■3.リーザちゃんと殴り愛なら大歓迎！ちなみに特に嫌いな戦法はないから、なんでもアリ派だよ！■4.愛さえあれば許される
プロローグ,仕立て屋エルナ,人狼,野球かあ、じゃあわたしはマネージャーで。ゼッケン縫いとボール磨きは任せて！
プロローグ,青年ヨアヒム,村人,終身名誉玉拾いの座は誰にも譲らん(ｷﾘｯ
プロローグ,仕立て屋エルナ,人狼,リズ議題ありがとう。■1.夜ならだいたい居るかな。■2.22：00/22:30ぐらいがいいね。■3.相手には常にリスペクトの気持ちを。特にまとめ役さんには感謝の気持ちを忘れずに。あと流行病は勘弁だよ。■4.楽しくいきまっしょい。
プロローグ,青年ヨアヒム,村人,ポジションが埋まってる様には見えない件について。ピッチャー急募■1.昼夕は居ない、単発で鳩からは有りうるけど・夜:20時もしくは21時辺りから更新後1時間コア■2.２１：３０～２２：１５辺りが良いかな■3.一斉に何かやるのはツラい(回線が脆弱)■4.玉拾いなら任せて!!
プロローグ,青年ヨアヒム,村人,言い忘れましたけど、リズ議題をくれてありがとう。まぁアレよね、画面の先には生きた人間がいることを忘れないようにぬるぬるしましょうの精神を忘れずに。ゲーム以外のヒートアップ、だめ絶対。おやすみー。
プロローグ,シスターフリーデル,人狼,ズサーだよ！おやすみ！
プロローグ,宿屋の女主人レジーナ,村人,野球ねー、だったら私はボールになるわ。
プロローグ,宿屋の女主人レジーナ,村人,■1.７時以降■2.21時～22時半までがベターね。■3.特にこだわりはないわね。楽しくできればなにより。■4.ボールは友達！今日はもう寝るわ、また明日ね。
プロローグ,行商人アルビン,人狼,野球といったらオイラを忘れてもらっちゃ困るでやんす。今はしがない行商人でやんすが、昔は甲子園にでたこともあるでやんす。みんなよろしくでやんす。
プロローグ,行商人アルビン,人狼,■1.20時～0時くらい■2.1時間前/30分前■3.楽しくやるでやんす。/ルール違反とか最近多いみたいでやんす。気をつけてほしいでやんす。■4.どうせ人狼なんてただの噂に決まってるでやんすが、せっかくだからこの機会にかわいい女の子とお近づきになりたいでやんす。
プロローグ,行商人アルビン,人狼,先に言っとくでやんすが、初日の夜明け直後は箱前にいない可能性高めでやんす。鳩は微妙でやんす。まあ初日だし問題ないでやんすよね。（ちなみに元ネタが分かる人ってどのくらいいるでやんすか？なんで男の眼鏡キャラがいないんでやんすか全く）
プロローグ,老人モーリッツ,狩人,わしじゃ☆野球なら･･･チ、チアガール！
プロローグ,村娘パメラ,村人,議題さんきゅですっ！■1.18:00〜23:00くらいかなぁ〜日によるよっ！■2.21:30〜22:15がいいなっ      でもみんなに合わせる！■3.ん〜楽しみたいっ♪■4.みんな、よろしくね！もう一眠りしよーっと！
プロローグ,シスターフリーデル,人狼,さくっと議題回答ー■1.20時～24時、昼間も覗けるよ！■2.1時間前／30分前■3.明るく楽しく和気藹々と健康第一、禁止行為ダメゼッタイ■4.これから1週間、よろしくね！朝のお勤めいってきーす
プロローグ,パン屋オットー,村人,おはよう！メガネ一族は本当にどこにでも現れるなぁ
