プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,村長ヴァルター,村人,ぬ（訳：村長なんているわけないじゃん。みんな大げさだなあ。）
プロローグ,村長ヴァルター,村人,ぬ（エア議題回答だ。■１．22:00～02:00■２．仮00:45/本01:00■３．皆と楽しく対話出来たら言う事はないな。□４．昨日怪しげな女に「背中で語る男って格好良いと思いませんか？」と言われ、渡された薬を飲んだら喋れなくなってしまった。この呪いを解ける者に50000ゲルトの報償を与えるのでどうにかしてくれないだろうか）
プロローグ,少年ペーター,人狼,見た目は子供、頭脳は大人なんているわけないじゃん。みんな大げさだなあ。
プロローグ,少年ペーター,人狼,■１．18:00～24:00”以外”■２．仮00:45/本01:00■３．なんでもいーよー□４．黒の組織に薬を飲まされ体が子供になったよ。阿笠博士が黒幕だとおｍ（ｒｙ
プロローグ,村長ヴァルター,村人,ぬ（こんばんは、少年。何と、君も怪しげな薬の餌食になってしまったのか…そういえばあの女も黒いスーツ姿だったような…？）
プロローグ,村長ヴァルター,村人,ぬ（しかし、びっくりする位に閑散としているな。小さな村も少子高齢化の波に呑まれてしまったようだ。ここは村興しで「婚活パーティー」なるものを主催してみようか…？）つ［オードブル各種］［ワイン］［オレンジジュース］
プロローグ,村長ヴァルター,村人,　|‾‾‾‾‾‾‾‾|　|  村長も嫁募集　 |　|＿＿＿＿＿＿＿＿|　　 　 ∧∧ ||　　　 ( ﾟдﾟ)||　　　 /　づΦ
プロローグ,村長ヴァルター,村人,ぬ（今更議題出すぞ。■１．コアタイム■２．仮決定/本決定希望時間■３．やりたいこと・やりたくないこと□４．自己紹介追加□５．きのこの山とたけのこの里どちらが好き？儂たけのこ派。サクサク感がｳﾏｰ）
プロローグ,村長ヴァルター,村人,…む（今日開始は無理そうだな。ここで七人ほどずさーしてこないものか…皆、黄金週間は別の事に夢中なのか(´･ω･`) ｼｮﾎﾞｰﾝ）
プロローグ,村長ヴァルター,村人,ぬ（何か人寄せになるものはないか…パメラやカタリナがぱふぱふショーで客寄せしてくれないだろうか。それか、プロ二回目の夜明けが来る前に誰もこなかったら儂の語尾に「にゃん」とつける縛り。さあ、早く誰かこないとにゃんつけてやるにゃん！）
プロローグ,少年ペーター,人狼,□５．僕は断然たけのこ派だよ！サクサクおいしーよねー。
プロローグ,少年ペーター,人狼,求む！黄金週間中に狼を探す簡単なお仕事です。時給500ゲルト（能力給有り）
プロローグ,少年ペーター,人狼,村長さん、ぱふぱふってなーに？
プロローグ,村長ヴァルター,村人,ぬ（ペーターお帰り。ぱふぱふとはな、神秘につつまれたエリュシオンの事だよ）
プロローグ,村長ヴァルター,村人,ぬ（同士ペーターよ。君は良く分かっているな、このたけのこをやろう。他の人もたけのこあげるからおいでー）つ[たけのこの里][たけのこ][たけのこの里][たけのこの里]
