プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,旅人ニコラス,村人,久しぶりに旅をしたらこんな騒ぎに巻き込まれるとは･･･そうだね、ゲルト。大げさですよねー
プロローグ,青年ヨアヒム,村人,そうそう、ジェイコブのヤツはいつも大袈裟なのさ。昔からそうだ。そう、あれは雪のやまない冬の日のこと……(ryあ、アンケートのご協力をよろしくお願いしまーっす。■1.コアタイム■2.仮/本決定希望時間■3.やってみたいことorやりたくないこと□4.自己紹介
プロローグ,青年ヨアヒム,村人,■1.21:00～日によってちょっとずれるかも。■2.仮23:00/本23:30■3.特にないよ。ただ楽しくやりたいね。□4.自宅警備員歴3年だよ。彼女居ない歴はもっと長いよ。大体20年くらいかな、うん。出会いの村は名のみなりけりだよ全く。それじゃあもう朝だし、僕は仕事に行って来る。自宅警備員の朝は早いのさ。
プロローグ,神父ジムゾン,霊能者,ココハ出会イノ村。幾ツモノ出会イガアリ、ソシテ同ジ数ノ別レガアッタ村デス。今回ハドノ様ナ出会イガアリ、別レガアルノデショウカ。サァ、ソコデ見テイル貴方モ是非入村シマショウ。別レヲ怖ガル必要ハアリマセン。一度出逢ッタ人ノ縁ハ簡単ニ絶タレル事ハナイノデスカラ。アアッ、出会イハ素晴ラシイッ!!
プロローグ,神父ジムゾン,霊能者,オヤ、よあひむガあんけーとヲ出シテクレテイマスネ。答エテオキマショウカ。■1.22時～、考察ハ主ニ夜半ニナルデショウ。■2.余裕ヲ持ッテソレゾレ30分前ヲ希望シマショウ。■3.村騙リハ食傷気味デスネ。大シタ意味モナク行ウノハ避ケテ頂キタイモノデス。□4.村ノ教会ヲじゃっくシタ、「俺ハずらジャネェヨ党」ノじむぞんデス。迷ヘル子羊達ニ愛ヲ説クタメニコノ村ニヤッテキマシタ。
プロローグ,木こりトーマス,狩人,環境破壊の立役者、トマースです。どうぞ、よろしく！
プロローグ,木こりトーマス,狩人,■1.遅くとも21時には参加できそうです。■2.余裕を持って決定したいです。■3.楽しくやりたいです！■4.毎日毎日木を切り続けて我が国の半分が砂漠化しました。今更人狼がどうの騒ぐより飲料水の確保が急務なのではないかという思いを他所に、僕は木を切り続ける！
プロローグ,木こりトーマス,狩人,ジムソンさんは外国の人かな？カタカナの中にたまにひらがなが混じってるから外国人騙りだ！そうにちまいない。ちなみに我が国の国土が深刻なダメージを受け続けている伐採ですけど、他国には我が国の珍しい木材が非常に高値で取引されてて、僕の年収は我が国の年間予算の1.2倍です。やめられないとまらない(^O^)カルビーかっぱおばさん♪
プロローグ,村娘パメラ,村人,みなさんおはよう♪わたしパメラ、大学４年生。現在就職活動中！狼探しよりも職探しがんばっていくわよ！
プロローグ,少女リーザ,人狼,リザなのー。
プロローグ,少女リーザ,人狼,んとねーコアは夜なのよ。決定時間は任せるの。特に禁止事項なんてないわ。リザ、お父さん探してるの。お母さんが言ってたわ。「オットは狼なのよー」って。
プロローグ,青年ヨアヒム,村人,アンケート項目追加↓□6.神が髪騙りしてる件について
プロローグ,農夫ヤコブ,村人,やぁこんにちは。■1.21:00ならまず大丈夫■2.支障のない感じで■3.□4.TPPについてはなるようになるかなって。農業に支障のない感じで狼探そうかなって。 
プロローグ,農夫ヤコブ,村人,消えた５は何かなって。
プロローグ,木こりトーマス,狩人,おいっ！五番目の議題に触れるのはやめろっ！！死人が出るぞっ！！
プロローグ,木こりトーマス,狩人,はっ！いかんいかん、取り乱した。五番目の議題かぁ。番号飛ばしちゃっただけじゃないかな？ははっ！
プロローグ,青年ヨアヒム,村人,ｿｳﾀﾞﾖﾄﾊﾞｼﾁｬｯﾀﾀﾞｹﾀﾞﾖ
プロローグ,行商人アルビン,村人,■1.22:00ごろなら店を出しに行けます■2.流れに身を任せ■3.自分の店を持ちたい．定住したい□4.荒野をこえてこの出会いの村に来れました．水と食料をください．代わりに鉄を売ります
プロローグ,村娘パメラ,村人,■1.21時以降かしら■2.おまかせします。■3.楽しいのが第一。□4.現在就職活動中の女子大生。出会いの村と聞いて、「私に合った企業と出会えるかも！？」と勘違いして入村しているあんぽんたん。
プロローグ,負傷兵シモン,占い師,ハードモードから途中帰還。疾患により生還した僕、シモンを覚えている人はいるだろうか、いなかったらアカン。■１　２１時以降に飯炊きをしつつ、ぽつぽつと。それなりに新鮮な鳩は飼ってはいるが、硬直することが多いんだよ。■２　仮朝の７時、本昼１２時とか、極端に変な時間じゃなかったらお任せだ。あえて希望を言うなら、そうだな、仮２２時、本２３時とかか。■３　テーピングを表裏逆に巻くようなこと。
プロローグ,負傷兵シモン,占い師,□４　激務から開放されたとおもったら、自宅で放置されているシモンです。村の平和はまず自室から。スタミナ低いので転がっていることも多いけど、よろしく頼むよ。なんというか、今のところ男女比がおかしなことになっているよな。まあ気にしないでいいか。いいか。それでこれだけは言わずにおくべきか。>>14　タオパイパイのことかーっ！じゃあ寝る。
プロローグ,少年ペーター,村人,まじたりぃよ。もう俺は疲れたんだよぉ。ニートだよニート。まじちゃらちゃらしちゃう。
プロローグ,シスターフリーデル,村人,今夜は閣下のミサがあるので戻りが遅いんですの。
プロローグ,シスターフリーデル,村人,■1.特に決まっておりませんの。　　日によっては遅い参加となりそうですわ。■2.22:30/23:15などいかがでしょう。■3.相手をわざと不快にさせる戦法はあまり好みませんの。□4.およばれミサが多く、発言がブツ切れ傾向にありますの。その時は鳩を飛ばしますので、ご容赦くださいね。
プロローグ,少年ペーター,村人,■1.不明。不定期。多分夜に出没■2.お任せするけど、パッと見た感じ尼野郎に追従するぜ。■3.投票うんちゃらかんちゃらはあんまりやりたくない。混乱することはなーって感じだけどー。まあ何でも乗るよ。□4.ちょいわる１３歳のペータだ。中２だから夜露死苦。
プロローグ,少年ペーター,村人,イカくさい村だなぁ。俺はすべてを消す。すべてを消して涙を終わらせる。最凶の破壊者、ただそれだけだ。こい！
プロローグ,少年ペーター,村人,ククク・・・どうやら俺の邪気眼が疼いてしまったようだ。俺はすべての光を敵にまわした男だ。絶望の闇が、俺の轍を抱いてくれる。
