プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,旅人ニコラス,村人,こんなとこに村があったのか…まぁ少しよろうかな
プロローグ,旅人ニコラス,村人,やっほーーーーい　始められる気がしねぇ＾V＾ｗｗｗ
プロローグ,青年ヨアヒム,狂人,やっほーーーーい　始められる気がしねぇ＾V＾ｗｗｗ(仕事を)
プロローグ,青年ヨアヒム,狂人,だって就活とか恐ろしくて出来ないよ。
プロローグ,青年ヨアヒム,狂人,ん？履歴書・・・・ヤ、ヤヤギに食われたよ。カタリナの。
プロローグ,青年ヨアヒム,狂人,しまった・・！！ヤギ飼いはペーターだったか・・！！しかし流石に少年に｢ちょｗヨアヒムおにぃちゃん（笑）この最終学歴ｗｗ｣とか言われたら泣くんでその辺りはまだ可愛い女の子虐められた、って事にしておきたいですお願いします。
プロローグ,旅人ニコラス,村人,やっと　３人ｗｗｗｗ
プロローグ,青年ヨアヒム,狂人,お、ニコラス、３人中２人は仕事がないからね。人狼を待つまでもなくこの村は滅びるよｗ。残念だ、ほんと。さて。エア議題回答といこうか。議題投下とかしごとはちょとこわいのできないのこわい。■1.更新前後は絶対いる筈ねおちはごめん■2.任せる、けれどもバタバタしない時間でお願いします。■3.突然死だけは・・・！！
プロローグ,青年ヨアヒム,狂人,□4.最近ねー、司書さんにヨア君どうじんしをかくおてつだいする？っていわれたんですけどこれっていくらしごとにうえていてもてをだしてはいけないきがするんだ。美術と家庭科だけは５が着いていたヨアヒムです。だってほかにすることなかったから。
プロローグ,旅人ニコラス,村人,正直、僕は旅人なのに料理が残念なんだよね～家庭科５とか奇跡じゃね？俺なんて知らずにハヤシライスにローリエ刻んで入れてたのに。
プロローグ,青年ヨアヒム,狂人,ニコは料理苦手なのかー、旅の途中の食事大変じゃない？き、刻んで入れちゃらめぇ。それちゃんと取り出さないと。うむ、何か食事を出すというしごとは・・・・・・・・・・・・・しない(ｷﾘｯ)そしておやすみっ。人が増えると嬉しいねー、気長に待ちますかー。
プロローグ,旅人ニコラス,村人,えっちょっネるの？
プロローグ,旅人ニコラス,村人,ヨアーー寝るんじゃなーいー
プロローグ,旅人ニコラス,村人,俺を置いて独り寝ちゃいやがったな、あいつ…
プロローグ,司書クララ,占い師,おはよ！ヨア君、こっちに遊びにきてたりしないかな？家に行ったんだけど留守だったんだよね。ちょーっとお手伝いしてほしいことがあるんだけど。
