プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,老人モーリッツ,霊能者,早起きしてしもうた。ゲルトや、晩飯はまだかいのう。
プロローグ,神父ジムゾン,村人,おはようございます。
プロローグ,司書クララ,人狼,おっはよー
プロローグ,司書クララ,人狼,図書館の利用者アンケートにご協力しくよろー■1.コアタイム■2.仮/本決定時間■3.やりたいこと/やりたくないこと■4.自己紹介□5.この村には何が隠されてると思う？
プロローグ,司書クララ,人狼,記入例がてら、自己回答だよー■1.20:00～24:00、朝昼一撃あるかもー■2.1時間前/30分前くらいで■3.流行病には気をつけること。愛を持って殴り愛すること。くららとの約束だよー■4.みんなのアイドル、図書館の女神様ことくららさんですよー□5.モリ爺さんの失われた青春…とか？
プロローグ,司書クララ,人狼,人狼の本で読みやすそうなのあったから、置いとくよーっ[ http://wolfbbs.jp/ ]…でもこれ、オカルトコーナーにあったんだよね。人狼なんてホントにいるのかな。みんな大げさー
プロローグ,少年ペーター,狩人,おはよー！おおかみ少年ペーターだよ！おおかみのお母さんと人間のお父さんが愛し合ってうまれたんだって！じんろー？そんなこわい生き物じゃないよ！ぼく人間食べたりしないもん！[…の顔の横でふわふわした固まりが動いている。どうやら耳のようだ]
プロローグ,神父ジムゾン,村人,クララさんありがとうございます。■1.21:30-24:00くらいでしょうか。■2.22:30/23:00■3.仲良く楽しく過ごせると良いですね。後味が悪くなるようなことは避けたいものです。■4.やあみなさん、神父さんですよ。教会で毎日、朝から晩まで寝て過ごしています。じゃなかった、働いております。□5.ジムゾンはたからばこをあけた。なんとロトのつるぎをみつけた。
プロローグ,司書クララ,人狼,年>>8 …お手！神>>9 ジムゾンはこれを装備できないがいいかね？
プロローグ,少年ペーター,狩人,あんけーと？ぼくあんまり字は上手じゃないんだ！読めなかったらごめんねー。■1/21:00〜24:30■2/１h前/30分前くらいがいいかな！■3/なかよくケンカしたいなー。/病気ってこわいんだ、ぼく知ってるよ！かからないように気をつける！あと不機嫌RPは吊るよ？■4/RPに命かけてるよ！おおかみ人間だからっていきなり吊らないでほしいんだ！□5/骨とかぼく大好き！
プロローグ,少年ペーター,狩人,>>10…ふわ？！お手？こうかな？[…はクララの手をぎゅっと握った！]お姉ちゃんよろしくね！(にこにこ)
プロローグ,神父ジムゾン,村人,クララさん>>10どうやら伝説の勇者様を探す旅にでなければいけませんね。働きたくない…。ペーターさんのお父様は勇者気質ですがはてさて。おおかみ人間は人間とほぼ同じ生活をしているのでしょうか？
プロローグ,司書クララ,人狼,年>>12 よろしくねー、ぺた君。…んー、わるいおおかみ人間じゃなさそー神>>13 ペタ君が勇者の血を引いてるかも…？でも、もちょっと大きくならないと使えないかなー結構重そうだし、そのつるぎ。さて、図書館行ってくるねー
プロローグ,老人モーリッツ,霊能者,散歩をしているうちに、人が増えてるのう。賢者や勇者もいるかもしれないとはビックリじゃ。クララのアンケートは散歩が終わってから答える事にするのう。ゲルトがまだ夕食を食べさせてくれんのじゃ。腹が減って仕方がないのう。
プロローグ,シスターフリーデル,村人,魔法少女りでる☆マギカ(28)参上ですの！少女ったら少女ですの！
プロローグ,シスターフリーデル,村人,>>15おじいさま、夕食はもう食べたでしょう？
プロローグ,羊飼いカタリナ,村人,おはようございます
プロローグ,シスターフリーデル,村人,■1.不定期ですわ■2.更新1時間前/30分前■3.仲良く殴り愛いたしましょうね/ギスギスは勘弁ですわ。流行病なんかは論外ですの。■4.魔法少女になって早15年。魔法少女としてはすっかりベテランのリデルですわ。リデルの可愛さで貴方の激おこスティックがティロ・フィナーレですの！□5.グリーフシードが隠されているに違いありませんわ！
プロローグ,羊飼いカタリナ,村人,■1.不定期ですが夜はいるようにします■2.皆さんに合わせます■3.仲良くやっていきたいです■4.羊･･･大好き･･･□5.埋蔵金！見つけたら牧場増築するのであります！
プロローグ,少年ペーター,狩人,神父さん>>13って働かない人なのー？！ぼく教会のステンドグラスが好きだなー！ぼくは明るいうちは森でウサギとか探してるよ！柔らかくてとってもおいしいんだ！いのししとか鹿は大きくてこわいなー。キジはうるさいから嫌いだよ！>>14ぼくいい子だよ！食べれる山菜とかもいっぱい知ってるよ！じゃあ森に行ってくるね！うまく狩りができないと伝書鳩もたまにお弁当にしちゃうから、がんばる！
プロローグ,少女リーザ,村人,リデルの魔法少女COに対抗するなの！コスモマジック、メタモルフォーゼ♪ご村内の平和は私が守るのよ！たとえゲルトが許しても、この美少女仮面リーザちゃんが許さないなの！
プロローグ,神父ジムゾン,村人,ペーターさん>>21めめめ滅相もない！私は働かないのではなくて働きたくないのです。この両者の間には、天と地ほどの差があるような気がしないでもなくはありませんよ。教会のステンドグラスは素晴らしいですね。眺めてるだけで1日が終わってしまうこともあります。フリーデルさんとリーザさんは魔法使いなのですね。人狼とやらが現れたらさっそうと退治してくれることを期待しています。
プロローグ,村娘パメラ,人狼,はろはろ〜。
プロローグ,負傷兵シモン,村人,クルッポー　鳩から参加表明
プロローグ,負傷兵シモン,村人,くるっぽー■1.昼間の時間　9:00～18:00の間　夜は無理
プロローグ,負傷兵シモン,村人,ぽっぽー■2.僕、夜はこれないからまかせる。
プロローグ,負傷兵シモン,村人,ポッポー■3.みんなとの交流/誹謗中傷
プロローグ,パン屋オットー,人狼,おはよう
プロローグ,負傷兵シモン,村人,アイポッポー■4.足が無くて痛いなぁ･･･時間がみんなと合わないけど一生懸命がんばるよ。鳩さんからの参加しかできないけどよろしく。
プロローグ,負傷兵シモン,村人,ポッポー□5.財宝とか地雷とか一杯ありそうだむぅー
プロローグ,負傷兵シモン,村人,あっ・・・雨が降ってきた。
プロローグ,負傷兵シモン,村人,おっ！　オットーさんだぁ。ぱん頂戴！
プロローグ,負傷兵シモン,村人,みんななんかにCOしないといけないのかな？
プロローグ,負傷兵シモン,村人,よーし！！狼戦隊　ウルフレンジャーにCOだぁ！！！　俺が「レッドウルフ」だぜ！！
プロローグ,負傷兵シモン,村人,娘がかわいいなぁ　　「はろはろ」って言ってるぜ。
プロローグ,負傷兵シモン,村人,○ンダムのふわふわ浮いてるロボットは「はろ」だぜ。
プロローグ,負傷兵シモン,村人,神父がリーザを見る目が怪しいぜ。ロリコンCOしたら格好いいぜぇ！！
プロローグ,負傷兵シモン,村人,リーザの「美少女仮面リーザ」と「狼戦隊　ウルフレンジャーレッドウルフ」とでこの村の秘密を暴くぜぇ！！
プロローグ,シスターフリーデル,村人,鳩から参上ですわ。【リーザの対抗CO確認しましたの】うふふ、可愛い対抗さんですわ。まあ正義の味方は多いに越したことはありませんわね。一緒に村を守りましょうね。シモンさまはコアずれが激しそうですが、能力者を引いた場合決定に従ってセットは可能なのかしら？それだけ心配ですの。
プロローグ,負傷兵シモン,村人,＞魔法少女りでる☆マギカ(28)　俺も正義の味方だぜ。コアずれなんて問題ないぜ。なんとかするさぁ。
プロローグ,負傷兵シモン,村人,負傷兵に不可能なことはないさ。戦災者保障があるから鉄板の生活さ！！はははっ！！ぁぁぁ
プロローグ,負傷兵シモン,村人,鳩の餌補給してくるぜ。また夕方くるぜぇ！！
プロローグ,負傷兵シモン,村人,おっと！！魔法少女りでる☆マギカ(28)さんよぉ！俺も正義味方「狼戦隊　ウルフレンジャーレッドウルフ」だぜぇ！！よろしくなぁ！！
プロローグ,シスターフリーデル,村人,変身ですの！[…の体が妖しげな蛍光色の光に包まれてくるくる回ったりしてなんやかんやで魔法少女のコスチュームに]>>41シモンさまあら、杞憂でしたのね。それならよいのですわ。失礼しました。
プロローグ,宿屋の女主人レジーナ,村人,よいしょっと！やっと洗濯が終わったわー。なんだい、けっこう人が集まってきてるんだねえ。お昼は適当だよ、勘弁しておくれ。[トマトソースパスタ] [野菜スープ] [バゲット]
プロローグ,宿屋の女主人レジーナ,村人,■1. 不定期 夕方あたりはあまりいないねえ。■2. 仮 22:15 本 22:45■3. 楽しく過ごせりゃそれで良いよ。■4. 言わずと知れた宿の女将だよ！みんな部屋は綺麗に使うんだよ！□5. なんだろうねえ……知らない方が良いこともあるかもしれないよ…？
プロローグ,パン屋オットー,人狼,■１.  不定期。２０時以降はいれるとおもう。■２.　仮 22:00 本 22:45くらい。■３.　特にないよ。■４.　パン屋のオットーだよ。
プロローグ,少年ペーター,狩人,くるくるっぽー♪わーい、いっぱい人がいるよ！狼戦隊もカッコイイけどリデルさんの横でＱＢモドキになるのも楽しそうだな〜。（=`･ω･´）＜ぼくと契約して魔法少女になってよ！あ、穴は開けないでぼくのかわりはいないんだ！>>46ごはんだー！！
プロローグ,旅人ニコラス,狂人,やぁ
プロローグ,旅人ニコラス,狂人,ひとまず席取りだよ。■1. 21:00～24:00位。■2. 仮 22:15 本 22:45■3. 奇策OKだけど、村騙りは好きじゃないよ。流行病には気をつけよう！■4. 宇宙から来たの緑星人ニコラスだよ。がぉー。□5. この星にはエネルギー補給に寄ったんだよ。不老不死になれる火の鳥の巣があるってホントかな。
プロローグ,少女リーザ,村人,ニコラスさんに届け、愛のレーザービーム！ニコラスさんが悪い宇宙人なら、これで跡形もなく塵と化すはずなの♪
プロローグ,行商人アルビン,占い師,どーもこんにちわー。瓶詰めの緑の薬がトレードマークのアルビン商会ですよー。薬の買い置きは足りてますかー？
プロローグ,少女リーザ,村人,商人さん商人さん、トリカブトとホウ酸団子下さいです！
プロローグ,司書クララ,人狼,おっひるーだよー【くららは普通の人だよ】【非魔法少女・非戦隊・非宇宙人】てか、リザちゃん…まさかの合法ロリ？なんか濃い人が集まってきたなぁ…
プロローグ,行商人アルビン,占い師,基本は薬売りですが、日用雑貨や嗜好品なんかも各種取り揃えてますんで、是非ともご利用ください。ちょっと夜まで薬草取りに行ってますから、必要なものがあれば台帳に書いて持っていって下さい。代金は後払いでいいですよー。[...は分厚い台帳と大きな荷物を置いて立ち去る]
プロローグ,少女リーザ,村人,クララさん、リーザはれっきとした轟砲ロリなの。でもこの村に隠された秘密が暴かれると、イタリアの温泉で休暇をとってる神様に、罰としてカエルに変えられてしまうなの。だから秘密が暴かれないうちに狼さんを片付けるために、おんどらとっとと雁首並べんしゃーい！ですよ♪
プロローグ,神父ジムゾン,村人,こんにちは。にぎやかになってきましたね。レジーナさんは昼食をありがとうございます。モーリッツさんは念願の食事だというのに帰って来られないのでしょうか。
