プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,木こりトーマス,人狼,ここは…？魔王との闘いで負傷したところまでは記憶があるんだが…ック困ったな…体が動かないぞ…ぬぐ…
プロローグ,シスターフリーデル,村人,ここでわたくしの出番ですわー！！困ったあなたに☆救世主・フリーデルですわ！(登場のポーズ)
プロローグ,木こりトーマス,人狼,うおぉ麗しい？シスター様が現れた！！！女神…（うるうる）
プロローグ,シスターフリーデル,村人,>>2まあ、こんなところに満身創痍なナイスガイが…お任せください、主人公がピンチのときにしか現れない謎のヒロインの如く、颯爽と素敵なアイテムを授けて差し上げますわ！あるじさま、私の祈りを受け取ってくださいませ！[…が派手な動作で祈ると、小さな小箱が天から落ちてきたようだ]さあ……お受け取りになって……つ[うさぎちゃん模様の絆創膏セット]
プロローグ,木こりトーマス,人狼,麗しいシスター…！！！僕はこんな可愛らしい回復魔法はじめてみたよ…全身から活力が漲ってくるようだ…（…は全身にうさぎちゃん絆創膏を貼った後は頼りになる仲間たちがいればもう一度魔王も闘えるのにな…
プロローグ,シスターフリーデル,村人,そうでしょうとも！わたくしの純粋な祈りはさいきょーなのです！(渾身のどや顔)大丈夫ですわ、トーマス。あなたのその鋭くも真摯な眼で見詰められたが最後。あなたの助けになりたい！そう思わせる……勇者の素質が！あなたにはあるのだから！(ﾄﾞﾄﾞｰﾝ)(そんなわけで、画面の前のあなたは一緒に来るといいのですわ！)
プロローグ,木こりトーマス,人狼,おぉシスター！あなたが居れば僕は何度でも魔王と闘える！！！もし力尽きた際には渾身の祈りで僕の復活をお願いしてもいいかな…。僕の瞳にはそんな力が眠っていたなんて…殆ど開けたことなかったから気づかなかったよ…！この隠された素質を使って、13人の仲間たちと魔王をボコボコにするよ！（…はエクスカリホークを掲げて誓った！さぁ！僕と契約して魔法少年と物理少女になってよ！
プロローグ,青年ヨアヒム,霊能者,ぬるぽなんてあるわけないじゃん。みんな大げさだなぁ何か拾ったんだけどさ、答えていけばいいのかな？（紙の内容を読む）■1.コアタイム■2.仮決定／本決定時間■3.やりたいこと／やりたくないこと□4.ひとことどうぞ！
プロローグ,青年ヨアヒム,霊能者,拾った手前、答えていくよ■1.不定期。いついるか分からない社壊人■2.1h前／30min前■3.色々／凸□4.変な人だよ！宜しく！（自分で言うな
プロローグ,青年ヨアヒム,霊能者,後、何か拾ったんだけどなぁ…どこいったんだろ？（…の後ろに手紙が落ちている。何枚かあるようだ）［よく使う略号など］▼:吊り第一希望　▽:吊り第二希望●:占い第一希望　○:占い第二希望■:議題　□:ネタ議題　【　】:強調したい事柄（CO等）★:質問　☆:★への返答＠数字：残りの喉数（発言数）
プロローグ,青年ヨアヒム,霊能者,（手紙その2）CO:カミングアウト。能力者だと公言する事。FO:フルオープン。占も霊もCOする事。LW:ラストウルフ。最後に残った人狼の事。GS:グレースケール。自分以外の村人を、白っぽい（村人っぽい）人から黒っぽい（人狼っぽい）人まで順に並べたもの。SG:スケープゴート。狼が自分の身代わりに吊らせる村人の事。斑(パンダ):占いもしくは霊能の判定が白と黒に分かれた人の事。
プロローグ,シスターフリーデル,村人,ガッなんてこと……進行に気を使える素敵な仲間がやってきましたわ！(話すのに夢中すぎて議題とか忘れ去ってたCO)■1.更新前後と不定期■2.おまかせ■3.愛のあること/ないこと□4.困ったときはわたくしを呼ぶといいのですわ！鳩瀕死なので一度去りますわ。ヨアヒムありがとう。ご機嫌よう。
プロローグ,木こりトーマス,人狼,新しい仲間…社会のデストロイヤーことヨアヒム君か…！ありがとう！君のおかげで沢山の人たちが救われるよ！（キラーン（世界の救い方考えてたら進行忘れてたCO）■1.僕は街の木を…いやモンスター達を倒さなければならないから不定期なんだ■2.22:45/23/15■3.メタは苦手かなぁ□4.僕の名前はトーマス！職業は勇者さ！よろしく！
プロローグ,少女リーザ,村人,あれ？みんな集まってどうしたの？■1.不定期なの。■2.おまかせなの。■3.おわったときみんなが楽しかったって言える村にしたいの。□4.まだ子供だから眠いの。
プロローグ,木こりトーマス,人狼,ようじょ！！！ようじょぉおおお！！！！うおおお！！！！！（…は不思議な力が湧いてきた！
プロローグ,青年ヨアヒム,霊能者,>>16樵 お巡りさんこっちです
プロローグ,青年ヨアヒム,霊能者,>>15 リーザちゃんいらっしゃいうん、ちょっとあってね
プロローグ,シスターフリーデル,村人,（勇者の力が増幅している……！？）（これは・伝説の再来……！）ようこそリーザ。歓迎しますわ。おねむかしら？無理しちゃだめよ。（なでなで
プロローグ,青年ヨアヒム,霊能者,シスターお帰り。懺悔します先程のトーマスさんの言葉でつい「お巡りさんこっちです」と突きだしてしまいましたそういうつもりではなかったはずなのに…つい反応してしまいましたお許しください…（祈りを捧げる
プロローグ,シスターフリーデル,村人,青年よ、あなたが神を信ずるならば、あなたに罪は無いのだということを思い出しなさい。あるじさまはあなたのその罪も、すでに償ってくださったのですから。……リーザを護ろうとしたその義侠心、勇者はこころよく受け止めてくださることでしょう……（にっこり
プロローグ,少女リーザ,村人,>>17 青このおじちゃんこわいの？大丈夫！リーザには、魔法があるから！[…は、いかにもーなステッキをとりだした。]>>19 修ふわわわ。ありがと。
プロローグ,青年ヨアヒム,霊能者,>>21シスターありがとう。救われたよそうだ、勇者を連れ戻さないと！（…は警察に赴き勇者を連れて帰ってきた）
プロローグ,青年ヨアヒム,霊能者,ん～、今日は揃いそうにないですねまた明日ですね
プロローグ,少女リーザ,村人,残念なの。明日に期待なの。
プロローグ,ならず者ディーター,狩人,俺ぁディーター、職業はならず者だ。勇者に僧侶、魔法使いに・・・あと一人はニートだな。よろしく。
プロローグ,負傷兵シモン,人狼,ここが荒地の村か･･･邪魔するよ。御覧のザマだが、現役冒険者時代は盾役だったな。しばらく村に滞在するが、よろしくな。
プロローグ,旅人ニコラス,村人,ニコラス…です…敵、呪える…後衛はまかせて。よろしく。
プロローグ,旅人ニコラス,村人,■1.だいたい20時以降…■2.おまかせ…で■3.楽しくね／ギスギスと凸□4.補助的な黒魔法使いです…じわじわいく…よ
プロローグ,負傷兵シモン,人狼,そうそう、これを忘れていたな。■1.夜型の不定期■2.22:45/23:15■3.気楽に/突然死□4.重装備＋槍＋大盾＝ロマンお、ニコラスは黒魔法が使えるのか。俺は呪術魔術の類はサッパリだよ。
プロローグ,村長ヴァルター,村人,おやおや、皆集まってどうしましたか？
プロローグ,村長ヴァルター,村人,■1.完全に不定期だが、鳩を飛ばして決定事項を読むぐらいはできる■2.村の色にもよるからのぉ、基本はお任せ■3.じっくり取り組んでくれる人がいいなぁ/突然死及び寡黙かな？
プロローグ,村長ヴァルター,村人,誰もいないようだな・・・。今日は失礼しようか。
プロローグ,青年ヨアヒム,霊能者,こっそり結構集まってきましたね明日開催ほぼ確定ですね
プロローグ,木こりトーマス,人狼,なにか青い服をきた異界人が現れて妙な場所に連れて行かれていたよ…これも試練なのですね。おぉ神よ！！服をきろとか児童なんとか言っていたが特に気にしないことにしよう。ヨアヒム、君は僕を強くするために試練を与えた神使だと僕は思うんだ（キラキラ
プロローグ,木こりトーマス,人狼,幼女はアイドルだな。うんうん可愛いよ（きらきらならず者まで来るとは熱いな。やはり舞台にワイルドヒーローは必要なものさ。あれ、シモンは昔ランスで龍と闘っていた伝説のソロハンター…ニコは強そうだね色んな意味で…四つ葉のクローバーをあげるよっ（…は四つ葉のクローバーをニコラスの頭につけた
プロローグ,木こりトーマス,人狼,しかし起きたら仲間達が揃っていると思ったのだけれど…仕方ない！後一日休養に勤しもう。シモン、このプロテインをお裾分けするよ。あ、村長よろしく！今日もお髭がキュートだね！
プロローグ,少年ペーター,人狼,おっはよーなんかわからないけどもしろそう。
プロローグ,少年ペーター,人狼,■1.不定期なんだよ■2.1時間前/３０分前■3.楽しくできたらいいよね。□4.僕はなんにでもなれる可能性の塊らしいよ
プロローグ,木こりトーマス,人狼,可能性の…獣…ぺーたーくんか
プロローグ,羊飼いカタリナ,占い師,私は魔獣（羊）使い！
プロローグ,シスターフリーデル,村人,なんてことでしょう、仲間がこんなに！みなさま、共に頑張りましょうね。ところでわたくしのロマン、弓兵はまだですの？(まがお)(プロ喉回復なのですね。地味にはじめて知りましたわ。これもあるじ様のお力！)
プロローグ,シスターフリーデル,村人,何人仲間が増えようと、このフリーデル、まるっと癒しつくしてみせますわ！[…はどや顔でふんぞり返っている](ほんとは、わたしごときが癒すなんて)(でも必要とされるのは嬉しいのだわ)(祈ることしかできないけど、みんなの力になりたい)
プロローグ,木こりトーマス,人狼,あの凶暴な魔獣（羊）を操るなんて只者じゃないね…！！！弓使えるレアな村人は果たして存在するのか…
プロローグ,木こりトーマス,人狼,（大丈夫だよフリーデル）（君の笑顔と祈りで僕は救われた…これからもこのパーティを癒していくのは君だと思うんだ…）
プロローグ,シスターフリーデル,村人,[…はトーマスの慈愛の視線に気付き飛び上がった]わわわわ、わたくしさいきょーですので！わたくしに癒されるのを有り難く思うとよいのですわー！(ふるえ声)それと弓使いは存在しますのよ！わたくしが幼き可憐な少女だったころ、わたくしを助けた一本の矢……それ以来、弓使いはわたくしにとって、救いの象徴なのですわ(きらきら)
プロローグ,旅人ニコラス,村人,こんにちは。仲間いっぱいで…嬉しい。みんなよろしく…ね。>>30その分力は無いから前衛は苦手…適材適所…>>36ありがとう…四ツ葉は…好き。観葉植物としても、………の材料としても…ﾌﾌ
プロローグ,少女リーザ,村人,わーい、人がたくさんいるの！>>36 樵きらきらしたのみたい？いっくよー！コメットー！☆彡[…は樵さんの近くをめがけて星を落とした。]
プロローグ,ならず者ディーター,狩人,お、徐々に集まってきたな。16人も集まれば、ジンロウとやらも簡単に倒せるだろう。冒険者が増えるといいな。
プロローグ,木こりトーマス,人狼,リデルを助けたのは人狼専門のハンター…？その人は普段は身を隠しているが人々が窮地に陥った時に影から人を護るのだとか…。ニコラスは呪術のスペシャリストぽいね…悪に対抗する為には闇の力チックなものも必要だからね！期待してるよニコラス！ん…？あれは…☆うわぁああああああああああああああああああ！！！！！！
プロローグ,少女リーザ,村人,>>50[…は恐る恐る樵さんに近づく…。]あたって…ないよね…。ちゃんと外したなの…。
プロローグ,木こりトーマス,人狼,返事がない ただの屍のようだ
プロローグ,青年ヨアヒム,霊能者,ただい…うわぁぁ～！何じゃこりゃ～！【荒廃した現状を把握】トーマスさん！…あー、気絶してるわ仕方ない、部屋に運んでシスターに診てもらおう（トーマスを宿の部屋に運んでベッドに寝かせる）
プロローグ,少女リーザ,村人,えっえっえっ…。シスターよんでこなきゃ。しすたあああああ＞＜
プロローグ,シスターフリーデル,村人,はっ！助けを求める声が！（しゅぴーん）気絶した殿方を起こすもの、それは乙女のくちづけ！……え？逆ですって？気のせいですわ！あるじさま、わたくしの祈りを以下略！[…が派手な動作で祈ると、ぶさ可愛い天使が降りてきたようだ][ぶさかわ天使がトーマスの額に、すこし躊躇しつつも口付けた]これぞ！「天からの呼び声（リカバリー☆キッス）」の力ですわ！（ででーん
プロローグ,シスターフリーデル,村人,かんぺきですわー！（天に両手を掲げて自らを讃えるポーズ）それにしてもリーザの魔法は素晴らしいのですね！勇者を昏倒させるほどの力、幼いその身でよく身につけたものです。リーザは頑張り屋さんでえらいですわね（なでなで
プロローグ,仕立て屋エルナ,狂人,私はつおいっ！
プロローグ,青年ヨアヒム,霊能者,何か懐かしい響きの言葉が聞こえたんだが気のせいかな？ｗ（ぶさ可愛い？天使と偶然目があった）（…は即座に目を逸らし宿屋の台所へ向かった）何も見てない何も見てない何も（ryさ・さて、飲み物でも作ろうかな[コーヒー][ダージリン][ホットココア][ホットミルク]
プロローグ,仕立て屋エルナ,狂人,この村はもう駄目だロリコンと中二病しかいないこのままでは16人集まったとしても、常識人が誰一人いない村と呼ばれてしまうだろうそんな村にどうして来てしまったのだろう…わからない。
プロローグ,負傷兵シモン,人狼,んん、ぼちぼち村に人が集まっているみたいだな。こうして続々と村に集う様子はいいねぇ。>>59服　「私はつおいっ！」って殴りこんで来たのにどうした？エルナもジンロウ討伐に来たんだろう？さぁ適当に選んだプレゼントをやるから予習してこいっ。[指輪物語][ハリーポッター][ファイナルファンタジー][モンスターハンター][デモンズソウル][他多数]ロリは守備範囲外だから任せた。
プロローグ,農夫ヤコブ,村人,ロリコンで、中二病ときいてやってきました。
プロローグ,負傷兵シモン,人狼,ヨアヒムの淹れたコーヒーをいただくよ。とりあえずトーマスの無事を祈りつつ亡骸からアイテムごそごそ。こ、これは･･･[リーザのパンツ]！何故トーマスが？！おっとヤコブも来たか、よろしくな。どうも前のワードで飛んでくる人間は危険だと俺の第六感が･･･。
プロローグ,少女リーザ,村人,>>62 兵あれ？どうしてリーザのぱんつもってるの？へいたいさんじゃなくてへんたいさんなの？[…は、またいかにもーなステッキを取り出した。]
プロローグ,神父ジムゾン,村人,ふさふさなものがいると聞いて来ました。
