プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,行商人アルビン,狂人,いらっしゃいませ～人狼まんじゅういかがっすか～
プロローグ,司書クララ,村人,人狼なんているわけないですよ、皆さん大げさですねー。所詮は本の中だけの御伽噺。ただの空想の産物です。
プロローグ,少年ペーター,村人,ぼく、この人狼騒ぎが終わったら可愛いあの子と結婚するんだ～[ペーターは何かのフラグを立てました]
プロローグ,負傷兵シモン,村人,(ぐっ、やつらめ！予想外の痛手を負ってしまったようだな・・・しばらくこの村で傷を癒させてもらうとするか・・・さすがにこの村で俺の正体を知ってる奴はいないだろう。。)よぅ、俺はシモンってんだ。ひとつよろしく頼むぜ！人狼？そんなもん俺が殲滅してやる、まかしておくんだな。
プロローグ,負傷兵シモン,村人,ふもとの村でこんな紙が落ちてたぜ。なにかわからねぇが、答えておいた方が良さそうだな。■１．主な参加時間帯。■２．仮・本決定時間の希望。■３．投票COや個人戦などなど。□４．自己紹介などなど。
プロローグ,老人モーリッツ,村人,人浪とは恐ろしいのう…
プロローグ,青年ヨアヒム,人狼,やぁやぁこんにちわ。ごきげんうるわしゅー
プロローグ,負傷兵シモン,村人,■１．基本的に18時以降になると思うぜ■２．仮22時、本23時くらいがいいな。余裕がほしいからだ。■３．投票COはどっちでも構わない、反対する人が多いと予想してみるが、やってみるのもいいと思うぞ。□４．シモンだ、色んな場所を転々としている。それゆえ俺と出会えたことを光栄に思うことだな、フフフ・・・
プロローグ,負傷兵シモン,村人,モーリッツ、ヨアヒムよろしくだ。人が集まってくれてうれしいぞ。(この村に来る奴はどうして男ばっかなんだ・・・ちっ！)
プロローグ,老人モーリッツ,村人,シモン。ヨアヒム。よろしくじゃ■１．19時以降になるのが多いのぅ。日中はランダム出没じゃ■２．仮22時、本23時くらいなら助かるのぅ■３．特に反対はせんが、じじいの頭じゃようわからんので、やるなら誰かに音頭をとってほしいぞい。□４．若いころモテモテじゃったイケメンじじいモーリッツとはワシのこと。よろしく頼むぞい。
プロローグ,青年ヨアヒム,人狼,よろしくね■1.完全ランダムだなぁ。いるときはいるからよろしくね。■2.仮22時本23時希望だなぁ。■3.投票とかは特に反対しないよ。嫌だって人がいれば使わなくていいよ。
プロローグ,司書クララ,村人,人が増えていますね。皆さん、どうぞよろしく。■１．基本、19～20時以降になるかと。昼はあまり顔を出せないと思います。■２．仮22時半、本23時半希望です。■３．戦術に拘りはありませんので特には。ただ投票COがわかり難そうなので、モーリッツさん>>11に追従して、やるならどなたかが音頭を取ってくださると助かります。□４．峠の村図書館の司書、クララです。
プロローグ,青年ヨアヒム,人狼,□４．村のホープヨアヒムだよ。まあまあみんな平和に暮らそうよ
プロローグ,青年ヨアヒム,人狼,そうだそうだ。たまーに鳩に返信するから反応が遅れるかも知んないけど、超頑張るからよろしくね。そしたら僕は夕食でも作ってくるよ。
プロローグ,村娘パメラ,霊能者,人狼？そんなのいる訳ないでしょ。
プロローグ,村娘パメラ,霊能者,■１．２０時くらいかしら…。■２．仮２２時。本２３時くらいでいいと思うわ。■３．投票ＣＯはあまり好きじゃないんだけど…賛成多数ならやってもいいんじゃないの？って感じね。□４．パメラよ。ま、それなりによろしくね。
プロローグ,神父ジムゾン,狩人,髪隠しなんてあるわけないズラ。みんな大げさズラ。
プロローグ,シスターフリーデル,占い師,神様なんているわけないです。皆さん大げさです。あと神父様はヅラです、証拠の写真取りました。
プロローグ,村娘パメラ,霊能者,ツッコミ所満載ね。こんばんは、神父様。
プロローグ,村娘パメラ,霊能者,シスターもこんばんは。
プロローグ,村娘パメラ,霊能者,って、シスター。ウソでも神様信じてるって言おうよ。
プロローグ,シスターフリーデル,占い師,神様に罪を告白すればすべてが救われるなんて嘘です。そんな簡単に罪なんて許されるはずがない！！罪というのは自分で償って行かなきゃいけないんですよっ！！ﾋｯｸ
プロローグ,神父ジムゾン,狩人,神父である私はヅラではないズラ！髪への冒涜ズラ！
プロローグ,村娘パメラ,霊能者,シスター落ち着いて。もしかして酔ってるの？あと、神父も落ち着け。髪の話など今はしていない！
プロローグ,シスターフリーデル,占い師,ﾋｯｸ、ほーら！神父様のヅラ写真、ばらまいちゃおー、えーい！[リデルは写真をばらまいた！]ﾋｯｸ、もうね、シスターなんてやってられないですよっ！みんな懺悔懺悔って、聞くこっちの身にもなりやがれっ！！てんです。ﾋｯｸ。くはぁ～。
プロローグ,少年ペーター,村人,あ、昼間鳩からだったからあいさつだけしかできなかったんだけどみんな集まってきてるねー。あらためてよろしくね。僕の可愛いお嫁さん候補も集まってきてるようだー。
プロローグ,負傷兵シモン,村人,なんだ、騒がしいな・・・おいおい、なんだこの写真は?!〔シモンは絶句した〕
プロローグ,少年ペーター,村人,ん？なんか答えないといけないみたいだ。村の為だからちゃんと答えるよ！■１．コアタイムは21時くらいから。でもおかーさんが許してくれたらもっと早くこられるよ！■２．仮22時半　本23時半■３．特にないからおまかせするよー。でもあまり難しいことは僕まだ子供だからよくわかんないよ。
プロローグ,神父ジムゾン,狩人,私はヅラではないズラ！ヅラではないズラ！
プロローグ,村娘パメラ,霊能者,シスター落ち着いて！！　そんな、他人の秘密をばら撒くなんて聖職者のする事じゃ…！！
プロローグ,村娘パメラ,霊能者,わかった。わかりました、ヅラじゃないです！！　神父様はヅラじゃないありません！だから一緒にシスターを止めてください！
プロローグ,少年ペーター,村人,…大人になったらいろいろ悩むもんなんだなぁ……僕なんて隣の席のリズちゃんにサンドイッチ食べられちゃったのが人生で一番の悩みなのに。[…は神父様の衝撃写真を見ながら考え込んでしまった]
プロローグ,負傷兵シモン,村人,ませたガキに、語尾と頭がズラの神父、神を信じないシスター・・・どえらい村に来たもんだぜ。。パメラは今のところ一応まともみたいだが、これからどうなるのか知れたもんじゃねーしな・・・
プロローグ,シスターフリーデル,占い師,もう、ﾋｯｸ。本当にやんなっちゃいますよ。ねぇ？教会でお仕事していると、なんか変な男の人たちの目線も感じるし。ﾋｯｸ。私は見せもんじゃないってんですよ！！くはぁ～。もう・・・やんなって、やんなって・・・。ZZｚｚ・・・・・ｽﾔｽﾔ・・・・。
プロローグ,村娘パメラ,霊能者,サンドイッチを食べられたくらいでそこまで悩むのもどうか思うわよ、ペーター君。それからシスター。そんなところで寝ると風邪引きますよ…（毛布）って、そこの包帯男。言わせて貰うけど、外見じゃああんたが一番怪しいわよ！
プロローグ,老人モーリッツ,村人,しばらくみんうちに、人が増えとるの。よいことじゃ。神父よ。気にすることはない。わしの頭を見て心を癒すのじゃ！
プロローグ,司書クララ,村人,[...は別室で本を読んでいたようだ。]随分と賑ってきましたね。よいことです。パメラさんが諸々頑張ってくださっているので、私は部屋の隅で皆さんを生暖かい目で見守ることにしましょう。
プロローグ,村娘パメラ,霊能者,まったく。怪我人なら怪我人らしく早く病院に行きなさいよね。見ているこっちが痛々しい…って、癒されるかー！！
プロローグ,村娘パメラ,霊能者,やめてー！　私まで生暖かい目で見ないでぇぇぇっ！　私はまともなのぉ。一般人なのぉ。（しくしく…）
プロローグ,老人モーリッツ,村人,うんうん。パメラはナイスツッコミじゃな。これからもお笑い道をすすんでほしいぞい。クララも寂しいこといっとらんで、みんなと漫才をするべきじゃ。
プロローグ,村娘パメラ,霊能者,漫才ちがぁーーう！！おかしいわよぉ、なんでこの村にはボケしかいないのよぉ…
プロローグ,少年ペーター,村人,パメラおねーちゃん、僕の学校の先生が言ってたんだけどね自分でまともとか一般人とか言ってる人がいちばん潜在的にまともじゃないらしいよ。潜在的ってなんだろう。僕難しい言葉まだよくわかんないやー。
プロローグ,少年ペーター,村人,あ、ママに呼ばれたからちょっとご飯食べてくるね。もしあとでまた来られたらお話してね～。
プロローグ,シスターフリーデル,占い師,・・・はっ！！ここはどこ？私は・・・フリーデルですね。あれ？あれ？あら、皆さんおそろいで、えっと、これは何の集まりでしょうか？あら？神父様、どうしてそのように落ち込まれて・・・。[リデルは写真を拾った]まあ！これは・・・いったい誰のいたずらでしょう。こんな酷いことを・・・。誰かご存じないですか？
プロローグ,村娘パメラ,霊能者,ちくしょー、反論できねー！！（泣）
プロローグ,神父ジムゾン,狩人,か、髪隠しなんてないズラ！モーリッツのそれは自分で剃ったんズラ。そうズラ。
プロローグ,負傷兵シモン,村人,(ほぅ、パメラはどんなボケでもひろってくれるみたいだな・・・)パメラ、俺の見た目が怪しいだと?!しかし怪しいのは見た目だけじゃないぜ、ヒヒヒヒヒ・・・
プロローグ,羊飼いカタリナ,村人,＠・ω・）
プロローグ,少女リーザ,人狼,更にボケが追加、だよぉ〜♪
プロローグ,村娘パメラ,霊能者,もう、いいわよ…どうせあたしなんかまともじゃないんだわ…今の包帯男の発言で「包帯の下には無数の目玉があるんじゃ…」とか考えるくらいまともじゃないんだわ…うぅ…
プロローグ,老人モーリッツ,村人,ワシだって若いころはふっさふさだったんじゃ。（神父の肩をやさしくたたきながら）時間と共にみなこうなるんじゃよ。おお、また新しい人じゃな。いらっしゃい
プロローグ,村娘パメラ,霊能者,こうなったら私だってボケでやる！！みんなが突っ込まずにはいられないくらいのどでかいボケをかましてやる！！
プロローグ,羊飼いカタリナ,村人,えー羊毛商会・代表のカタリナでございます。羊毛に関する事ならなんでもご相談くださいませ。お洋服からカーペット、お布団からテーブルクロスまで、何でも取り揃えてございます。え…カツラでございますか、それは当社では経験がございませんが…。
プロローグ,村娘パメラ,霊能者,ちくしょう！　あからさまにボケっぽい人が来た！！とりあえず、いらっしゃい。
プロローグ,負傷兵シモン,村人,>>45シスターよ、それは俺も誰がやったのかわからん・・・とにかく神に祈るがいい・・・カタリナ、リーザよろしくだぜ！好きなだけボケるがいい、ここには世界一優秀なつっこみがいるからな。
プロローグ,村娘パメラ,霊能者,なんでカツラの話題になってんだよーーーー！！
プロローグ,村娘パメラ,霊能者,つっこみ言うなーーーー！！
プロローグ,シスターフリーデル,占い師,大丈夫です、今名乗り出ればきっと神様があなたのことを許してくれます、だから素直に名乗り出た方がよろしいですよ。まあまあパメラさん落ち着いてください。何があったか分かりませんが。パメラさんは十分かわいいですよ。>>56あら、そうですか・・・。まあ名乗り出てらっしゃるのを待つことにします。それにしても、頭が痛い・・・何故かしら？
プロローグ,老人モーリッツ,村人,そんな、つっこまずにはいられないパメラが大好きじゃ。
プロローグ,司書クララ,村人,パメラさんのツッコミ力は秀逸ですね。とても一般人とは思えません…。あら、>>41これは村総出での漫才だったんですか。基本的にスルー体質なもので、すみません。[...は手に持っていた本を閉じ、眼鏡のふちをくいとあげた]これは私も是非ボケねば…！！
プロローグ,羊飼いカタリナ,村人,間違いなくヅラ×７、ズラ×１０の注文が小社に届いてございます。なかなか細い毛をまっすぐに伸ばすのって大変でございましてね。少々お時間を頂きたいと存じます。
プロローグ,村長ヴァルター,人狼,随分と盛り上がっているようだな。あまりに賑やかなので、つい村議会を抜け出して来てしまったじゃないか。
プロローグ,村娘パメラ,霊能者,ふぇぇぇん、助けてくださいシスター、みんなして私を弄るんですぅ…もうこの中では（今の）シスターくらいしか頼れる人がいませんよぉ…
プロローグ,村娘パメラ,霊能者,おい、そこの羊飼い。ヅラとズラの違いを言ってみろ。
プロローグ,司書クララ,村人,羊毛で作ったカツラってふさふさしてるんでしょうか。むしろストレートにせずアフロでいけばいいのではないかと。とりま、新しくいらっしゃった皆さん、こんばんは。
プロローグ,負傷兵シモン,村人,>>63のヴァルターのボケにパメラはどんなつっこみをするんだろうな・・・ワクワク！
プロローグ,司書クララ,村人,.。0（村長さんと見分けがつきにくいと噂の赤い髭の方が来ることを期待。もちろん属性：ボケで）
プロローグ,老人モーリッツ,村人,おお、カタリナ。ワシのヅラもついでに頼む。リーゼントなんかかっこいいとおもっとるんじゃが･･･。あるかの？>>67ワシも期待で胸が張り裂けそうじゃ。wktk
プロローグ,少女リーザ,人狼,■１．22時から0時半までなの〜。子どもはすぐ寝るのよー。■２．仮23時15分、本23時45分くらいでもいいと思うの。■３．投票COは難しくて間違えそうだよう。個人戦はやりたい人が多かったら私もやるぅ♪□４．リーザだよ。こんばんはっ♪いつもね、お前はボケだって言われるんだけど、私はボケてるつもりないんだよ。いつだって全力で本気なんだよ？　嘘じゃないの、本当なのお〜。
プロローグ,シスターフリーデル,占い師,あ～よしよし。大丈夫ですよ～パメラさん。きっと皆さんがパメラさんのことを認めたらからきっとそうやってくるんです。これはきっと神様が与えた試練なんですよ。・・・あら、パメラさん。もしかして・・・喉尽きました？
プロローグ,司書クララ,村人,さて、夕飯を食べてきますのでしばし離席します。今日のおかずはヅラです。ええヅラです。大切なことなので2回（ry
プロローグ,神父ジムゾン,狩人,おお主よ、この御老人に髪の恵みを。
