プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,老人モーリッツ,村人,お休み、闇の子達よ！
プロローグ,宿屋の女主人レジーナ,村人,よろしくね
プロローグ,青年ヨアヒム,村人,よろしくお願いします
プロローグ,羊飼いカタリナ,村人,もっふもふー！
プロローグ,羊飼いカタリナ,村人,もふー。朝だねー。おはようございまーす。みんな宿に着くのはやいねー。よろしくね！
プロローグ,羊飼いカタリナ,村人,村の回覧が回ってきてたから置いておくねー。■1 こあたいむ■2 決定時間のご希望■3 やりたいこと/やりたくないこと■4 自己アピールどん！あたしは羊をもふもふする作業に戻るよー。またあとでね！
プロローグ,青年ヨアヒム,村人,カタリナさんは回覧板をありがとう。■1 21:30～24:30■2 更新30分前には本決定を出したいね。仮23:45/本0:15でどうかな？■3 本編では少しネタ発言に挑戦したいかな。EPを楽しく過ごしたいな。■4 何故かニートのレッテルを貼られてるけど僕は保育士だよ。子供の成長する姿って見ていて微笑ましいよね。さて、少し出かけてきますね。またあとで。
プロローグ,神父ジムゾン,人狼,人狼神を崇めたまえ、アル。
プロローグ,神父ジムゾン,人狼,回覧板に記入しておくのでアル。正直面倒だがこれも白印象を稼ぐ大切な仕事アル。■1 21時～25時アル。更新後即寝アル。■2 仮23:45、本24:15アル。つまり1時間前と30分前アル。■3 暴言ダメ、絶対。アル。■4 怪しくもホノボノとした神父で頑張るアル。いや、怪しくなんか無いアル。
プロローグ,木こりトーマス,狩人,耳毛も斧で剃る（ダンディースマイル
プロローグ,木こりトーマス,狩人,■1 09:00～12:00、21:30～24:30■2 仮23:45/本24:15■3 楽しくやりたいな。がはは、がはは。■4 植林もやってるエコロジーダンディーだ、よろしく。それじゃ、ちょっと山の様子見てくるっ！
プロローグ,宿屋の女主人レジーナ,村人,■1 不定期■2 任せる■3 楽しくやりたいね■4 疲れた時は私の宿屋へおいで
プロローグ,負傷兵シモン,占い師,エロジジーダンディーだって！？
プロローグ,負傷兵シモン,占い師,■1 22時くらい～更新直後は寝ます■2 トマスに追従■3 突然死はやめてほしい■4 自己紹介は苦手です。よろしくお願いしますね
プロローグ,老人モーリッツ,村人,◼1 21:00～更新まで。◼2 仮決定23:45  本決定00:15◼3 楽しく進行していければ良い！◼4 ワシの寿命は300年！
プロローグ,青年ヨアヒム,村人,お昼の間にちら見。新しく来た人はどうぞよろしくね。神父さんは語尾が面白いね。僕も何か付けてみようかな？いっそ地上にいる間、全員で語尾に何か付けるとかどうかな？
プロローグ,青年ヨアヒム,村人,語尾の例一覧「ぞい」、「じゃ」、「だわさ」、「だべ」、「にゃ」、「わん」、「なの」、「ナリ」、「ござる」、「ざます」、「ざんす」、「だぜ」、「ダヨ—」、「っす」、「ってばよ」、「であります」、「ごわす」、「でし」、「デス」、「ですの」、「ですぞ」、「どす」、「ピョン」、「やで」、「べし」・・・色々あるよね。
プロローグ,少女リーザ,村人,りーざ　ごさい　やみの子ですの
プロローグ,シスターフリーデル,狂人,あらあら気がついたら随分お日様が暮れ掛けているでござるざますどうせですからもう一眠りしてまいるでござるざます
プロローグ,少女リーザ,村人,■1 ふてーきですの■2 けってーじかんは00:15が良いの■3 RPなど交えて楽しく殴り合いはいかが？■4 怪しい神父さまにぷるぷるしながら、ヨアヒムせんせのいるよーちえんに通ってますの。おじいちゃんっこですわ。近所のおにーさんのおヨメさんになることがユメですの。むぎわらぼーしの似合うおにーさんがつくるお野菜がだいすき！
プロローグ,旅人ニコラス,村人,僕は旅人、風の吹くままこの村に辿り着いたのだけど…どうやら不穏な噂があるようだね
プロローグ,ならず者ディーター,人狼,ん？語尾に拘る流れずら？この語尾はジムにあげるヅラ。
プロローグ,シスターフリーデル,狂人,眠りに付く前に議題に解答させて頂くでござるざます■1 22:00〜■2 仮:更新一時間前 本:更新30分前■3 どんどん発言していきたいでござるざます！寡黙吊はなんとしてでも避けるでござるざます！流行り病魔なぞには負けませんよ！！！■4.バナナはアルミホイルに包んでチンして食べる派追加議題でござるざますよ！■5.バナナはどう食べるのが好きでござるざます？
