プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,村娘パメラ,狂人,颯爽とキリバン村の1っをGEt……なんだと。
プロローグ,村娘パメラ,狂人,どの村でも>>1を取っていく楽天家ゲルト、一体何者なのかしら。ひとつわかるのは、彼を敵に回しちゃいけないってことね……。
プロローグ,青年ヨアヒム,村人,おはよう、パメラ。清々しい朝だね。ゲルトはこの村いちばんの早起きだからなあ。
プロローグ,木こりトーマス,霊能者,オレ、トーマス。木、食ウ。木は食わねーよw何キャラだよ！木食ウ。せめて、人を食えよ、人を！人もダメだしっ！ノウッ！NO！ノー イート  ヒト人食べない月間トーマスです。って、食ったことなんかねーよ、コノヤロ！
プロローグ,負傷兵シモン,人狼,おっす、オラシモン。現在スーパーサ○ヤ人。って、ちげーよ。何キャラだよ！トーマスが狼COしてるし、吊ってしまえ！
プロローグ,司書クララ,人狼,見た？
プロローグ,木こりトーマス,霊能者,ううん、見てない( ´ ▽ ` )
プロローグ,行商人アルビン,狩人,商売なんてするわけないじゃん。みんな大げさなのだ。
プロローグ,行商人アルビン,狩人,また夕方ごろ戻るのだ。それまで、みんなコレでも食べて適当にくつろいでいるといいのだ。つ[ポテチ][シュークリーム]じゃーまたねー。
プロローグ,負傷兵シモン,人狼,アルビンが置いてったポテチとシュークリームを全部食べてしまえー！
プロローグ,羊飼いカタリナ,村人,こんばんはー！キリ番かぁ、すごいね！ドキドキするね…！お邪魔しまーす！
プロローグ,羊飼いカタリナ,村人,こん…ばんは…？ふふっ、これはねー、羊さん達と一緒に考えた渾身のギャグなんです！ところで、誰か議題はってくれないかな？
プロローグ,羊飼いカタリナ,村人,それにしても700っていうめでたい数字だから何か面白い事やってみたいね！夜が明けてすぐ【みんなで狼CO】とか？【狩人CO】とか？うー、なんかどきどきしてきた！楽しみ！というわけで羊さんと一緒に少しお散歩してきます。オッケー☆うふふっ！
プロローグ,行商人アルビン,狩人,ぽっぽー一撃>>りな確かに何か面白いことやってみたいのだ。シモンが食べちゃったみたいだから、追加しよう。つ[板チョコ][おせんべい]ニート食だから、組み合わせは気にしちゃいけないのだ。
プロローグ,司書クララ,人狼,うっ、眼が…眼が共鳴している！！
プロローグ,司書クララ,人狼,■1.幾星霜の時を経てここに来る時間(コアタイム)■2.闇の眷属を封印する時間(仮/本)■3.不可視境界線管理局の魔術師に言っておきたいこと(やりたいこと、やりたくないこと)□4.てんじょうてんげゆいがどくそんっわっしょーい［好きなポーズでキメよう！］(自己RP)
プロローグ,行商人アルビン,狩人,ただいまなのだ。思いのほか早く箱を確保できてほくほく顔なのだ。…はっ、「ただいま」！？何を言っているのだぼくは…。>>17議題大感謝なのだ。間違っても、面倒だったから出さなかったとか、そういうのではないのだ。今まで鳩だったからできなかっただけなのだ。ほ、本当なのだ。■1.時を超え空間を越え！20時くらいに現れるのだ。プラス不定期鳩。■2.仮封印23:15/本封印23:45
プロローグ,行商人アルビン,狩人,■3.魔術師さん。ぼくのお願いは、・>>15でも言ったように、何か面白いネタをしたいのだ。・ギスギスせずに、思いやりを持った戦いをしたいのだ。□4.「商売なんて！しないのだー！！きゅぴーんっ」（ごろ寝のポーズ）>>16くら、砂糖菓子でも食べて落ち着くのだ。議題提示へのお礼もかねてつ[こんぺいとう]ぼくはお仕事なんてしないのだ。その辺で適当に寝てるから、何かあったら呼んでね。
プロローグ,村娘パメラ,狂人,ただいまー700記念ってことでゲルトが本参加してる夢をみたわ！　初日犠牲は何故か私だったのだけど。■1.21時から0時くらいかしら。日によってまちまちではありそうだけど。■2.23:15/23:45。まとめがいたらその人のやり易い時間で構わないけど。
プロローグ,村娘パメラ,狂人,■3.取り敢えず楽しくやりたいかな。リナやアルが言ってるネタは賛成よ！　でもこれって始まりに言うだけでその後は引っ張らないってことでいいのかしら？■4.人狼がいないってわかったらゲルトに言いたいことがあるの。聞いてくれるかしら？
