プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,負傷兵シモン,村人,痛、いてててて。今日も頭の傷が痛むぜ。
プロローグ,少年ペーター,人狼,魔法を失敗しちゃったにゃ～…知らない場所にゃ…
プロローグ,少年ペーター,人狼,＞兵はっ!?大怪我してる人がいるにゃ!!ここはマジカルぬこペーターに任せるにゃ♪[…は適当に回復魔法を唱えた]
プロローグ,負傷兵シモン,村人,なんてこったい、頭の痛みがやわらいでいく。げっ、ぎ、逆に、腹が痛くなってきやがった。いつつつつ。で、でもまあ、ありがとよ。ペーの字。
プロローグ,少女リーザ,村人,人狼なんて居るわけないじゃん！みんな大げさだよね！
プロローグ,少女リーザ,村人,あっ、ペーター、私に魔法を教えてくれるって約束はぁ？あと、シモンさんは今日も痛そうだねっ！
プロローグ,老人モーリッツ,狂人,…はて、人狼とはなんじゃったかのう？
プロローグ,羊飼いカタリナ,村人,狼より羊の方がすばらしいわよ。
プロローグ,神父ジムゾン,人狼,ホイミ！［ジムゾンはシモンにホイミを唱えた］
プロローグ,神父ジムゾン,人狼,おはようございます。僧侶ですホイミは使えるのですが、LVが低くてザオリクが使えませんなので死なないでくださいね！
プロローグ,神父ジムゾン,人狼,チラシを拾ったのでぺたりんこ■1.コアタイム■2.仮決定/本決定 希望時間■3.やりたい事/やりたくない事■4.自己紹介
プロローグ,神父ジムゾン,人狼,セルフ回答■1.不定期■2.仮1時間前/本30分前■3.ワイワイ/ギスギス■4.僧侶です。ホイミは使えますがザオリクは使えません
プロローグ,羊飼いカタリナ,村人,■1.20時～23時■2.仮1時間前/本30分前■3.仲良く/煽り合いはやめましょう■4.好きな食べ物はジンギスカン
プロローグ,羊飼いカタリナ,村人,羊は素晴らしいわよ。毛が売れるしジンギスカンはおいしいし。ジンギスカンはおいしいし（大事な事なので二回
プロローグ,羊飼いカタリナ,村人,>>神たたかいはできませんがちりょうのつえがつかえますの方がイメージだったり。
プロローグ,負傷兵シモン,村人,>>7  リーザ、まあ、痛いのが商売みたいなもんだからな。>>10 神父さん、サンクス。なんだか効いた気がするよ。
プロローグ,神父ジムゾン,人狼,ポワワン…脳内設定シモン：勇者枠ペーター：魔法使い枠リーザ：遊び人枠モーリッツ：戦士ライアン枠カタリナ：魔物使い枠ジムゾン：僧侶枠
プロローグ,負傷兵シモン,村人,■1.20時～23時■2.すまない、まかせるよ■3.せっかくだから楽しもう/争いごとはうんざりだ。■4.羊もいいが、どっちかっていうと魚派だな。釣りが趣味なんだ。平和になったらまた川に行きたいよ。
プロローグ,木こりトーマス,狩人,吾輩、機関車トーマス。皆よろしくな。何事も筋肉で解決する力自慢！（脳筋）人狼が現れても一撃で葬り去ってくれよう！
プロローグ,木こりトーマス,狩人,チラシへの回答だ。■1.不定期■2.更新1時間前/30分前■3.みな楽しく/流行病とギスギス村は困るぞ■4.吾輩、川で鮎取り（素手）をしていたら熊に間違われて猟師に殺されかけた。また後ほど。
プロローグ,少女リーザ,村人,チラシ？　なになに、あたしもやるー！■1.お昼にちょっと、夜は大抵居るよ。■2.みんなに合わせる！■3.仲良しPT/喧嘩はヤダよー■4.あたしは魚より果物かな！裏のおっちゃんの庭の柿を取ったら追いかけられちゃったよ！！
プロローグ,少女リーザ,村人,>>18遊び人なんて失礼な！すぐにレベルアップして、賢者になって皆をぎゃふんと言わせてやるんだから！ところで神父様は、これから僧侶様って呼んだ方がいいかな？ 
プロローグ,老人モーリッツ,狂人,どれどれ、なにやらチラシが貼ってあるのう。あんけぇととか言うやつかの。わしも答えておくぞい。■1.20時～24時■2.仮21時15分/　本21時45分■3.みんなが楽しいのがいいのう/病死や相手を思いやらないのは好かんかの■4.わしはまだまだぼけとらんぞい。好きな食べ物のう…。魚はわしも好きじゃな、チンギスハンは食べたことないのう。
プロローグ,老人モーリッツ,狂人,>>18ぷるぷる…わし悪いじいやじゃないよ。だからいじめないで。ぷるぷる。
プロローグ,木こりトーマス,狩人,>>22うむ、妙の【カツオ・イソノCO】確認した。今時のお子さんにしては剛気な奴よ。これは山で採ってきた物だ。食べるがいい。つ[野イチゴ][栗][アケビ][クルミ][ベニテングタケ]
プロローグ,少年ペーター,人狼,妙>>7僕に魔法を教える事は出来ないよ。リザちんも契約したら魔法が使えるようになるよ♪リザも契約してマジカルぬこになろうよ♪さて、僕もチラシに答えておこうかな。■1.不定期かな■2.仮1時間前 本30分前が一般的かな■3.epに遺恨を残さない/流行り病とギスギスかな。ガチは殴り合いはいいけど、言葉には気を付けようね♪■4.僕はグミが好き！すぐに弾切れおこすからオレンジグミは常備だよ♪
プロローグ,シスターフリーデル,村人,血沸きっ、肉踊るっ！！そう、私があの魔王の生まれ変わりっ！
プロローグ,シスターフリーデル,村人,チラシだぁ？仕方がない、答えてやる。あ、ありがとうなんていわねぇからな。■1.不定期　更新周り■2.仮21時15分/　本21時45分■3.思う存分生を謳歌しておくがいい、ぐはは/流行病などで死ぬでないぞ、勿体ないからなぁ■4.かつて勇者シモンに敗れた魔王の生まれ変わり。真の姿になるその日まで、力を蓄えている。ぐはは
プロローグ,シスターフリーデル,村人,樵>>26ふっ、いただこうっ！[ベニテングダケ]ムシャムシャ、バリバリッ。……心配か？ふっ、私は毒などでは死なん！
プロローグ,羊飼いカタリナ,村人,長年の研究成果でついにポリエステル１００％の羊が完成したわよ！
プロローグ,木こりトーマス,狩人,>>29うむ、修が魔王だろうがマオだろうがガンダムX魔王だろうが歓迎する。どんと来い！あと1人で10人か。更新時間までに16人集まるかの…。よし、ここは一つこの筋肉で盛り上げるしかあるまいて！
プロローグ,木こりトーマス,狩人,(´･ω･`)　　　n⌒｀γ´⌒`ヽ( E)(　.人 .人　γ / =(こ/こ/　｀^´ 　)に/こ(
プロローグ,木こりトーマス,狩人,　　　　 ∧＿ ∧＿　　　　 　 　　　　(´･ω ･｀ )　‾"⌒ヽ　　 　　　／ ） ヽ'　／　　　　､ `､　　 　 γ 　--‐　'　　　　λ.　; 　! 　　 　 ｆ　 　､　 　ヾ　　　 ／　　　）　　　 　　!　　ﾉヽ､._,　'｀"／ 　_,.　'"　 　　 　　|　 ‾`ｰ-`ヽ 〈　 < _　ヽ.　　　 　 　!､＿＿,,,　　ｌ　,＼_,ソ　ﾉ　　 　　　　　
