プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,負傷兵シモン,狂人,よっす 
プロローグ,少女リーザ,霊能者,隠された村一の策士リーザが楽してズルして勝利いただきかしら♪
プロローグ,少女リーザ,霊能者,今日はもう寝るのかしら。詳しくは明日かしらー
プロローグ,村長ヴァルター,人狼,隠れてる方が興奮するぜよ
プロローグ,宿屋の女主人レジーナ,村人,とりあえず関取だニャ。
プロローグ,老人モーリッツ,村人,こんばんは。おはようと言った方がいいかな。
プロローグ,羊飼いカタリナ,村人,人狼……？ホントにいるなら、どうぞ私を襲うと良いわ。私には生きている価値なんてないもの。……ヤンデレ？なにそれ……。
プロローグ,羊飼いカタリナ,村人,私の羊がこんなものが書かれた紙切れを咥えてきたわ。■1.コアタイム■2.仮/本決定の時間■3.やりたいこと/やりたくないこと■4.自己紹介□5.ここは隠された村。あなたの隠し事って、なあに……？
プロローグ,神父ジムゾン,狩人,おはようございます。この村に迷える子羊がいると聞いてやって来ました。
プロローグ,司書クララ,人狼,ふぇぇ、人狼なんて本当にいるの？いたら案外メルヘン…なんてことはないよね。怖い怖い。
プロローグ,司書クララ,人狼,カタリナさん議題ありがとう。答えるね。うん。■1.21～02時　どっちかというと遅い時間の方が得意だよ。■2.仮23:00/本0:00　余裕を持ってみたよ。■3.基本ルールが守られていたら特に気にしないよ。■4.じこ、しょうかい…？　ふぇ、私ただの司書だよ。面白いこととか出来ないよぅ。図書館の本で手品とか憶えてきたらいいのかな？
プロローグ,司書クララ,人狼,□5.そんなの恥ずかしくて言えないの。こっそりお家で執筆してるとか言えないの。書庫のすみでたまにさぼってるとか言えないの。お仕事と趣味にかまけてお料理が苦手とか言えないの。…と、とりあえず朝ごはん作ってみたのでみんな食べてね。[卵焼き][スクランブルエッグ][茹で卵][トースト][コーンポタージュ]っマヨネーズ　っケチャップ　っソース
プロローグ,神父ジムゾン,狩人,カタリナ、議題をありがとうございます。■1.21時以降でしょうか。昼間は鳩で確認できますが、積極的に参加は難しいかと思います。■2.23:45/00:15　仮1時間前、本30分前でいかがでしょうか。仮決定前に、希望出しの締切時間があれば望ましいかもしれません。■3.特にありません。皆さんと一緒に楽しい1週間を過ごせるといいですね。
プロローグ,神父ジムゾン,狩人,■4.となり村の教会からやってきましたジムゾンです。人狼騒ぎと聞きましたが、彼らにも彼らの悩みがあるでしょう。その悩みを受け入れる事によって、村人を襲う事を止めてくれるかもしれません。□5.告解は完全な秘密に守られています。クララの朝食をいただきます。カタリナも僕らと一緒にこちらで食べましょう。生きている価値などないと言ってはいけませんよ。取り敢えず、お腹をいっぱいにするといいのです。
プロローグ,羊飼いカタリナ,村人,■1. 不定。23:00以降は箱前に居るようにするわ。■2. 23:45 / 00:15■3. 皆笑顔でepを迎えたいわね / 誰も傷つけたくない、私も傷つきたくない■4. 羊飼いをしているわ。愛とか恋とか永遠とか、そんなの全部くだらないことよね。そうでしょう？□5. ずっと気になっているのに未だアニメ「進撃の巨人」を見たことがないのよ。このどうしようもない「乗り遅れた」感。鬱になるわ。
プロローグ,司書クララ,人狼,頑張ったらこんなのも出来たよ[ウサギさんリンゴ]っぽいもの。これから人が集まるのかなぁ？それとも少人数ではじまっちゃうのかなぁ？どっちも楽しそうだけどみんな少数、フルどっちか希望とかあるぅ？カタリナさん私も気になるけど怖いから見てないの…巨人さんは…　狼さん食べてくれない、のかな？
プロローグ,羊飼いカタリナ,村人,クララ、朝食を有難う。嬉しいわ。じゃあ……私も食卓にこれ、置いておくわ。つ [羊乳のリコッタチーズ][羊乳のペコリーノチーズ][羊肉と思われる何か]神>>15神父様、ありがとう。肉体の飢えは満たすことができても、精神の飢えはどうしたら良いのかしら。あるはずのない探しものを探し続けている気分。人狼が私を襲ってくれれば、このくだらない探しものも止められるはずなの。
プロローグ,青年ヨアヒム,村人,みんな、おはよう。僕も朝食をいただいていいかな。oO(頭痛がひどい…昨日ビールを飲み過ぎたようだ。)クララの[卵焼き][スクランブルエッグ][茹で卵]というメニューには哲学的なものを感じるね。卵という一つの素材からかくも多様な料理が生まれるとは。とくにこの[茹で卵]は素晴らしい。ハードボイルドだね。
プロローグ,青年ヨアヒム,村人,カタリナの[羊乳のリコッタチーズ][羊乳のペコリーノチーズ][羊肉と思われる何か]も悪くないね。何か悩んでいるようだけど、君は可愛いし魅力的だし、足だって長いし頭だっていい。羊の毛だって上手く刈れる。きっと上手くいくさ。
プロローグ,旅人ニコラス,村人,書を捨てて旅に出よう
プロローグ,パン屋オットー,村人,この世のパンを一欠片も残らず駆逐してやる…！
プロローグ,青年ヨアヒム,村人,[コーヒー]を淹れておいたから、よかったらどうぞ。美味しいコーヒーを淹れるにはそれなりの見識と哲学が必要なんだ。もっとも僕にはそんなものはないけどね。
プロローグ,青年ヨアヒム,村人,では羊が咥えていた紙切れの質問に応えてから失礼するよ。■1. こう見えてバーを経営しているから、昼間の方が時間は取れるかもしれない。■2. 23:30 / 00:00■3. みんなと楽しめればいいなと思っているよ。■4. 隣の街でバーを経営しているヨアヒムだ。□5. 実は僕もキッチンで少しずつ執筆しているんだ。好きな作家はデレク・ハードフィールドだよ。
プロローグ,羊飼いカタリナ,村人,あら。いつのまにか、とても賑やかね……？書>>17ああクララ。巨人に踏み潰されたり食べられれたりする最期も悪くないわ。ステキ……（恍惚青>>20ヨアヒムも、おはよう。私が可愛くて魅力的で足が長くて頭が良くても（※否定しない）、この空っぽの心は埋まらない。人狼ならきっと埋めてくれるに違いないわ。屋>>22あらオットー、どうして？……私はパンが好きなのに。
