プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,村娘パメラ,村人,人狼なんているわけないわ。そんな漫画みたいなもの！人狼がいるなら私が撃退してあげるわ！！かかってらっしゃい！！
プロローグ,旅人ニコラス,狂人,あれ？ここは何処ですか？迷ったのかなー 弱ったぞ
プロローグ,村娘パメラ,村人,あらあら旅人さん。こんにちわ。ここは断崖の村。ただ今現在、人狼騒ぎの真っ最中。大変な時期に迷っちゃったわね～。
プロローグ,旅人ニコラス,狂人,ど、どうしよ!?帰ろーかなでも
プロローグ,少女リーザ,村人,んーとね、人狼はお化けの一種なのよね？だったらね、人狼はいるよ！家にオバケいるんだもん！
プロローグ,少女リーザ,村人,パメちゃんと旅人さんこんにちはなのよー？んとね、おうちにはね、木の柱があるの。そのなかにね、お化けの顔があるの！だからお化けはいるし、お化けがいるってことは人狼もいるの！やっつけないとなの！リーザがんばるねっ！
プロローグ,少女リーザ,村人,そーいえば、来る前にこれ出しときなさいってパパにいわれてたの。んとね、アンケートみたいだよ？■1．来れる時間帯■2．決定時間の希望■3．やりたい事とかなければ何か意気込み□4．自己紹介
プロローグ,少女リーザ,村人,■1．えーとね、一番多く話せるのは多分夜かな。夜が明けたらすぐにおねむだから、判定確認なんかは遅れる事もありそうだよ？■2．本決定が夜明け30分前までに出ててごたごたしないなら後は出す人にお任せするの。■3．んとね、奇策は意図とか説明してね？そう言うの無いと多分信じてあげらんないの。□4．リーザだよー！んとね、年齢は内緒なの。女の子は秘密があった方が魅力的なの！
プロローグ,負傷兵シモン,人狼,心に傷を負った負傷兵シモンヌです。身投げしようかと思い悩みました。しかしこの村に人狼が出るというじゃありませんか･･･こんな私でも最後に皆さんのお役に立ちたいと思います。よろしくおねがいしますね。
プロローグ,旅人ニコラス,狂人,■1．23-25時、他は鳩■2．仮22時15、本22時45分■3．特に思い付かないよ長旅で疲れてるんだ、できればこの村で休みたいんだが人老とはなん？人狼？どうしたもんかな
プロローグ,神父ジムゾン,村人,人狼ですか？きっと、主が天罰(物理)を落としてくださいますよ。
プロローグ,神父ジムゾン,村人,妙>>8　リーザさん、ありがとうございます。■1．不定期ですね■2．仮22:15/本22:30■3．楽しくやりたいですね□4．迷える子羊ですメエ@・ｪ・)
プロローグ,神父ジムゾン,村人,人がたくさん来るように、お祈りしておきましょう(‾人‾)腹が減っては何とやらですから、食事も必要ですかね。良かったら、どうぞ。⊃[冷奴][豆腐サラダ][豆腐ハンバーグ][激辛麻婆豆腐][激甘杏仁豆腐]
プロローグ,シスターフリーデル,村人,皆様こんにちはシスターのフリーデルと申します
プロローグ,司書クララ,村人,こんにちは。私達の力で人狼を排除いたします。よろしいですね？■1．不定期ですが朝と夜が多いです。■2．仮22:15/本22:30■3がんばりましょう！ 
プロローグ,シスターフリーデル,村人,リーザちゃんはいい子ですね。■1．18:00-23:30■2．上の時間帯ならいつでもいいですよ■3．初心者さんも戦歴高い人も歓迎なのです！人は多いほうがいいですからね！でも【初心者coは禁止ですよ】基本緩いですから禁止とまではいいませんが【突然死は避けましょう】「今日帰り遅くなるかな～」って思う人は対策として出かける前に「防止っ！」って叫ぶのもいいですね
プロローグ,シスターフリーデル,村人,用語集《http://wolfbbs.jp/%CD%D1%B8%EC%BD%B8.html》ルールとかマナー《http://wolfbbs.jp/FrontPage.html》をどうぞ(人狼ｂｂｓまとめサイト)□4．堅苦しくてすいません…でもすぐカオス化しますよ。考案に必死になって素がでてしまうので…16人村だといいですね
プロローグ,村長ヴァルター,村人,こんにちは。猟師の血がうずく。今日は人狼鍋なんだな。司>>16 排除するのはいいけど、ちゃんと鍋にする分は残しておいてほしいんだな。 
プロローグ,村長ヴァルター,村人,ヤコブ選ぼうとしてうっかり間違ったのは内緒なんだな。 
プロローグ,少女リーザ,村人,村長さん>>20だまってたらわかんないの。それに、訛りの強い村長さんもかわいいよ？沢山人がふえてるの～♪えへへっ、お泊まり会みたいでなんだかわくわくしちゃうんだよ！あっ！そうだ、おとまりするならトランプいるよねっ？！おうちにかえってちょっととってくるの！
プロローグ,村長ヴァルター,村人,もう面倒くさいからこのRPで通すんだな。妙>>8 ありがとう。人狼鍋分けてあげるんだな。■1．不定期。夜が多いんだな。■2．他のみんなに合わせるんだな。■3．みんなと楽しく人狼狩りたいんだな。で、epでは人狼鍋パーティーしたいんだな。□4.昔は人狼ハンターとして一部の界隈で有名だった村長なんだな。どうせならこの村で女の子とｷｬｯｷｬｯしたいんだな。
プロローグ,村長ヴァルター,村人,妙>>21それからリーザの姿を見たものは誰もいなかったそうな----　　　　　　　　　　　～完～
プロローグ,村長ヴァルター,村人,強気なクララに優しいリデル、ロリーザに元気なパメラ、かわいい子がたくさんいるんだな。その中でも一押しは憂いを帯びたシモンヌちゃんなんだな。[どきめきメモリアル]みたいな展開になったらいいんだな。 今日新発売の[どきメモsecond～人狼は好きですか？～]を買ってくるんだな。帰るのはしばらく後になるんだな。
プロローグ,神父ジムゾン,村人,人狼鍋ですか…。皆さん、やっぱりお肉好きなんですね…。野菜もちゃんと食べなきゃだめですよ！
プロローグ,村長ヴァルター,村人,もしかしてこの村長変態なんじゃないかと思ってるそこの諸君。私は変態じゃない。ただの純情なんだな【純情CO】。じゃあ今度こそ買いに行ってくるんだな。
プロローグ,神父ジムゾン,村人,長>>24そして、ナチュラルにハブられる私…。私は長と同性ですから、お助けキャラってところですかね。
プロローグ,村長ヴァルター,村人,>>27 なぜか情報に詳しい親友ポジションなんだな。あと私豆腐は苦手なんだな。でも[杏仁豆腐]だけはいただくんだな。ありがとう。じゃあ今度こそ今度こそ行ってくるんだな。
プロローグ,村娘パメラ,村人,あらあら、少し席をはずしていたら人が集まってきたのね。嬉しいことだわ。>>8リーザありがとう■1．不定期かしら。基本夜は居ると思うわ。■2．夜明けの30分前には本決定があると助かるかな？■3．突然死はしないことと、ちゃんと発言をまとめてからするかしら。あまりぐだぐだしないように気をつけるわ。□4．元気に頑張るわね。この口調気持ち悪かったら言ってくれると嬉しいわ、なおすようにするわ。
プロローグ,村娘パメラ,村人,epでの人狼鍋、私も楽しみにしたいわ。でも、人狼って食べれる物なの？
プロローグ,シスターフリーデル,村人,【神父様激愛co】残念ですね変態は私でした。豆腐大好きですよ神父様が作ったのなら尚更です[冷奴]と[豆腐サラダ]もらいますね
プロローグ,少女リーザ,村人,村長さん>>23勝手に死亡フラグ立てられても回収はできないよっ。神父さん>>27旅人さんもハブられてるの。>>28を勘案すると旅人さんは伊集院ポジ……？うん、好雄が神父さんならそうなるの。神父さんのお豆腐メニューいただきまーす！豆腐ハンバーグが和風おろしだれであっさり美味しいの！ﾊﾌﾊﾌﾊﾑﾊﾑ
プロローグ,神父ジムゾン,村人,長>>28何度もお出かけの邪魔をしてしまって、申し訳ありません…。長、お気をつけていってらっしゃいませ。それにしても、ヴァルターさんは豆腐が苦手でしたか…。しかし、質素倹約に努める教会には、お肉がありません…。畑の肉と呼ばれる大豆で何か作りますかね…。
プロローグ,神父ジムゾン,村人,リデルさん、リーザさん、ありがとうございます。おいしそうに食べていただけると、作った甲斐があるというものです。そして、大豆の搾り汁を固めたものが豆腐でした…。ヴァルターさんは大豆もダメですかね…。
プロローグ,少女リーザ,村人,>>31【シスターさん—愛→神父さん　を把握したよ】じゃあリーザはニヨニヨとどうなるか行く末をみまもらせていただくの。ﾆﾖﾆﾖパメちゃん>>30食べようと思えば何だって食べれるもんだよ！特に動物の肉は魚や甲殻類と違って強烈な毒持ちは少ないの。仮に毒があっても全身毒化なんて事にはそうそうなんないしきっとおいしくいただけるの。……たぶん人狼は珍味だよ。食べられるお化けはおいしいが定説なの！
プロローグ,神父ジムゾン,村人,娘>>30　それは私も気になるところです。あまりおいしくなさそうですが…。妙>>32　ああ、なんということでしょう…！申し訳ありません、ニコラスさん…。
プロローグ,シスターフリーデル,村人,んー人狼って「人」って付いてるから半分人なんでしょうね…人を食べるのですか…(´・ω・｀)でもジムゾン様がもし狼なら私ジムゾン様担いで逃げますからね。食べさせはしませんよ>>22通報しましたよ。皆さん、村長には気をつけましょうね。特にシモンさんは
プロローグ,村娘パメラ,村人,>>35>>36>>37食べてみたい好奇心と半分人間と言う事実が少し怖いわね。うーん、でもやっぱり好奇心には勝てなさそ～＞＜食べれるなら食べてみたいわ！！いいえ、必ず食べてみせる！！！人狼さんはやく鍋になってね♪おっと…涎が…じゅるり。
プロローグ,少女リーザ,村人,神父さん>>36神父さんが伊集院ポジだとシスターが残念なことになるからこのままでいい。むしろこのままが良い。つまり気にするこっちゃないという事なのーシスター>>37たべるとおいしいおばけの代表格に人魚がいるから大丈夫だよ！
