プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,青年ヨアヒム,狂人,仕事なんかしてるわけないじゃん、おおげさだなぁ。
プロローグ,パン屋オットー,村人,はぁ…パン作りたくないなぁ…
プロローグ,ならず者ディーター,村人,おう、邪魔するぜ。
プロローグ,ならず者ディーター,村人,部屋の前にこんなモンが置いてあったぜ。各自埋めておけとさ。■１コアタイム■２仮決定/本決定の希望時間■３やりたいこと/やりたくないこと■４自己紹介セルフ回答■１20:00~25:00■２仮21:15/本21:45■３和気藹々とガチ/凸死と喧嘩暴言禁止事項■４女と酒がありゃ生きていけるさ…。ディーターだ。よろしくな。
プロローグ,負傷兵シモン,村人,おはようなっし
プロローグ,負傷兵シモン,村人,アンケートありがとうございます。■１昼間〜夕方。更新前後は居ます。土日がちょっと忙しいけど、なるべく来るようにします。■２ 1時間前/30分前■３ 楽しくやれたらいいですね。暴言は悲しいから嫌だな。■４いてて…手当てしてくれる人募集中。
プロローグ,羊飼いカタリナ,村人,男だらけの村に咲く一輪の花って訳なのね。よろしくね？
プロローグ,少年ペーター,人狼,やあ
プロローグ,羊飼いカタリナ,村人,■1.20:30～更新前後まで。あとは鳩さんでぼちぼち■2.一時間前/30分前■3.最低限のルールは守ってプレイしたいわね、お互い。あとは楽しければなんでも！■4.羊飼いだけど、実は放牧の仕事は外部委託してるのよ。ほんとの仕事はジンギスカン専門店のオーナーね。つ[ジンギスカン16人前]熱いうちに召し上がってね。
プロローグ,青年ヨアヒム,狂人,おはよう！昨日は眠くて、席だけ取って寝てしまったよ！議題にはあとで答えるとして…>>3>>4>>6絶望した！この(男がたくさん)残された村に絶望した！と言うわけで街から女の子呼んで村コンだ！名付けて…【来たれお嫁さん！(男たちが)残された村を救え！お見合いツアー！】村長来たら見せてみよう…
プロローグ,村長ヴァルター,村人,はんこを押してもよいのだ
プロローグ,青年ヨアヒム,狂人,羊>>8 カタリナおはよう！今日もカワイイね。この村の数少ない癒し要素だよ。[…は羊飼いを褒めちぎっている]年>>9 ペーターおはよう！羊>>10 朝からジンギスカン…ご、豪勢で良いね…[…は冷や汗たらり]長>>12 そんちょおはよう！マジ？マジ？ハンコOK？んじゃあとはよろしく！え？僕？働くわけないじゃないか、大げさだなぁ。
プロローグ,青年ヨアヒム,狂人,議題に答えようかな。■1.2100〜2330程度＋鳩不定期■2.仮2130/本2200■3.楽しくやりたい、RP重視歓迎/押し付けあてつけ、その他暴言等々はNG。ダメなことはダメ■4.ヨアヒムだ！村にいると出会いがないんだぜ！でも街に出るの面倒。仕事は布団を温めることだぜ！今いるみんなも、これから来るみんなもよろしくだぜ！
プロローグ,村長ヴァルター,村人,幹事：ヨアではんこを押す！ぺたん村長こう見えて忙しいのだ夜また来るのだ
プロローグ,青年ヨアヒム,狂人,働かないけどパンフとか作るのは好きなんだぜ！とりあえず作ってみたから読んでみてくれよ。〜円滑なコミュニケーションのために覚えておこう！〜【】重要事項のCO時使用■議題　□ネタ議題●占い希望　○占い第二希望▼吊り希望　▽吊り第二希望 ★質問　☆質問返答（★で答えてもOK）▲襲撃　@残りの発言数
プロローグ,青年ヨアヒム,狂人,CO：カミングアウト。主に能力者であると告白することFO：フルオープン。基本的には占、霊が（初日に）COすることLW：ラストウルフ。最後の狼SG：スケープゴート。狼が自分の身代わりに吊らせる村人GS:グレースケール。自分以外を白（村人）っぽい人から黒（人狼）っぽい人まで順に並べたもの斑：占ｏｒ霊の判定が白と黒に分かれた人のこと白：村側の人黒：人狼灰：人間か人狼か分からない人物
プロローグ,青年ヨアヒム,狂人,ライン：狼同士のつながり。幻想という噂も 箱：パソコン  鳩：携帯電話などの外出先からの参加手段〜やっちゃダメ！禁止事項〜•ゲームの途中放棄、故意の突然死•他の参加者を著しく不快にさせる言動、意図的な発言ミス•縦読み・難読化・暗号、CGI 出力そのままの形での引用･複数村の掛け持ち･その他TOPページ参照！
プロローグ,青年ヨアヒム,狂人,長>>15 幹事かよ…まあいいや、箱とか鳩とか使って拡散するぜ！【来たれお嫁さん！(男たちが)残された村を救え！お見合いツアー！】概要:一週間程度村に滞在し、村での生活を体験！村の男どもと触れ合ってキュン！(古)と、しちゃおう！期間:一週間程度、多少前後あり参加費用:村外の男性(78,000ゲルト)、女性は村が負担するので無料！備考:永住してお店をやりたい方は建物用意できます！
プロローグ,青年ヨアヒム,狂人,たくさん人が来た時のことを考えるといろいろと必要かな。宿泊は宿屋なり空き家なりで良いとしても…名札作ったり、道具用意したり、空き家掃除したり…みんなが集まれる場所も必要だな。教会のジムゾンにでも頼んで見るか。こっちにはそんちょのハンコもあることだし…[…はブツブツ言いながら教会の方へ歩いて行った]**
プロローグ,青年ヨアヒム,狂人,忘れてた、人手ひとで…>>2 一緒にパン焼いてくれる女の子欲しいだろ？手伝え！>>3 女欲しいんだよな！手伝え！>>4 手当してくれるのは女性が良いよな！手伝え！>>9 あとでお菓子あげるから愛想振りまいてマスコット的なアレ頼むぜ！>>1 ゲルトは…まぁ寝てろ。ｏＯ(目下年齢的にも外見的にもライバルはコイツ…目立たせるわけにはいかねぇ…)
プロローグ,老人モーリッツ,人狼,よろしくのう
プロローグ,パン屋オットー,村人,お見合い…？僕はいいやー。こんなさびれた村に来たいなんて女性、きっとろくなもんじゃないよ…今残ってるの、そんなんばっかだし……■1.ちょくちょく覗けると思うよ。更新前後はいられるかな■2.1時間／30分■3.人狼を探したい／パンを焼きたくない あとは流れにまかせて■4.パスタ食べよう
