プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,旅人ニコラス,狂人,拝啓、母上様他の人たちと、しっかりと話せるようになるために、自分探しも含めて、各地を放浪して早4か月が経とうとしていますが、やっと村につきました、感慨深いものがあります。敬具
プロローグ,青年ヨアヒム,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,少女リーザ,村人,なにか面白い事でもあるのー？私にも教えてよ！
プロローグ,行商人アルビン,人狼,や、やっと着いた……ここが開拓者の村か！大量に仕入れてきたこのツルハシ、売って売って売りまくるぞー！
プロローグ,行商人アルビン,人狼,え、じ、じ、人狼？べ、べつに、全然怖くないぞ、ほんとだぞ。いざとなったら、こ、この黄金のツルハシで（震え声
プロローグ,神父ジムゾン,村人,人狼なぞいません。あるのは神の御心のみです旅人、行商人よ我が村へようこそ神の祝福があらんことを　アーメン
プロローグ,神父ジムゾン,村人,（「俺は神父王になる！」と言って故郷を飛び出してからどれくらいになるだろうか・・・開拓者で溢れるこの村に根付いて布教を推し進めようと思っていた矢先に人狼騒ぎとは・・・）
プロローグ,羊飼いカタリナ,狩人,人狼が出るだなんて…念のため、羊さんたちの柵を丈夫にしておかないと。それよりも、暖かくなってきたからジンギスカン用のラム肉の用意をしなきゃ…じゅるり。
プロローグ,神父ジムゾン,村人,なにやらこのような紙が落ちておりましたぞ貼っておきますね議題■1.コアタイム■2.仮決定/本決定■3.やりたいこと/やりたくないこと■4.自己紹介
プロローグ,神父ジムゾン,村人,さらにこんな紙も落ちておりました[よく見かける略号など］▼:吊り第一希望 ▽:吊り第二希望●:占い第一希望 ○:占い第二希望■:議題 □:ネタ議題 【 】:強調したい事柄（CO等）★:質問 ☆:★への返答＠数字：残りの喉数（発言数）**：離席CO:カミングアウト。能力者だと公言する事
プロローグ,神父ジムゾン,村人,セルフ回答しておきますぞ■1.不定期ですが更新前後は入れると思います■2.更新の60分前/更新の30分前■3.とにかく楽しくやりたいです/ギスギスしたくない■4.神父王を目指し日々訓練中のさわやか神父ジムソンです！
プロローグ,農夫ヤコブ,村人,人狼だって？オラ、生きて帰れたらあの娘と結婚するんだ…。
プロローグ,行商人アルビン,人狼,おお、神父殿、貼っていただいて感謝します。■1.夜～更新前後（ただし、月・火は行商で遠征するため、ハトを飛ばすことになりそう）■2. 23:15に仮、23:45に本決定■3. 商機を逃さず、ガッポリ儲けるぞ！/正気を失って相手を過度に傷つけることはしない！■4. 極度のビビり症の行商人。一攫千金を夢見て、開拓者の村に売り込みにきた。仕入れに全資金をつぎ込んだため、貯金ゼロ。
プロローグ,農夫ヤコブ,村人,さすが神父様、そこに痺れる憧れるぅ。■1　21時～24時■2　仮23:15/本23:45■3　楽しくやりたいなと/ギスギスした感じはちょっと■4　連休も仕事。農夫に休みはないのだ（白目
プロローグ,旅人ニコラス,狂人,>>7！！！よ、よよ、よろしくお願いします…わ、私始めて別の村から来たので、この村の事をお、お、教えてくださいね…
プロローグ,司書クララ,霊能者,私は本の虫。本をむしゃむしゃです。人狼？なんですかそれ…？
プロローグ,羊飼いカタリナ,狩人,あら、紙が貼ってある…ｶｷｶｷ■1.基本的に夜だけど、昼も鳩を飛ばすと思います■2.みなさんに合わせます■3.楽しみたーい!!/ぎすぎす■4.羊さんたちの世話をしているの。そろそろ毛を刈ってやらなきゃ暑そうね…
プロローグ,旅人ニコラス,狂人,アヮヮヮヮ…◼︎1.21時〜更新直後位。◼︎2.仮1h前、本30m前◼︎3.み、み、皆さんとしっかり…お話できれば…け、喧嘩は嫌いです…◼︎4.皆さんよろしくお願いしますね。
プロローグ,司書クララ,霊能者,ジムありがとです。■1.22時〜寝るまで。昼はほとんど来られないです。しょぼーん。■2.１時間前/３０分前■3.皆でわいわい楽しく/"戦犯"という言葉はあまり好きじゃないですー。■4.本をむしゃむしゃ。…んむ、この本はカスタードの味がするです…！
プロローグ,神父ジムゾン,村人,>>13ヤコブ殿、結婚式はぜひ当ジムゾン教会で！今ならお安くしておきますぞ！ところでお相手はどなた？カタリナ？クララ？・・・まさかリーザ！？
プロローグ,行商人アルビン,人狼,>>13, >>21その際には、ぜひ私にお花、ドレスなど一式ご用意させてください！ええ、もちろん当商会ではそれぞれ幼児用も取りそろえております（白目
プロローグ,司書クララ,霊能者,むしゃむしゃ。ヤコはロリ●ンてやつなのです？そしてリズは結婚できる年齢になっているのですか？結婚式には美味しいものがたくさんあるといいなぁ。
プロローグ,行商人アルビン,人狼,>>18ちょ、ちょっと、羊飼いさん！おたくのところの羊さん>>23が私の売り物の本を！や、やめてくださいいいいい！お、お金がああああ！
プロローグ,神父ジムゾン,村人,どれどれ、ロリコブさんの結婚式の予行練習をしときますかなえーっと・・聖書、聖書と・・・あれ？クララさん、私の聖書知りません？
