プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,旅人ニコラス,村人,ふう・・・こんな谷底に村があるなんて驚いた。少し休ませて貰うことにしよう。
プロローグ,青年ヨアヒム,狂人,ああ？　人狼だ？　学校で優等生するだけでもかったるいのに、放課後も村のメンツでわいわい仲良しこよしか？まあ、暇つぶしに程度ならつきあってやるぜ。
プロローグ,青年ヨアヒム,狂人,そういや、回覧板が回ってたな。旅人のあんたにゃ回ってないかもしれないが、村に滞在すんなら答えた方がいいかもしれないな。■1.参加時間（コアタイム）■2.仮決定/本決定時間■3.やりたいこと、やりたくないこと■4.自己ＰＲ
プロローグ,青年ヨアヒム,狂人,■1.２２～２５時って感じかな。■2.本決定２４時で仮はその３０分前くらいでいいんじゃないか？■3.面倒なことに手を挙げる主義じゃねーから、頭の柔らかい奴らにおまかせするぜ。■4.学校では優等生の高校生だ。別に不良って訳じゃねえよ。自由を楽しんでるだけだぜ。
プロローグ,旅人ニコラス,村人,回覧板、か。答えさせてもらおうかな。■1.21時～25時、その前も軽くならのぞけると思う。■2.仮：23：30、本：00：15■3.この国の入り口の看板に反する事でなければありだと思うよ。システム利用系や他人を不快にする言動は嫌いだな。■4.あちこちを旅して回っているただの風来坊だよ。ん？生まれた国は…（遠い目をしている）
プロローグ,青年ヨアヒム,狂人,へえ？ニコラスは色んな国を渡り歩いてるのか？　それはさぞかし自由を満喫できて楽しいんだろうな。ダチと遊びに行くのもたのしーが、旅ってーのもいいかもな。まあ、明日のがっこが吹っ飛んでてなければだけどよ。
プロローグ,シスターフリーデル,狩人,あら、人狼ですか？最近は物騒なんですね。
プロローグ,シスターフリーデル,狩人,■1.教会が忙しい日は21時以降になると思います。お休みならもっと時間がとれるかと。■2.仮23：30-本24：00で希望いたしますわ。■3.これといってありません、長いものには巻かれます。■4.淑女を目指しております、どうぞ宜しく。
プロローグ,旅人ニコラス,村人,（クスクス笑いながら）自由…確かに、時間や教師に束縛される事はないね。逆に、自分で自分を束縛するようになってしまう。それが出来なければ待っているのは死、だからね。そうだ（鞄から本を取り出す）この村から出た事がないのならきっと面白いんじゃないかな、この間今まで撮りためた写真を本にしたんだ…あげるよ。
プロローグ,旅人ニコラス,村人,こんばんわ、シスター。僕の目から見て、貴女はもう立派な淑女に見えますが？人狼…嫌な響きだ。各地に伝承として残っているのは聞いた事があるが…遭遇はしたくないな。
プロローグ,青年ヨアヒム,狂人,（……げっ、シスターだ。）やあ、フリーデルさん。相変わらず、仕事熱心で美しいですね。どうです？待つ間、このイスに座って皆をまたれては？　レモンティーでよければどうぞ。いやあ、フリーデルさんとずっと話していたいのですが、いま、ニコラスに人生で大切なことを教えてもらっているところなので、ええ。
