プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,ならず者ディーター,霊能者,愛のままにわがままに僕は君だけを傷つけるわけなんて無いじゃん。みんな大げさだなあ。
プロローグ,ならず者ディーター,霊能者,・・・これは・・・宿帳か？■１　コアタイム■２　決定希望時間□３　自己紹介□５　好きな音楽
プロローグ,ならず者ディーター,霊能者,■１　21時から寝るまでの間■２　ちょい厳しいが【仮21：15　本21：45】仮はこれでも間に合わないかも知れんが本決定はまず大丈夫だろう。□３　一番乗りいただき！酒が大好きだ。特にビールだが金銭的な都合で焼酎をロックでちびちびやっている。主に黒霧島だな。□５　色々聴くが最近Queenの「We will rock you」が頭の中で無限ループしている。
プロローグ,ならず者ディーター,霊能者,ちなみに■４は縁起が悪いから外してある。俺はこう見えて縁起をかつぐんだ。決してミスとか打ち間違いとかそう言うたぐいのものであるわけないじゃん。大げさだなあ。
プロローグ,行商人アルビン,村人,ディーターさんおはようございます、人狼とは怖いですねえあ、珍しい飲み物しいれたんで酔い醒ましのドリンクとして置いときますねつ[Dr Pepper][メッコール][ひやしあめ]
プロローグ,行商人アルビン,村人,宿帳書いておきます■１　20:30～00:30くらいでしょうか。21:00以降には来るつもりです■２　仮21:30 本22:00だとありがたいですね。まあ他の希望が多ければ合わせます□３　しがない商人でございます。箱の調子がイマイチなんで鳩多め。…どうやら私の親指が本気出すらしいです
プロローグ,行商人アルビン,村人,□４　どこかの国では縁起が良いらしいですよ□５　好きとはちがいますがあやまんJapanがあたまからはなれないっ…！そろそろあれが発射する時間だよっ！orz
プロローグ,行商人アルビン,村人,また夜に来ますね
プロローグ,行商人アルビン,村人,■1　ちょっと訂正、20:30～00:30は変わりませんが21:00までには来るようにします。読み返してみてコアタイムに居られないような書き方だったものでorz
プロローグ,負傷兵シモン,村人,やっと村にたどりついたか、傷を癒やす為に少々やっかいになる。人狼なんているわけないぜ。もし見つけたら、俺様愛用のアサルトライフルで始末してやっからよ。のんびりいこーや。
プロローグ,負傷兵シモン,村人,宿帳に記帳しておくか■１　不定期だな■２　【仮決定21：15　本決定21：45】頃でいいんじゃないか□３　特には無いが、俺は４という数字は割と好きだな□５　戦場でささくれ立った俺の心を癒やしてくれる音楽がいいな
プロローグ,シスターフリーデル,村人,よろしくお願いします。１、９時から夜明けまでは居れます。それ以降はお肌にわるいので・・・２、９時以降ならいつでもよろしくてよ。３、ネカマのリーデルですわ~‼
プロローグ,シスターフリーデル,村人,失礼！９時→２１時ですわ~。昼間は覗く程度になりますわ~‼
プロローグ,少女リーザ,村人,え、人狼なんかに私の村を襲わせたりしないわ。私のカラシニコフで撃退してやるの。■１　不定期なの。■２　21時～22時位の間がいいな。□３　最近すごく「ふろうしょとく」っていう言葉が気になるの。□５　QuasimodeとかJabberLoopがすきなの。
プロローグ,仕立て屋エルナ,村人,『くれないの 舞い散る旅で 土となる 風は河波 私は渡し』っと。
プロローグ,仕立て屋エルナ,村人,■1 不定期だね。ただ、決定時にはいられるようにしたいね。■2 ここで言っておくけど、能力者と狼陣営への配慮のため【本決定は更新の1時間前にする】ことと【開始1時間経過までのco非coの自粛】を提案しておくよ。□3 あたいはエルナ、しがない船頭さ。この村へはサボ…じゃない、ちょっと休憩に来たんだ。よろしく頼むよ。
プロローグ,仕立て屋エルナ,村人,□5 あたいのおすすめは当然｢彼岸帰航｣さ。ちょいと次はいつになるかわからないね。遅くとも、明日の早いうちには顔を出すから、心配しないでおくれ。じゃあね。
