プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,宿屋の女主人レジーナ,村人,人狼なんてこのセクシィくのいちのジーナちゃんがやっつけちゃうんだからっ！ていていっ！！ジーナちゃん忍法！！！お色気木とんの術！！
プロローグ,老人モーリッツ,人狼,>>2ジーナちゃんだけにおいしい場面を取られるわけにはいかんぞい。1、2のぽかん！リッちゃん忍法！！耄碌の術！！！・・・ばあさんや、飯はまだかのう。
プロローグ,老人モーリッツ,人狼,■1.宿にいる時間■2.仮/本決定時間■3.やりたいこと/やってほしくないこと□4.あなたの忍法はどこから？
プロローグ,老人モーリッツ,人狼,　　ごはんがないなら！パンを食べるしかないじゃない！！
プロローグ,老人モーリッツ,人狼,っと、取り乱したのじゃ、すまぬ。［フランスパン］もきゅもきゅ。入れ歯にくっつくのう。■1.夜明け前後の2時間くらいがメインかのう。深夜徘徊なう。■2.1時/2時とかでどうじゃ？■3.仲良くやれたらそれが一番じゃの。□4.私はヒゲから。
プロローグ,シスターフリーデル,村人,おはようございます。
プロローグ,青年ヨアヒム,人狼,おはよう。今年の夏はちょっと暑すぎるよね。みんな熱中症には気を付けようね。特に老人と子供は注意。適度に水分＆塩分補給しようね。
プロローグ,青年ヨアヒム,人狼,■1.不定期■2.仮01:00/本02:00■3.愛さえあれば問題ないよ□4.目から
プロローグ,旅人ニコラス,占い師,おはよう。車輪眼のニコラスだ。この左眼は親友の…から受け継いだものだ。
プロローグ,旅人ニコラス,占い師,■1.夜11:00～■2.仮01:00/本02:00■3.仲間を大切にしないやつはクズだ…。（楽しくやろうね～）□4.チャクラから
プロローグ,神父ジムゾン,狂人,一旦席を確保してお出かけです。
プロローグ,旅人ニコラス,占い師,笑と書いてニコと読む笑ラスだ♪
プロローグ,シスターフリーデル,村人,だいぶ集まってきましたね
プロローグ,負傷兵シモン,村人,ニコ先生、偵察完了だってばよ今回の任務の狼退治なんて楽勝だってばよ俺は実はナル●トには詳しくないってばよとりあえず語尾にばよって付けとくってばよ
プロローグ,行商人アルビン,村人,こんにちは。行商人のアルビンです。扱っているのは主に薬ですが、その他小物であればご用命に預かります。
プロローグ,負傷兵シモン,村人,■1.昼間、25:00〜■2.仮01:30/本02:00■3.ヘイトは控えめに頼むぜ□4.俺は火影(MVP)になるってばよ
プロローグ,行商人アルビン,村人,■1.23:00～■2.仮01:00/本02:00■3.楽しくやりたいです。□4.手指から
プロローグ,負傷兵シモン,村人,俺としたことがネタ議題をちゃんと読んでなかったってばよ□4.俺の忍法はぷよを４つ揃えたら発動するってばよえ〜ん！！[ばたんきゅ〜]
プロローグ,行商人アルビン,村人,この時間帯は静かですね。お客さんが居なさそうだから村の中を散策してきます。また、夜に来ます。
プロローグ,シスターフリーデル,村人,平凡な村ですから静かですね
プロローグ,青年ヨアヒム,人狼,今は「平凡な村」だけど、これから起きる凄惨な事件によって、後に「ラムの色の呪いの村」と呼ばれるようになるのであった・・・
プロローグ,負傷兵シモン,村人,ヨア>>22なにそれ！？嫌な予感しかしないってばよ……
プロローグ,羊飼いカタリナ,霊能者,こんばんは。羊を見ると、なぜか眠くなってしまうんです。羊飼いなのに。。
プロローグ,羊飼いカタリナ,霊能者,■1.22時以降は宿にいると思います。■2.仮1:00/本2:00■3.最後まで楽しくやりましょう。□4.羊さんから忍法が出ていると思います。また眠くなってきました。。一旦離れます。。
プロローグ,宿屋の女主人レジーナ,村人,( ´ー｀)せいぞーーーんせんりゃくぅーーー( ´ー｀)
プロローグ,宿屋の女主人レジーナ,村人,危ない危ない。ジーナちゃんとしたことがまさかのプロローグで突然死という事態に陥ることだった。これで懺劇は回避出来たわ。
プロローグ,宿屋の女主人レジーナ,村人,■1.不定期です！今日はネムネムなので寝落ちしてしまうかもしれないー。コアは深夜だと思う。■2.何時でも大丈夫だよ。■3.平凡にやりたい！□4.ピンクのフリルから！
プロローグ,パン屋オットー,狩人,こんばんは、だんだん涼しくなってきましたね。
プロローグ,老人モーリッツ,人狼,とりあえず生存報告〜。新しくきた人、よろしくなのじや。
プロローグ,神父ジムゾン,狂人,ずらー
プロローグ,神父ジムゾン,狂人,あ、間違えた。
プロローグ,神父ジムゾン,狂人,ずさー
プロローグ,神父ジムゾン,狂人,■1.宿にいる時間 草木も眠る丑三つ時■2.仮/本決定時間 25:00/26:00■3.やりたいこと/やってほしくないこと新世界の神になる/チェインソーを使うこと□4.あなたの忍法はどこから？  主に頭から。
プロローグ,羊飼いカタリナ,霊能者,神父様のズラ疑惑浮上中です。。
プロローグ,旅人ニコラス,占い師,ジムさん間違ってないよ～ｗｗｗ
プロローグ,シスターフリーデル,村人,みなさんよろしくお願いしますね
プロローグ,青年ヨアヒム,人狼,よろしくね！神父さんはズラ…とφ(..)メモメモ
プロローグ,老人モーリッツ,人狼,【神父ズラ確認】
プロローグ,青年ヨアヒム,人狼,>>23シモンあ、それね…特に意味はないよ予言とか…そういうたぐいのものじゃないからなんとなく回文が浮かんだから言ってみたかっただけだよ
プロローグ,羊飼いカタリナ,霊能者,あ、疑惑ではなかったのですね。。【神父さんのズラ確認】
プロローグ,神父ジムゾン,狂人,まて、これは孔明の罠だ
プロローグ,神父ジムゾン,狂人,さっきまで誰もいなかったのに、いきなりの賑わい。どうしてこうなった。
プロローグ,行商人アルビン,村人,>>22 >>40ラムイロノ ノロイムラすごい！ 面白い！！
プロローグ,旅人ニコラス,占い師,平凡な村にひとつのゴシップねたを提供してくれた神父のおかげだよね♪
プロローグ,負傷兵シモン,村人,神父、覚悟しろッ！[…は、ジムゾンの頭を掴んだ]なにッ！！[…の手にはヅラだけが残っていた]ジム「ふっ、背中ががら空きだ」ぐはッ！
プロローグ,シスターフリーデル,村人,神父さんのヅラ確認しましたもし神父さんが占われるときがあれば、このネタを入れるよう提案します
プロローグ,旅人ニコラス,占い師,追加提案霊判定のときもよろしくですｗ
プロローグ,神父ジムゾン,狂人,まて、早まるな
プロローグ,シスターフリーデル,村人,神父さんはこれからヅラゾンと呼びますねよろしくお願いします
プロローグ,旅人ニコラス,占い師,そうだった、ごめん神父様。神父様自身が占い師になることもあるんだもんね。追加提案神父さまが能力者だった場合はそのズラで占ってくれるor霊判定してくれること期待ｗ
プロローグ,少年ペーター,人狼,こんばんは！よろしくね！
プロローグ,老人モーリッツ,人狼,さすが神父、大人気じゃの。（・・・わしのヒゲも着脱式にしようかのう）
プロローグ,少年ペーター,人狼,■1.宿にいる時間 夜だよ！０時前後■2.仮/本決定時間 25:00/26:00■3.やりたいこと/やってほしくないこと楽しくやりたい/突然死はしないようにしよー！□4.あなたの忍法はどこから？ 実は分身してるんだ！
プロローグ,神父ジムゾン,狂人,>>51狩人でGJ出したら灰にズラがなければ即死でした。と、書いておきましょう。
プロローグ,青年ヨアヒム,人狼,>>53爺ちゃんには[入れ歯]があるじゃん！
プロローグ,神父ジムゾン,狂人,って、ズラじゃないよ？
プロローグ,神父ジムゾン,狂人,>>50全然関係ないですが、キテレツ大百科 って有りますよね。あの作品に、ドラえもんで言うジャイアンの立ち位置に、ブタゴリラ君と言う子がいるのですが、これまたドラえもんで言う、しずかちゃん的立ち位置のみよちゃんにまで、ブタゴリラよわばりされるのですよね。彼の心中はいかがなものかと。
プロローグ,シスターフリーデル,村人,ヅラゾンさんが人気だから人が徐々に集まってきていますね
プロローグ,神父ジムゾン,狂人,ちなみに、ジャイアンの本名は剛田たけしでも妹の本名は剛田ジャイ子。ジャイアンと呼ばれる自分の子供のあだ名から、妹の名前を名付けたのか、はたまたジャイ子の兄だからジャイアンと呼ばれるようになったのか。謎は深まるばかり。
プロローグ,旅人ニコラス,占い師,あったまテッカテーカはげてピッカピーカそーれがどーしーた神父のジムゾン♪
プロローグ,旅人ニコラス,占い師,ジャイ子のあんちゃん略してジャイアン
プロローグ,神父ジムゾン,狂人,外を自由に、歩きたいなー♪はい、どこでもズラー♪って、やかましいわッ！
プロローグ,神父ジムゾン,狂人,>>62これは、あるかもしれない。
プロローグ,旅人ニコラス,占い師,生まれたころから体が大きかったから病院内でジャイアントベイビーと噂に…略してジャイアン妹は兄のせいでジャイ子とつけられることに…
プロローグ,羊飼いカタリナ,霊能者,ニコラスさんは頭の回転が速そうなのです。。
プロローグ,旅人ニコラス,占い師,>>リナちゃん僕は頭悪いから気にしないで
プロローグ,青年ヨアヒム,人狼,ニコは「マントの下には何も着てない」って噂を聞いたけど…ほんとかな？マントの中が気になる…
プロローグ,旅人ニコラス,占い師,ヨアは何を言ってるんだか…そんなに気になるんならマント脱いであげるよ[…はマントを脱いだ]すると…【マントの下にはマントを着ていた】
