プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,旅人ニコラス,村人,やれやれひどい目にあったしかし、まさかこんな谷底に村があるなんてね…助かったよ
プロローグ,旅人ニコラス,村人,陽のささぬ 谷を転がる 根無し草  光探して いったりきたり
プロローグ,青年ヨアヒム,村人,谷底に差す朝日は、寒さに凍える僕らにとって暖かくも遠いものだね、ゲルト君、ニコラス君。
プロローグ,青年ヨアヒム,村人,ここは谷底。落ちるところまで落ちたのなら、あとは這い上がるだけだ。
プロローグ,シスターフリーデル,村人,一つ出たほいの良さほいのほい♬一つ母ちゃんと寝る時はー🎶トーちゃんんこの芋なんの芋ー♫坊やー 🎵おー前作った種芋だい♩ズサーーーーーーーーーーーーーーーーー♪そこのニート2人、私が面倒を見てやるですの。まず、お布施を一軒一軒回って集めるのです。なるべく裕福そうな1人暮らしの老人の家を回るのよ。はい、これで君達正社員ね。
プロローグ,少年ペーター,村人,逃げちゃダメだ逃げちゃダメだ逃げちゃダメだ逃げちゃダメだ
プロローグ,少年ペーター,村人,やります…！　僕、入村します…！僕の名前は第三の少年ことペタりシンジ14歳ミサトさんからこの村の使徒を殲滅するように命令されてここに来ましたミサトさんとリツコさんはどこにいるんだろ…綾波やアスカも来てるのかな…？
プロローグ,旅人ニコラス,村人, やあ、こんにちは。悪いがどうやらボクは神様を信じていないらしい…。谷底に転がり落ちるとき呼んだのは、神ではなくキミの名前だった。だから、お布施を集めるのは遠慮しておくよ、フリーデル
プロローグ,青年ヨアヒム,村人,ニートと呼ばれるのは心外だな。僕は物事の理を追究する、哲人さ。悪いが、【神は死んだ】んだ。宗教を生業にすることはできないな。
プロローグ,青年ヨアヒム,村人,……尤も、食い扶持に困っているのは事実だけれど。良いんだ、生き方を理解されないのは僕らニ…哲人の常だから。ペーター君は、一番の敵は己の弱さであることを理解しているようだね。この静閑な谷底で、物騒な事件が起こるとは思えないけれど……まあ、頑張ってくれ。
プロローグ,旅人ニコラス,村人,使徒か…世界中でもっとも多くの女性を虜にする神様ってやつは、ボクの恋敵だ。その手先の使徒を殲滅するのに、否やはないよ。
プロローグ,青年ヨアヒム,村人,この宿に来たのは他でもない。僕らの知を拓くために、君たちと様々な議論をひろげたいと思ったからなんだ。だからまずは…■1.コアタイム議論に参加できそうな時間帯はいつ頃かい？■2.仮/本決定時間仮決定/本決定の希望時間を教えてくれ。
プロローグ,青年ヨアヒム,村人,■3.やりたいこと/やりたくないこと■4.その他言いたいこと・自己PR（あれば）も、教えて欲しい。え、何の議論かって？……さぁ。
