プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,旅人ニコラス,人狼,やっと村があった…今日はここで休むことになりそう。
プロローグ,旅人ニコラス,人狼,さて、少し散策でもしてこよう
プロローグ,行商人アルビン,狂人,ずさっとなー。
プロローグ,青年ヨアヒム,狩人,とりあえず枠だけ確保っと
プロローグ,青年ヨアヒム,狩人,定番議題を貼っておくぜ■1.コアタイム■2.仮/本決定時間■3.やりたいこと/やりたくないこと□4.自己紹介/自由枠1.22:00-24:002.23:15/23:453.突然死や荒らしは勘弁だぜ。エピローグでワイワイやりたいぜ。4.出会いの村って聞くと年齢制限のかかるイメージがするぜ。そういう意味じゃ男女比は1：1になればいいんだがな。
プロローグ,木こりトーマス,人狼,アルビン、人狼撃退グッズみたいなのは売ってないか？スプレーとか線香とか
プロローグ,木こりトーマス,人狼,■1. 夜、22:00～くらいだな■2. 60分前/30分前■3. お互い流行り病には気を付けような□4. それにしても寒くなってきたな...そろそろエルナの店で上着でも買うとするか
プロローグ,司書クララ,人狼,ヨアヒムの期待に応えて女子参上！
プロローグ,司書クララ,人狼,■1.特になし。時によりまちまちです。■2.仮23:15  本23:45■3.流行り病などなく皆さんと楽しくできると嬉しいですね□4.司書なんかやってて・・・暗くて・・・友達とかもあんまりなので、仲良くなれる人と出会えたら嬉しいです。
プロローグ,行商人アルビン,狂人,ヨアヒムは議題サンキュな。■1.21:00～00:30■2.仮23:15/本23:45■3.流行り病と暴言は避けたいな。□4.時計屋アルビンだ。他にも便利グッズとか取り扱ってるんで見てってくれよな。出会いの村か。初日にネタ共有者COとかやってみたい気分なんだけど、どう？
プロローグ,行商人アルビン,狂人,>>7トーマスそんな虫相手みたいな撃退グッズあるわけ……まあ実はあるんだけどさ、っ［襲撃避けスプレー］［白取り線香］２つ合わせて3000ゲルトポッキリ。買うがいい。さて、今日の仕入れに行ってくるかねえ。
プロローグ,旅人ニコラス,人狼,■1.夜不定期■2.仮２３：１５　本２３：４５■3.嫌いなんだ、村騙り□4.各地を旅してるニコラスだよ。そういった意味でアルビンとは旅談義に花を咲かせられそうだね。アルビン、旅に便利な道具はある？
プロローグ,旅人ニコラス,人狼,商>>11初日ネタ共有者CO、楽しそうだね。見事相方ができたら、カップル成立ってところかなこの村は恋活の村だったのか・・
プロローグ,司書クララ,人狼,商>>11共有者CO面白そうですね。具体的にはどうするのでしょうか？相方をあげてのCO？旅>>14ですがこのままだと女子一人しかいないから誰かが男同士で恋活することに・・・
プロローグ,農夫ヤコブ,村人,出会いの村ってなんだか卑猥な匂いするべ
プロローグ,羊飼いカタリナ,村人,えへへ、女の子呼んだ？　出会いの村なんて名前のところ、行っちゃ駄目ってじいちゃんに言われたけどきちゃったよぉ。クララちゃんほど女の子らしくないけど、ボクのこともよろしくね？
プロローグ,青年ヨアヒム,狩人,ちらっと様子を見に来たぜ。トーマス、ヤコブ、クララとカタリナはよろしくな！歓迎するぜ！花が増えて嬉しい限りだ。ああ、花つっても薔薇とか百合成分はいらんぞ。メガネっ子に僕っ子とかテンション上がってきたぜ。>>10じゃあ俺と仲良くなろうぜ。なんなら友達以上でもいいんだぜ？>>17充分かわいらしいと思うぜ。狼がいるらしいが俺が狼になりたい気分だぜ。
プロローグ,青年ヨアヒム,狩人,そして商>>11の提案は面白そうだな。それなら共有COじゃなくて恋人COでどうだ？薔薇の下国ってところだと恋人って役職があるそうだぜ。そっちのが適してると思うぜ。初日は話題が少なく成りがちだし、こういう場を盛り上げる提案は大賛成だぜ。アルビンはありがとな。こういう小技ができるようになればモテるのかもな。さて、可愛い子をゲットするための努力をしてくるぜ。また夜に！
プロローグ,司書クララ,人狼,羊>>17カタリナさんよろしくお願いします！カタリナさんのほうが可愛いですよ？青>>18あ、ありがとうございます・・・ととと友達以上なんてあ、あの、そんな、じょ、冗談ですよね・・・
プロローグ,旅人ニコラス,人狼,青>>19恋人COか。面白そうだけど、お互いのことよく知らないのにいきなり恋人にしたらびっくりさせちゃうんじゃないかな？恋の矢を打つ的な意味で、初日第一声全員告白ＣＯはどうだろう
プロローグ,司書クララ,人狼,旅>>21フィーリングカップルの要領ですか？お互い告白しあったら成立みたいな。面白いですね！
プロローグ,旅人ニコラス,人狼,書>>22そう、そんな感じ。乗ってくれるのかな？ありがとうきっとクララもカタリナも、取り合いになりそうだね
プロローグ,少女リーザ,村人,天使ちゃん、マジ天使！ 天使降臨！！ねえ、知ってる？恋愛天使の矢って刺される時にアーッ！って声が出ちゃうんだって。リザが矢を刺したカポーは無敵だよ？行列のできる天使なの、……刺されてみない？
プロローグ,少女リーザ,村人,えっと……アンケあるんだね。小枝のお兄さんありがと♪■1.お昼は割といるかも。夜明け前後は顔出しくらい。■2.狩：23:15、本：23:45■3.ネタで腹筋鍛えること/R指定になること？□4.マジ天使な天使だよ？細けえことは考えすぎたら禿げるよってばっちゃがいってた。あと、恋には年齢性別国境種族は関係ねえってパパンがいってた。ママンはパパンの男ぐせの悪さに嫌気さしてちょっと家出なう。
プロローグ,少女リーザ,村人,業務連絡。今夜は天使のお仕事あって遅い時間には来られません。あと、リザはちょっと早寝なので、ネオチーには弱いです。たまに鳩さん飛ばすかもだけど……次の夜明けは無理かな。多分、月曜日のお昼まで顔出しできないと思います。始まってたら、ごめんなさい。先に予定報告するね。
プロローグ,青年ヨアヒム,狩人,料理教室から帰ってきたぜ。最近の男は料理ができないとだめらしいからな。書>>20結構本気だぜ？クララさえよければ考えて欲しいんだぜ。とはいえ、旅>>21のいう通り相手の気持ちってのもあるな。まずはクララの事をよく知るに、本でも読んでみるかな。（言いつつ図書館へ・・・しまった好みの本とか聞いときゃばよかったぜ！
プロローグ,青年ヨアヒム,狩人,リーザはよろしくな。天使の矢は無敵らしいが声が不穏だな、嫌な予感がするぜ・・・。後今度パパンに会わせてくれねえか？こんな可愛い娘が居るのに浮気とは許せん！・・・ん？>>25「パパンの男ぐせの悪さ」(つд⊂)ｺﾞｼｺﾞｼ・・・んー？(；ﾟдﾟ)(つд⊂)ｺﾞｼｺﾞｼ　　_, ._（；ﾟ Дﾟ）！？・・・あ、やっぱいいや
プロローグ,パン屋オットー,村人,出会いの村はここかな？
プロローグ,パン屋オットー,村人,■1.不定期だよ■2.皆に合わせるよ■3.楽しくやりたいな！□4.パン作ってる場合じゃねえと一念発起して出会いの村にやってきたよ！可愛い女の子がいる…うわあ頑張ろう、ビッグになろう
プロローグ,司書クララ,人狼,リーザちゃん、オットーさんよろしくお願いしますリーザちゃんは天使さんなんですか！凄いです！青>>27え！？あ、あの。考えさせてください・・・.οО(か、からかわれてるだけかもしれないわ。冷静になるのよクララ！)
プロローグ,仕立て屋エルナ,村人,出会いは素敵な洋服で。仕立屋エルナをどうぞよろしく。
プロローグ,行商人アルビン,狂人,ヤコリナリザオトルナはよろしくー。告白COいいね、俺は賛成。全員に無理強いはしない方向で。>>13ニコ旅はいいよな。俺もあちこち歩いて回るのが好きで商人始めたんだけどさ。んー、旅に便利な道具か。つ［絶対に狂わない時計］特別にタダでやるよ。
プロローグ,農夫ヤコブ,村人,出会いの村ということで議題に相手に求める条件とか追加したらいいんでねーべが。つーわけで追加するべ□5 相手に求める条件（複数可）
プロローグ,農夫ヤコブ,村人,■1.21時以降なら家事をしながらのんびりしてるべ■2.それぞれ夜明け1時間前に仮30分前に本希望だべ■3.とくにないべ～□4.純情系農夫だべ□5.誠実で優しい人がいいべ（ﾎﾟｯ美醜なんて関係ないべさ。心の綺麗な人を探してるべ。（･･･両方兼ね揃えていたら言う事ないべ）
プロローグ,農夫ヤコブ,村人,あ、言い忘れてたべ。今日開始決定だべな。皆よろしく頼むんだべ～
プロローグ,仕立て屋エルナ,村人,■1.不定期営業中だよ■2.仮23:15、本23:45■3.村人の方が攻撃的な発言をしてギスギスすることがあるから注意してほしいかな。□4.村の仕立屋エルナだよ。和服洋服コスプレ衣装まで何でも扱ってるよ。>>8 トーマス、いつまでも半裸じゃ寒かろう。古着で良かったら貸してあげるよ。
プロローグ,司書クララ,人狼,エルナさんもよろしくお願いします！□5.相手に求める条件・・・ですか。頼れるひとがいいですかね。引っ張ってくれるようなひとが好きです。
プロローグ,木こりトーマス,人狼,商>>12 安すぎて効果が心配ではあるが、一応買っておこう服>>37 せっかくだから新品を仕立てて貰おうか。動きの邪魔にならないようなコートを一着頼む
プロローグ,行商人アルビン,狂人,>>24リーザほうほう天使か。……その矢、本当に男女が結ばれるんだよな？な？>>39トーマスそれ偽ｍ……げふんげふん。一緒の村に入った仲だろう。お安くするのは当然さ。
プロローグ,パン屋オットー,村人,エルナいらっしゃい、よかったら僕に似合う服をくれないかい？いつまでもエプロン姿じゃ格好つかないし、一番良いのを頼むよ！農>>34相手に求める条件かあ…優しい人がいいなあ。あ、あと勿論恋愛対象は女性だよ！どうしよう、既に眠くなってきたよ。寝てて良い？
プロローグ,少女リーザ,村人,ぽっぽ～、鳩さんから20:30頃をお伝えします♪今晩開始確認したよ。小枝なヨアさん-ララちゃんニコさん-アルさんエルさん-トマさんここあたりを刺したらベストカポーが出来そうな予感です。
プロローグ,行商人アルビン,狂人,□5.一緒に居て楽しい奴なら誰でも。趣味合うならもっといい。>>42なんだか不穏なものが見えたが気にしない事にしよう。
プロローグ,パン屋オットー,村人,妙>>42ニコさん-アルさんって男同士だよ！この幼女腐ってるよ！
プロローグ,仕立て屋エルナ,村人,クラりん、よろしくね。きれいな赤毛には赤のドレスがお似合いだよ。カップル成立したら、クリスマスにどうだい？□5 素敵な人なら性別関係なしに好きになっちゃうよ。クリスマスは一緒にお食事、お正月はこたつで一緒にお喋りしたいな。樵>>39 裸にコートってチクチク痛いけど大丈夫かい。インナーもちゃんと揃えておくれよ。屋>>41 オットーにはタキシードが似合いそう。報酬はパン一年分でどうだい？
プロローグ,農夫ヤコブ,村人,妙>>42どうみても理由が緑だからしか思いつかないべ。目に優しいカポーだべさ。
プロローグ,木こりトーマス,人狼,□5. 健康第一。さて、折角の機会だしこの村の非モテ男性諸君のためにモテの秘訣３ヶ条をお教えしよう。1. 空気を読むまずは相手をよく観察して、何を考えているのか、何に興味を持っているのか確かめるんだ2. 笑顔を絶やさないとにかくひたすら笑い続けるんだ。この際笑い声はどんなのでもいいから3. 気軽に話しかけるとにかくひたすら話しかけるんだ。喉が★で埋まるくらい本気で当たってみろ
