プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,司書クララ,人狼,さ、寒いわ！
プロローグ,少女リーザ,村人,なんだか変な時間に目がさめちゃったのよ！とりあえず、ここどこー？（うろうろ）よくわかんないけど寝なおしてくるのよ。
プロローグ,神父ジムゾン,占い師,おはようございマス。今日も寒いデスネー。
プロローグ,羊飼いカタリナ,狩人,何だかこの村寒いわね…
プロローグ,旅人ニコラス,村人,僕のコートを脱がさないでー！！
プロローグ,村長ヴァルター,人狼,うう、寒い。こう寒いと、ストーブもすっ飛ぶな…
プロローグ,神父ジムゾン,占い師,布団も吹っ飛んでしまいマスネ。
プロローグ,羊飼いカタリナ,狩人,(…寒すぎて口が開かないわ！…この思念…伝わるかしら…？)
プロローグ,旅人ニコラス,村人,楽>>133 ゲルト、寝たら死んでしまうよ
プロローグ,司書クララ,人狼,>>10　ニコがゲルトを暖めてあげれば良いのよ！ニコ×ゲル、もえええええ！！！！！！！
プロローグ,羊飼いカタリナ,狩人,(…何だか腐臭がするわ。…気のせいだといいな！)
プロローグ,少女リーザ,村人,…なんだか寒いところに余計寒い空気とへんなにおいが。リザを殺す気！？リナ姉、羊で暖めて欲しいの。
プロローグ,司書クララ,人狼,そう言えばよくある議題を貼っておくわ！■1.コアタイム■2.仮/本決定時間■3.やりたいこと/やりたくないこと■4.自己紹介
プロローグ,村長ヴァルター,人狼,■1.不定期■2.22:00／22:30　回避云々の為、ややゆったりが好き■3.なんでもあり。好き嫌いを押し付けあうのは苦手。■4.村長だ。皆、村長を尊重するように。
プロローグ,村長ヴァルター,人狼,この村でライオンとヒョウが喧嘩したら、ライオンは負けるな。氷点下（豹天下）だから…
プロローグ,少年ペーター,村人,最近暖かくなってきたと思ってたのに氷点下なんて、嫌になっちゃうよ。
プロローグ,少年ペーター,村人,長>>16少し面白いと思っちゃった、くやしい。■1.21:30～23:30　大体だからずれることもあると思うけど。■2.22:15/22:45■3.突然死を出さない。決定時間を守って希望を出す。■4.ぷるぷる、僕悪い狼じゃないよ。
プロローグ,神父ジムゾン,占い師,寒すぎて凍るど(コールド)!!
プロローグ,村長ヴァルター,人狼,ジム>>19あ、いいッスね(アイスね)
プロローグ,神父ジムゾン,占い師,■1.夜デスネ。■2.それぞれ30分前で。■3.マナーは守りマショウ。後は説明のない奇策とかは嫌いデス。■4.神父デス。讃美歌の新譜(しんぷ)を探していマス。
プロローグ,神父ジムゾン,占い師,ヴァル>>20ワタシもso思います(I think so.)。
プロローグ,旅人ニコラス,村人,■1.旅の休息時■2.皆に合わせる■3.楽しく/喧嘩■4.最近、逆さ読みにハマっています。僕の事をスラコニと呼んでくれれば、君の名前を逆さに呼んであげるよ
プロローグ,旅人ニコラス,村人,ゲルト、僕のコートの中にお入り
プロローグ,司書クララ,人狼,神父様も村長もうますぎる…！！！！！！！！
プロローグ,司書クララ,人狼,■1.不定期■2.22:00／22:30■3.ギスギスした？と思ったらちゃんと謝れる空気にしたいわ！■4.司書しつつ作家の夢に向けて頑張っているわ。勿論BL作家志望よ☆
プロローグ,少年ペーター,村人,それじゃあスラニコ、僕の名前を逆さ呼びできる？
プロローグ,少年ペーター,村人,カタリナの出身地は成田か
プロローグ,羊飼いカタリナ,狩人,(…■1、2 ペタに追従するところ。■3　奇策とか大好きなんで。私も奇策用いるかもだけど寛容にしてね☆■4　寒さが苦手です。羊はこの寒さで……ｼｸｼｸ…)
プロローグ,村長ヴァルター,人狼,成る程。この村の寒さの理由がわかった気がする。だが村が盛り上がるのは良いことだ。歓喜(寒気)なだけに。
プロローグ,青年ヨアヒム,狂人,へっぶし！寒いねー…
プロローグ,青年ヨアヒム,狂人,議題回答■1、21:00～2:00　　多少前後するかもね。■2、22:15/22:45■3、楽しみたいな/素でギスギスするのは嫌だなー…■4、正直、働いたら負けだと思っている(ｷﾘｯよろしくね！
プロローグ,青年ヨアヒム,狂人,くっ…村長と神父さんが巧すぎる…ッ！僕も何か言いたいけどいいネタがないんだよねー。
プロローグ,神父ジムゾン,占い師,>>29リナ気さくに奇策をやられると困りマスが、説明があれば構いませんヨ。
プロローグ,司書クララ,人狼,>>29リナ　そうね、私も神父様に同意！ちゃんと説明してくれれば良いかな。それを納得出来るかはまた別問題ということで。
プロローグ,司書クララ,人狼,しかし、この村１番の美少年であるゲルトが起きてくれないと小説のネタが浮かばないわ！
プロローグ,羊飼いカタリナ,狩人,(…了解しましたわ♪ちゃんと説明はその時はその時ですると思います。)
プロローグ,村長ヴァルター,人狼,ララ>>36そんなこと言ったら、ゲルトがしょげると(しょゲルト)思う。
プロローグ,羊飼いカタリナ,狩人,(…村長のギャグセンス光りまくりですわ…！)
プロローグ,村娘パメラ,霊能者,こんなに寒いとストーブがすっとびます。
