プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,行商人アルビン,占い師,ずさー
プロローグ,パン屋オットー,村人,すたっ
プロローグ,行商人アルビン,占い師,誰もいない・・・うん！ゲルとしかいないな壁にでも話してよう・・・（シャドー人狼と名付けよう）えーわたし生まれも育ちも葛飾柴又。人呼んでフーテンのアルビンとハッシヤス
プロローグ,行商人アルビン,占い師,っていたし・・・いきなり躓いたが１周間ほどよろしくたのんます。オットーさんじゃあおやすみーzzz
プロローグ,少女リーザ,人狼,リーザ現るぅ
プロローグ,ならず者ディーター,村人,ディーターだぜ、皆おはよう
プロローグ,行商人アルビン,占い師,おはようございます。新商品のモニタ調査をやってまして、このアンケートに回答いただけますか■1.コアタイム■2.仮決定／本決定の希望時間■3.やりたいこと／やりたくないこと■4.自己紹介□5.あなたが忘れたいことはありますか
プロローグ,行商人アルビン,占い師,あと、カバンの中に変な説明書が入っていたのでこれもおいておきますな●：占い第一希望　○：占い第二希望▼：吊り第一希望　▽：吊り第二希望■：議題　□：答えなくてもいいネタ議題　【　】：…宣言や決定など強調したい発言。［ ］：ロールプレイ上で食べ物等アイテムを出す時、またト書き時に使用。★：質問や強調したい事　☆：回答＠＋数字：残りの発言数CO：自分が能力者であることを公表すること。
プロローグ,行商人アルビン,占い師,LW：ラストウルフ。最後の狼SG：スケープゴート。狼が自分の身代わりに吊らせる村人GS:グレースケール。自分以外を白（村人）っぽい人から黒（人狼）っぽい人まで順に並べたもの斑：占ｏｒ霊の判定が白と黒に分かれた人のこと白：村側の人黒：人狼灰：人間か人狼か分からない人物われていない人ライン：狼同士のつながり。幻想という噂も 箱：パソコン
プロローグ,行商人アルビン,占い師,あと、このマニュアルもたいへんためになるので読んでおくのが吉だそうな（http://wolfbbs.jp/）自己回答■1.おまかせ■2.まかせる■3.勝負は真剣に、ゲームは楽しく／突然死ダメ絶対■4.語尾が定まっていないのはキャラに迷って・・（ゲフンゲフン□5.今日がまだ水曜日で週末までまだまだ働かななきゃいけないという現実
プロローグ,羊飼いカタリナ,村人,放牧には良い季節ですわ。
